,target
1_1,-8.0
1_2,-8.0
1_3,-8.0
1_4,-8.0
1_5,-8.0
2_1,-8.0
2_2,-8.0
2_3,-8.0
2_4,-8.0
2_5,-8.0
3_1,0.5422550629280912
3_2,0.5998649263582962
3_3,0.47492658845535324
3_4,0.5418732540996284
3_5,0.6510174803873097
4_1,1.128138489997137
4_2,0.9520472305227435
4_3,1.0189937795750845
4_4,0.8453917350825259
4_5,0.8728661844840175
5_1,-8.0
5_2,-8.0
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,-8.0
6_2,-8.0
6_3,-8.0
6_4,-8.0
6_5,-8.0
7_1,-0.33874297261298325
7_2,-1.093639529812018
7_3,-0.5177210385562302
7_4,-0.7129821718077879
7_5,-0.5923361989886202
8_1,-8.0
8_2,-7.847711655616943
8_3,-8.0
8_4,-8.0
8_5,-6.3233521079899875
9_1,-8.0
9_2,-8.0
9_3,-8.0
9_4,-8.0
9_5,-8.0
10_1,-8.0
10_2,-8.0
10_3,-8.0
10_4,-7.39577394691553
10_5,-8.0
11_1,-7.166534139829308
11_2,-8.0
11_3,-8.0
11_4,-8.0
11_5,-8.0
12_1,-2.2441485397156624
12_2,-8.0
12_3,-0.2175953882348642
12_4,-8.0
12_5,-5.278576879059161
13_1,-3.7500776474819935
13_2,-2.738041817466667
13_3,-2.084649501965644
13_4,-3.4407689708683664
13_5,-1.2585145916921017
14_1,-8.0
14_2,-8.0
14_3,-8.0
14_4,-8.0
14_5,-8.0
15_1,0.29896533637461153
15_2,0.3967829172754629
15_3,0.4749264644690152
15_4,0.6510179734227632
15_5,0.6967787327301254
16_1,0.2826546280159289
16_2,0.08361425162846028
16_3,-0.21484291548120943
16_4,-0.12767336706587543
16_5,-0.07651748815572226
17_1,-2.282361849813746
17_2,-2.0884625683791755
17_3,-1.8682308405221226
17_4,-1.388385904770473
17_5,-2.1208462404181425
18_1,-0.5272619511939303
18_2,-1.0443566788897698
18_3,-0.30398724199969995
18_4,-0.8539039360868625
18_5,-0.8816157535310505
19_1,-0.7069708011620655
19_2,-0.6203946459592701
19_3,-0.803304616348699
19_4,-0.417300460754297
19_5,-0.5366952085280029
20_1,0.2544191112783889
20_2,0.2736265133574662
20_3,0.2263104860356495
20_4,0.2633621821985579
20_5,0.2664980179203651
21_1,0.09525848089621204
21_2,0.287295615467661
21_3,-8.0
21_4,0.09525848089621204
21_5,0.10137595282723036
22_1,-0.46101371148323567
22_2,0.29114650837485184
22_3,-8.0
22_4,0.5028061697408669
22_5,-0.1599837163842051
23_1,0.05271442042725898
23_2,-0.34001005419828
23_3,-0.685005332420867
23_4,-0.2912706373420665
23_5,-0.5250462575415791
24_1,0.8763636588432817
24_2,0.8656141472345327
24_3,0.794145652873506
24_4,0.9303359020259051
24_5,0.9160636694851872
