,target
1_1,-8.0
1_2,-8.0
1_3,-8.0
1_4,-8.0
1_5,-8.0
2_1,-8.0
2_2,-8.0
2_3,-8.0
2_4,-8.0
2_5,-8.0
3_1,0.3051591919583886
3_2,0.599864926205523
3_3,0.4749264644690152
3_4,0.5998652022394826
3_5,0.6967747742816907
4_1,0.8734028956391686
4_2,0.8733122388684769
4_3,0.9272237475967363
4_4,0.9978047699980512
4_5,1.0194455650174954
5_1,-8.0
5_2,-2.1281801180150133
5_3,-8.0
5_4,-8.0
5_5,-8.0
6_1,-4.017439333772843
6_2,-3.291530913698807
6_3,-5.519727097174058
6_4,-6.273598837897078
6_5,-3.3128590004292566
7_1,-0.3642583883884816
7_2,-2.320094310751401
7_3,-0.47467902807693263
7_4,-1.8811187819807083
7_5,-0.631508181390623
8_1,-8.0
8_2,-8.0
8_3,-8.0
8_4,-8.0
8_5,-8.0
9_1,-8.0
9_2,-8.0
9_3,-8.0
9_4,-8.0
9_5,-8.0
10_1,-8.0
10_2,-8.0
10_3,-8.0
10_4,-8.0
10_5,-8.0
11_1,-8.0
11_2,-8.0
11_3,-8.0
11_4,-8.0
11_5,-8.0
12_1,-2.6325956941811604
12_2,-8.0
12_3,-2.621530001249933
12_4,-8.0
12_5,-8.0
13_1,-5.735997243507906
13_2,-7.950781977329818
13_3,-5.390133575014347
13_4,-8.0
13_5,-6.479319998365605
14_1,-8.0
14_2,-8.0
14_3,-8.0
14_4,-8.0
14_5,-8.0
15_1,0.29883520541333397
15_2,0.39574521949516767
15_3,0.47492646640414227
15_4,0.8728661800201275
15_5,0.5420754697944195
16_1,0.011444146438995367
16_2,-0.06422747729121756
16_3,-0.3817771360793934
16_4,0.07786099222192161
16_5,0.4548458107314248
17_1,-1.560955204579132
17_2,-2.780329435422675
17_3,-1.0503745322234015
17_4,-1.0103504385732869
17_5,-2.0644967395779004
18_1,-0.9097076391597579
18_2,-1.1129351933738147
18_3,-0.2469877005977281
18_4,0.21113836315201187
18_5,-0.7988234754484306
19_1,-0.668488397387705
19_2,-0.762190481714983
19_3,-0.7492082282851578
19_4,-0.5981578012100242
19_5,-0.7587758040309756
20_1,0.31711173991237385
20_2,0.3337224196844132
20_3,0.2909901975331703
20_4,0.2608824921404591
20_5,0.2092943198838511
21_1,0.09525848089621204
21_2,0.2560003942911141
21_3,-8.0
21_4,0.0364806805338659
21_5,0.09525848089621204
22_1,-8.0
22_2,0.29114650837485184
22_3,-1.8457644410796181
22_4,0.8616317245484426
22_5,-0.46101371173432476
23_1,-0.23703747177162868
23_2,-0.39433218275842546
23_3,-0.2939102044351048
23_4,-0.2766166452892489
23_5,-0.37988984235131784
24_1,0.9899072016643395
24_2,0.8319101299909274
24_3,0.8357516513277399
24_4,0.8937439126593956
24_5,0.9327414845431072
