,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
None-1500d,40.0,11.0,6.0,2.0,25.0,17.0,76.0,57.0,53.0,1.0,1.0,16.0,31.0,3.0,13.0,33.0,30.0,12.0,35.0,26.0,48.0,30.0,53.0,42.0,25.0,24.0,31.0,18.0,14.0,32.0,43.0,63.0,16.0,62.0,1.0,4.0,6.0,18.0,14.0,6.0,8.0,8.0,26.0,0.0,0.0,0.0
IPOP-1500d,35.0,11.0,7.0,8.0,23.0,15.0,82.0,68.0,58.0,3.0,4.0,17.0,26.0,2.0,12.0,26.0,26.0,17.0,23.0,13.0,48.0,18.0,66.0,54.0,26.0,26.0,30.0,23.0,12.0,26.0,42.0,58.0,10.0,59.0,5.0,3.0,8.0,23.0,16.0,7.0,7.0,16.0,21.0,0.0,0.0,0.0
BIPOP-1500d,42.0,22.0,6.0,3.0,33.0,19.0,85.0,57.0,58.0,1.0,2.0,25.0,29.0,3.0,8.0,36.0,33.0,9.0,27.0,15.0,42.0,22.0,61.0,52.0,17.0,24.0,29.0,23.0,10.0,36.0,37.0,47.0,13.0,62.0,3.0,7.0,9.0,14.0,14.0,1.0,7.0,18.0,19.0,0.0,0.0,0.0
None-1000d,37.0,21.0,12.0,3.0,28.0,22.0,47.0,38.0,61.0,0.0,4.0,20.0,36.0,3.0,11.0,32.0,23.0,8.0,25.0,13.0,46.0,49.0,52.0,57.0,24.0,16.0,17.0,21.0,11.0,39.0,47.0,50.0,15.0,82.0,4.0,7.0,10.0,28.0,20.0,4.0,6.0,11.0,20.0,0.0,0.0,0.0
IPOP-1000d,28.0,38.0,20.0,2.0,26.0,19.0,58.0,42.0,67.0,2.0,3.0,22.0,25.0,3.0,6.0,23.0,22.0,15.0,27.0,21.0,40.0,37.0,55.0,56.0,21.0,14.0,23.0,18.0,14.0,30.0,47.0,45.0,20.0,80.0,3.0,4.0,11.0,29.0,18.0,7.0,5.0,15.0,19.0,0.0,0.0,0.0
BIPOP-1000d,34.0,28.0,17.0,7.0,24.0,15.0,54.0,41.0,57.0,3.0,4.0,26.0,33.0,0.0,10.0,30.0,32.0,10.0,20.0,18.0,39.0,44.0,52.0,57.0,29.0,19.0,23.0,17.0,8.0,35.0,42.0,39.0,17.0,77.0,5.0,5.0,18.0,34.0,25.0,2.0,3.0,12.0,15.0,0.0,0.0,0.0
None-500d,13.0,1.0,2.0,1.0,3.0,8.0,77.0,64.0,70.0,0.0,3.0,35.0,31.0,2.0,30.0,38.0,29.0,19.0,28.0,27.0,72.0,75.0,55.0,62.0,41.0,33.0,25.0,26.0,5.0,8.0,28.0,47.0,10.0,82.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10.0,0.0,0.0,0.0
IPOP-500d,9.0,2.0,1.0,3.0,2.0,14.0,81.0,63.0,68.0,1.0,4.0,25.0,27.0,0.0,24.0,27.0,22.0,23.0,25.0,31.0,82.0,77.0,60.0,68.0,39.0,42.0,25.0,22.0,4.0,9.0,25.0,50.0,15.0,84.0,0.0,0.0,6.0,1.0,2.0,1.0,4.0,0.0,12.0,0.0,0.0,0.0
BIPOP-500d,10.0,7.0,4.0,3.0,2.0,14.0,78.0,59.0,75.0,3.0,4.0,31.0,30.0,2.0,23.0,30.0,32.0,24.0,29.0,29.0,73.0,68.0,61.0,59.0,39.0,37.0,15.0,25.0,10.0,6.0,34.0,41.0,13.0,85.0,0.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,8.0,0.0,0.0,0.0
None-300d,9.0,3.0,1.0,2.0,3.0,8.0,85.0,81.0,56.0,3.0,4.0,36.0,46.0,0.0,37.0,28.0,33.0,11.0,25.0,34.0,87.0,77.0,59.0,69.0,45.0,47.0,7.0,23.0,2.0,7.0,12.0,28.0,9.0,85.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0
