,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,143.0,88.0,41.0,19.0,112.0,83.0,126.0,97.0,110.0,19.0,19.0,94.0,113.0,21.0,70.0,125.0,85.0,40.0,89.0,85.0,91.0,106.0,90.0,84.0,66.0,76.0,77.0,82.0,52.0,78.0,107.0,144.0,58.0,134.0,28.0,38.0,32.0,93.0,52.0,27.0,34.0,53.0,59.0,0.0,0.0,0.0
False-1500d,45.0,60.0,52.0,45.0,57.0,73.0,154.0,138.0,126.0,27.0,32.0,71.0,68.0,25.0,45.0,62.0,77.0,76.0,93.0,53.0,124.0,98.0,147.0,139.0,73.0,113.0,94.0,76.0,74.0,108.0,90.0,91.0,59.0,120.0,46.0,38.0,38.0,50.0,78.0,36.0,49.0,41.0,79.0,0.0,0.0,0.0
True-1000d,114.0,106.0,66.0,23.0,112.0,75.0,85.0,77.0,132.0,16.0,15.0,108.0,119.0,25.0,57.0,131.0,99.0,29.0,82.0,79.0,63.0,149.0,74.0,95.0,72.0,45.0,53.0,61.0,29.0,98.0,120.0,114.0,49.0,160.0,29.0,43.0,29.0,106.0,95.0,53.0,18.0,89.0,46.0,0.0,0.0,0.0
False-1000d,67.0,96.0,63.0,42.0,45.0,79.0,134.0,110.0,115.0,25.0,34.0,71.0,79.0,16.0,42.0,51.0,67.0,68.0,95.0,57.0,117.0,112.0,145.0,140.0,78.0,89.0,77.0,91.0,80.0,98.0,68.0,93.0,78.0,135.0,33.0,49.0,61.0,44.0,87.0,48.0,51.0,37.0,73.0,0.0,0.0,0.0
True-500d,38.0,26.0,25.0,13.0,10.0,54.0,133.0,134.0,145.0,33.0,41.0,122.0,108.0,24.0,118.0,136.0,111.0,76.0,129.0,123.0,150.0,157.0,112.0,124.0,116.0,127.0,86.0,59.0,41.0,34.0,99.0,129.0,70.0,152.0,9.0,20.0,28.0,15.0,28.0,17.0,7.0,18.0,43.0,0.0,0.0,0.0
False-500d,79.0,45.0,22.0,34.0,44.0,92.0,153.0,132.0,139.0,18.0,31.0,77.0,100.0,17.0,92.0,53.0,85.0,63.0,88.0,72.0,146.0,135.0,142.0,135.0,122.0,122.0,67.0,109.0,63.0,82.0,60.0,82.0,72.0,147.0,18.0,19.0,32.0,47.0,32.0,43.0,41.0,22.0,66.0,0.0,0.0,0.0
True-300d,28.0,14.0,9.0,14.0,19.0,52.0,149.0,138.0,137.0,22.0,41.0,127.0,136.0,18.0,133.0,127.0,116.0,66.0,127.0,138.0,156.0,159.0,120.0,127.0,135.0,135.0,55.0,69.0,76.0,60.0,72.0,117.0,63.0,153.0,26.0,7.0,17.0,7.0,12.0,9.0,7.0,10.0,37.0,0.0,0.0,0.0
False-300d,84.0,34.0,11.0,20.0,29.0,76.0,145.0,153.0,120.0,19.0,39.0,91.0,120.0,17.0,120.0,87.0,84.0,55.0,87.0,80.0,156.0,137.0,141.0,136.0,132.0,138.0,55.0,109.0,75.0,72.0,46.0,62.0,77.0,147.0,41.0,14.0,24.0,44.0,26.0,24.0,30.0,17.0,66.0,0.0,0.0,0.0
True-100d,42.0,69.0,39.0,8.0,29.0,63.0,153.0,158.0,122.0,8.0,17.0,110.0,115.0,12.0,111.0,139.0,113.0,64.0,42.0,101.0,162.0,161.0,157.0,159.0,88.0,161.0,120.0,79.0,61.0,76.0,27.0,31.0,111.0,106.0,41.0,11.0,18.0,8.0,62.0,25.0,15.0,3.0,43.0,0.0,0.0,0.0
False-100d,86.0,43.0,10.0,22.0,60.0,77.0,152.0,152.0,133.0,18.0,24.0,114.0,122.0,17.0,65.0,113.0,123.0,69.0,73.0,107.0,161.0,137.0,132.0,137.0,90.0,146.0,72.0,121.0,87.0,36.0,45.0,35.0,83.0,118.0,35.0,19.0,15.0,54.0,13.0,9.0,35.0,23.0,57.0,0.0,0.0,0.0
True-50d,8.0,135.0,66.0,15.0,1.0,29.0,151.0,150.0,92.0,55.0,42.0,137.0,129.0,18.0,24.0,138.0,136.0,106.0,135.0,45.0,162.0,134.0,162.0,153.0,57.0,140.0,89.0,71.0,12.0,44.0,88.0,24.0,44.0,118.0,6.0,15.0,6.0,8.0,97.0,71.0,14.0,1.0,112.0,0.0,0.0,0.0
False-50d,11.0,127.0,42.0,28.0,25.0,50.0,152.0,140.0,103.0,77.0,65.0,142.0,131.0,81.0,47.0,144.0,155.0,63.0,146.0,18.0,161.0,131.0,158.0,132.0,41.0,133.0,46.0,71.0,28.0,29.0,77.0,15.0,23.0,91.0,15.0,19.0,14.0,21.0,76.0,37.0,36.0,16.0,123.0,0.0,0.0,0.0
