,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
psr-1500d,84.0,55.0,25.0,20.0,57.0,48.0,126.0,101.0,114.0,5.0,17.0,45.0,64.0,8.0,33.0,53.0,42.0,43.0,68.0,54.0,91.0,83.0,111.0,98.0,62.0,63.0,59.0,53.0,35.0,80.0,57.0,110.0,46.0,121.0,24.0,17.0,26.0,62.0,41.0,16.0,21.0,40.0,52.0,0.0,0.0,0.0
csa-1500d,75.0,49.0,27.0,18.0,71.0,48.0,137.0,110.0,100.0,11.0,7.0,68.0,78.0,7.0,37.0,97.0,90.0,42.0,65.0,39.0,94.0,64.0,110.0,93.0,42.0,67.0,77.0,61.0,40.0,55.0,94.0,91.0,23.0,102.0,12.0,19.0,13.0,37.0,36.0,19.0,28.0,29.0,48.0,0.0,0.0,0.0
psr-1000d,62.0,65.0,34.0,14.0,61.0,39.0,99.0,85.0,119.0,16.0,20.0,59.0,81.0,9.0,38.0,67.0,55.0,32.0,63.0,53.0,85.0,117.0,102.0,101.0,53.0,54.0,53.0,58.0,39.0,72.0,66.0,103.0,48.0,140.0,12.0,13.0,26.0,45.0,58.0,17.0,19.0,36.0,42.0,0.0,0.0,0.0
csa-1000d,81.0,89.0,46.0,22.0,62.0,64.0,83.0,72.0,103.0,8.0,6.0,67.0,80.0,8.0,23.0,66.0,64.0,34.0,62.0,38.0,65.0,82.0,92.0,103.0,54.0,42.0,37.0,48.0,37.0,83.0,102.0,72.0,44.0,142.0,17.0,25.0,40.0,73.0,64.0,23.0,17.0,49.0,41.0,0.0,0.0,0.0
psr-500d,28.0,19.0,10.0,9.0,5.0,27.0,133.0,125.0,130.0,8.0,17.0,76.0,89.0,7.0,86.0,68.0,65.0,49.0,76.0,90.0,139.0,156.0,120.0,115.0,89.0,101.0,45.0,59.0,36.0,40.0,51.0,96.0,32.0,146.0,5.0,3.0,13.0,15.0,11.0,8.0,5.0,1.0,27.0,0.0,0.0,0.0
csa-500d,36.0,12.0,14.0,14.0,21.0,48.0,134.0,103.0,119.0,10.0,21.0,81.0,72.0,6.0,73.0,77.0,73.0,56.0,80.0,58.0,130.0,121.0,100.0,111.0,101.0,100.0,64.0,66.0,28.0,25.0,69.0,77.0,45.0,135.0,1.0,12.0,22.0,15.0,17.0,16.0,19.0,12.0,36.0,0.0,0.0,0.0
psr-300d,34.0,15.0,2.0,4.0,2.0,42.0,140.0,142.0,121.0,8.0,18.0,88.0,98.0,5.0,104.0,75.0,57.0,23.0,65.0,87.0,149.0,156.0,121.0,132.0,93.0,107.0,25.0,74.0,42.0,47.0,30.0,64.0,44.0,152.0,12.0,2.0,9.0,9.0,2.0,5.0,0.0,5.0,20.0,0.0,0.0,0.0
csa-300d,25.0,13.0,7.0,12.0,11.0,33.0,136.0,127.0,107.0,12.0,18.0,77.0,112.0,7.0,91.0,81.0,88.0,46.0,89.0,89.0,146.0,128.0,94.0,103.0,121.0,124.0,33.0,56.0,37.0,24.0,47.0,61.0,32.0,139.0,8.0,7.0,7.0,4.0,14.0,6.0,15.0,7.0,36.0,0.0,0.0,0.0
psr-100d,35.0,35.0,12.0,4.0,19.0,36.0,152.0,151.0,133.0,9.0,11.0,96.0,109.0,8.0,35.0,121.0,95.0,33.0,32.0,39.0,162.0,158.0,156.0,157.0,50.0,131.0,46.0,84.0,47.0,31.0,8.0,8.0,85.0,69.0,6.0,3.0,1.0,14.0,19.0,7.0,4.0,1.0,18.0,0.0,0.0,0.0
csa-100d,39.0,15.0,2.0,13.0,24.0,55.0,141.0,150.0,96.0,3.0,7.0,71.0,92.0,0.0,65.0,83.0,82.0,56.0,31.0,86.0,157.0,132.0,119.0,124.0,51.0,140.0,92.0,80.0,54.0,21.0,30.0,17.0,56.0,106.0,33.0,4.0,7.0,8.0,10.0,7.0,21.0,10.0,40.0,0.0,0.0,0.0
psr-50d,0.0,87.0,15.0,1.0,7.0,2.0,149.0,144.0,62.0,56.0,37.0,136.0,130.0,26.0,7.0,132.0,140.0,85.0,157.0,5.0,161.0,75.0,162.0,114.0,25.0,94.0,22.0,22.0,3.0,12.0,87.0,5.0,11.0,69.0,1.0,0.0,4.0,0.0,30.0,14.0,4.0,1.0,136.0,0.0,0.0,0.0
csa-50d,9.0,92.0,17.0,19.0,0.0,36.0,145.0,136.0,91.0,11.0,4.0,119.0,103.0,19.0,14.0,129.0,141.0,39.0,84.0,16.0,162.0,116.0,157.0,154.0,30.0,137.0,45.0,62.0,16.0,31.0,31.0,12.0,22.0,76.0,4.0,4.0,3.0,6.0,47.0,23.0,15.0,6.0,47.0,0.0,0.0,0.0
