,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
equal-1500d,1.0,2.0,3.0,1.0,2.0,43.0,63.0,54.0,77.0,4.0,0.0,33.0,9.0,1.0,4.0,8.0,18.0,54.0,8.0,29.0,37.0,11.0,66.0,70.0,69.0,98.0,46.0,55.0,52.0,8.0,11.0,24.0,11.0,38.0,9.0,4.0,1.0,1.0,5.0,0.0,1.0,1.0,48.0,0.0,0.0,0.0
default-1500d,1.0,7.0,0.0,2.0,1.0,39.0,44.0,55.0,90.0,0.0,2.0,54.0,2.0,0.0,9.0,10.0,17.0,57.0,5.0,22.0,48.0,7.0,58.0,67.0,85.0,108.0,43.0,44.0,46.0,13.0,18.0,29.0,3.0,22.0,4.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,56.0,0.0,0.0,0.0
1/2^lambda-1500d,1.0,6.0,4.0,0.0,9.0,36.0,49.0,49.0,96.0,0.0,0.0,46.0,3.0,0.0,8.0,11.0,37.0,58.0,4.0,16.0,43.0,7.0,53.0,68.0,85.0,107.0,29.0,51.0,43.0,12.0,23.0,22.0,2.0,18.0,5.0,2.0,0.0,0.0,7.0,0.0,2.0,5.0,63.0,0.0,0.0,0.0
equal-1000d,0.0,5.0,4.0,3.0,0.0,44.0,63.0,55.0,75.0,2.0,0.0,34.0,10.0,3.0,8.0,9.0,11.0,40.0,8.0,23.0,50.0,14.0,60.0,67.0,58.0,99.0,51.0,41.0,53.0,14.0,12.0,32.0,11.0,37.0,14.0,10.0,1.0,1.0,12.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0
default-1000d,2.0,7.0,0.0,1.0,3.0,41.0,48.0,57.0,92.0,1.0,1.0,50.0,4.0,0.0,6.0,9.0,29.0,48.0,4.0,19.0,36.0,7.0,71.0,77.0,72.0,108.0,60.0,43.0,42.0,9.0,7.0,26.0,5.0,35.0,7.0,1.0,2.0,1.0,6.0,5.0,1.0,2.0,35.0,0.0,0.0,0.0
1/2^lambda-1000d,1.0,5.0,0.0,3.0,6.0,44.0,38.0,48.0,88.0,0.0,0.0,45.0,3.0,0.0,12.0,15.0,25.0,51.0,7.0,19.0,51.0,7.0,59.0,70.0,75.0,107.0,53.0,51.0,48.0,6.0,12.0,28.0,4.0,29.0,6.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,51.0,0.0,0.0,0.0
equal-500d,4.0,12.0,9.0,4.0,3.0,30.0,50.0,63.0,70.0,2.0,1.0,23.0,11.0,1.0,17.0,13.0,13.0,40.0,10.0,24.0,48.0,7.0,66.0,66.0,38.0,79.0,66.0,34.0,46.0,39.0,7.0,49.0,15.0,50.0,16.0,11.0,4.0,3.0,10.0,2.0,9.0,5.0,10.0,0.0,0.0,0.0
default-500d,1.0,13.0,2.0,1.0,3.0,35.0,37.0,40.0,68.0,3.0,2.0,33.0,13.0,0.0,10.0,19.0,27.0,50.0,8.0,23.0,58.0,5.0,72.0,80.0,42.0,102.0,87.0,22.0,29.0,29.0,12.0,61.0,3.0,52.0,10.0,3.0,3.0,0.0,7.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0
1/2^lambda-500d,2.0,10.0,1.0,1.0,1.0,44.0,41.0,49.0,61.0,2.0,3.0,37.0,15.0,1.0,8.0,6.0,17.0,45.0,10.0,20.0,55.0,5.0,61.0,79.0,54.0,100.0,83.0,27.0,35.0,26.0,9.0,72.0,2.0,44.0,26.0,5.0,1.0,0.0,5.0,4.0,1.0,1.0,11.0,0.0,0.0,0.0
equal-300d,1.0,12.0,16.0,16.0,6.0,36.0,47.0,73.0,47.0,7.0,4.0,15.0,18.0,5.0,39.0,13.0,19.0,57.0,10.0,36.0,46.0,12.0,45.0,51.0,48.0,58.0,49.0,31.0,12.0,31.0,9.0,35.0,25.0,33.0,15.0,10.0,4.0,14.0,12.0,10.0,12.0,9.0,32.0,0.0,0.0,0.0
