,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
mirrored pairwise-1500d,63.0,45.0,33.0,20.0,56.0,57.0,96.0,80.0,82.0,8.0,16.0,56.0,58.0,13.0,49.0,65.0,47.0,35.0,65.0,40.0,74.0,81.0,75.0,73.0,45.0,61.0,58.0,49.0,42.0,64.0,67.0,81.0,42.0,86.0,22.0,21.0,23.0,53.0,40.0,17.0,27.0,31.0,44.0,0.0,0.0,0.0
mirrored-1500d,65.0,46.0,31.0,29.0,57.0,46.0,91.0,72.0,74.0,20.0,19.0,54.0,58.0,15.0,30.0,66.0,54.0,44.0,61.0,48.0,69.0,60.0,78.0,77.0,51.0,64.0,50.0,57.0,48.0,62.0,64.0,81.0,34.0,82.0,31.0,27.0,23.0,45.0,44.0,24.0,26.0,31.0,52.0,0.0,0.0,0.0
None-1500d,60.0,57.0,29.0,15.0,56.0,53.0,93.0,83.0,80.0,18.0,16.0,55.0,65.0,18.0,36.0,56.0,61.0,37.0,56.0,50.0,72.0,63.0,84.0,73.0,43.0,64.0,63.0,52.0,36.0,60.0,66.0,73.0,41.0,86.0,21.0,28.0,24.0,45.0,46.0,22.0,30.0,32.0,42.0,0.0,0.0,0.0
mirrored pairwise-1000d,68.0,66.0,42.0,22.0,59.0,41.0,66.0,59.0,88.0,15.0,8.0,57.0,71.0,17.0,37.0,63.0,51.0,24.0,58.0,46.0,54.0,91.0,67.0,77.0,43.0,44.0,48.0,53.0,42.0,66.0,69.0,71.0,37.0,100.0,18.0,30.0,33.0,55.0,63.0,32.0,18.0,51.0,40.0,0.0,0.0,0.0
mirrored-1000d,56.0,68.0,49.0,18.0,48.0,61.0,70.0,61.0,82.0,21.0,20.0,57.0,65.0,8.0,29.0,59.0,55.0,35.0,64.0,42.0,57.0,86.0,74.0,83.0,54.0,44.0,41.0,54.0,34.0,59.0,59.0,70.0,44.0,96.0,23.0,33.0,39.0,48.0,62.0,36.0,24.0,33.0,39.0,0.0,0.0,0.0
None-1000d,57.0,68.0,38.0,25.0,50.0,52.0,83.0,67.0,77.0,5.0,21.0,65.0,62.0,16.0,33.0,60.0,60.0,38.0,55.0,48.0,69.0,84.0,78.0,75.0,53.0,46.0,41.0,45.0,33.0,71.0,60.0,66.0,46.0,99.0,21.0,29.0,18.0,47.0,57.0,33.0,27.0,42.0,40.0,0.0,0.0,0.0
mirrored pairwise-500d,40.0,19.0,9.0,14.0,18.0,40.0,96.0,87.0,96.0,19.0,19.0,66.0,66.0,11.0,79.0,62.0,70.0,54.0,74.0,72.0,100.0,97.0,78.0,90.0,74.0,84.0,60.0,62.0,43.0,35.0,57.0,71.0,51.0,100.0,7.0,8.0,20.0,23.0,21.0,12.0,17.0,11.0,28.0,0.0,0.0,0.0
mirrored-500d,38.0,18.0,21.0,18.0,18.0,49.0,93.0,90.0,95.0,15.0,32.0,68.0,75.0,15.0,69.0,69.0,62.0,48.0,71.0,59.0,95.0,100.0,79.0,80.0,79.0,83.0,45.0,52.0,29.0,46.0,52.0,71.0,49.0,99.0,10.0,13.0,23.0,25.0,20.0,17.0,17.0,12.0,41.0,0.0,0.0,0.0
None-500d,39.0,34.0,17.0,15.0,18.0,57.0,97.0,89.0,93.0,17.0,21.0,65.0,67.0,15.0,62.0,58.0,64.0,37.0,72.0,64.0,101.0,95.0,97.0,89.0,85.0,82.0,48.0,54.0,32.0,35.0,50.0,69.0,42.0,100.0,10.0,18.0,17.0,14.0,19.0,31.0,14.0,17.0,40.0,0.0,0.0,0.0
mirrored pairwise-300d,34.0,20.0,4.0,16.0,15.0,38.0,95.0,99.0,83.0,16.0,18.0,66.0,82.0,10.0,83.0,63.0,72.0,38.0,80.0,80.0,103.0,99.0,79.0,87.0,89.0,89.0,44.0,59.0,52.0,46.0,38.0,53.0,57.0,102.0,27.0,5.0,16.0,20.0,15.0,9.0,14.0,11.0,34.0,0.0,0.0,0.0
