,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
sobol-1500d,1.0,5.0,3.0,0.0,5.0,41.0,58.0,53.0,88.0,2.0,0.0,42.0,6.0,0.0,4.0,8.0,23.0,57.0,9.0,18.0,45.0,5.0,55.0,69.0,85.0,104.0,38.0,54.0,53.0,13.0,17.0,22.0,3.0,24.0,6.0,2.0,1.0,0.0,4.0,0.0,1.0,3.0,53.0,0.0,0.0,0.0
halton-1500d,2.0,8.0,4.0,3.0,6.0,37.0,42.0,50.0,82.0,0.0,2.0,64.0,7.0,0.0,10.0,11.0,33.0,52.0,5.0,23.0,40.0,9.0,60.0,48.0,74.0,104.0,34.0,41.0,37.0,11.0,26.0,27.0,10.0,29.0,9.0,4.0,1.0,2.0,9.0,0.0,2.0,3.0,59.0,0.0,0.0,0.0
gaussian-1500d,0.0,2.0,0.0,0.0,1.0,40.0,56.0,55.0,93.0,2.0,0.0,27.0,1.0,1.0,7.0,10.0,16.0,60.0,3.0,26.0,43.0,11.0,62.0,88.0,80.0,105.0,46.0,55.0,51.0,9.0,9.0,26.0,3.0,25.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,55.0,0.0,0.0,0.0
sobol-1000d,0.0,7.0,0.0,2.0,1.0,44.0,55.0,45.0,87.0,2.0,1.0,37.0,4.0,0.0,9.0,11.0,22.0,55.0,5.0,8.0,34.0,8.0,59.0,85.0,80.0,106.0,67.0,54.0,43.0,5.0,10.0,26.0,8.0,31.0,8.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,44.0,0.0,0.0,0.0
halton-1000d,2.0,4.0,3.0,5.0,8.0,37.0,39.0,65.0,78.0,0.0,0.0,60.0,9.0,1.0,11.0,12.0,32.0,35.0,12.0,31.0,56.0,11.0,62.0,48.0,60.0,102.0,34.0,46.0,43.0,8.0,8.0,30.0,8.0,41.0,6.0,8.0,3.0,1.0,11.0,3.0,1.0,1.0,45.0,0.0,0.0,0.0
gaussian-1000d,1.0,6.0,1.0,0.0,0.0,48.0,55.0,50.0,90.0,1.0,0.0,32.0,4.0,2.0,6.0,10.0,11.0,49.0,2.0,22.0,47.0,9.0,69.0,81.0,65.0,106.0,63.0,35.0,57.0,16.0,13.0,30.0,4.0,29.0,13.0,3.0,0.0,0.0,4.0,1.0,1.0,3.0,41.0,0.0,0.0,0.0
sobol-500d,2.0,11.0,3.0,2.0,1.0,37.0,37.0,43.0,72.0,1.0,1.0,26.0,16.0,0.0,8.0,14.0,14.0,48.0,6.0,20.0,47.0,3.0,76.0,85.0,42.0,94.0,85.0,27.0,39.0,35.0,10.0,66.0,9.0,44.0,17.0,5.0,0.0,0.0,8.0,5.0,5.0,2.0,14.0,0.0,0.0,0.0
halton-500d,4.0,15.0,7.0,2.0,5.0,37.0,38.0,61.0,65.0,3.0,1.0,50.0,13.0,1.0,12.0,14.0,30.0,41.0,13.0,24.0,48.0,9.0,64.0,58.0,55.0,91.0,63.0,32.0,32.0,24.0,10.0,48.0,6.0,45.0,18.0,9.0,4.0,1.0,7.0,3.0,3.0,5.0,9.0,0.0,0.0,0.0
gaussian-500d,1.0,9.0,2.0,2.0,1.0,35.0,53.0,48.0,62.0,3.0,4.0,17.0,10.0,1.0,15.0,10.0,13.0,46.0,9.0,23.0,66.0,5.0,59.0,82.0,37.0,96.0,88.0,24.0,39.0,35.0,8.0,68.0,5.0,57.0,17.0,5.0,4.0,2.0,7.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0
sobol-300d,3.0,8.0,15.0,11.0,2.0,52.0,28.0,39.0,50.0,6.0,3.0,12.0,10.0,13.0,41.0,12.0,13.0,42.0,10.0,44.0,50.0,7.0,35.0,43.0,36.0,63.0,64.0,46.0,23.0,32.0,6.0,40.0,44.0,48.0,33.0,9.0,12.0,9.0,7.0,10.0,12.0,5.0,32.0,0.0,0.0,0.0
