,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
sobol-1500d,5.0,14.0,7.0,5.0,11.0,58.0,72.0,68.0,95.0,7.0,2.0,73.0,18.0,2.0,16.0,23.0,40.0,74.0,22.0,37.0,58.0,21.0,66.0,79.0,97.0,105.0,65.0,70.0,73.0,23.0,38.0,46.0,22.0,45.0,13.0,6.0,8.0,10.0,17.0,13.0,7.0,12.0,77.0,0.0,0.0,0.0
halton-1500d,7.0,22.0,11.0,7.0,14.0,51.0,55.0,65.0,92.0,7.0,2.0,82.0,19.0,1.0,34.0,28.0,60.0,65.0,21.0,46.0,63.0,23.0,69.0,61.0,88.0,104.0,61.0,54.0,54.0,29.0,40.0,35.0,28.0,52.0,18.0,11.0,4.0,13.0,22.0,9.0,10.0,12.0,71.0,0.0,0.0,0.0
gaussian-1500d,3.0,15.0,3.0,7.0,9.0,69.0,70.0,71.0,99.0,8.0,2.0,54.0,11.0,1.0,21.0,29.0,39.0,85.0,8.0,50.0,63.0,19.0,82.0,95.0,94.0,105.0,77.0,67.0,63.0,21.0,30.0,52.0,22.0,47.0,12.0,5.0,3.0,3.0,11.0,3.0,7.0,8.0,77.0,0.0,0.0,0.0
sobol-1000d,2.0,14.0,8.0,5.0,8.0,62.0,69.0,67.0,97.0,9.0,1.0,65.0,17.0,3.0,24.0,35.0,57.0,75.0,12.0,30.0,51.0,24.0,70.0,95.0,94.0,106.0,79.0,65.0,61.0,27.0,25.0,47.0,13.0,57.0,24.0,11.0,5.0,5.0,16.0,4.0,7.0,8.0,66.0,0.0,0.0,0.0
halton-1000d,10.0,20.0,8.0,14.0,15.0,57.0,56.0,78.0,87.0,4.0,3.0,72.0,16.0,3.0,27.0,29.0,57.0,62.0,25.0,49.0,72.0,24.0,75.0,63.0,76.0,106.0,62.0,65.0,64.0,24.0,24.0,45.0,19.0,53.0,20.0,17.0,6.0,8.0,23.0,7.0,7.0,7.0,61.0,0.0,0.0,0.0
gaussian-1000d,5.0,12.0,4.0,6.0,8.0,70.0,69.0,72.0,97.0,9.0,2.0,67.0,10.0,2.0,23.0,28.0,40.0,75.0,15.0,36.0,64.0,23.0,81.0,88.0,83.0,106.0,87.0,54.0,74.0,25.0,27.0,53.0,22.0,51.0,29.0,8.0,3.0,1.0,12.0,4.0,6.0,5.0,64.0,0.0,0.0,0.0
sobol-500d,4.0,23.0,11.0,7.0,7.0,61.0,54.0,57.0,79.0,6.0,1.0,58.0,34.0,1.0,16.0,29.0,45.0,61.0,26.0,35.0,72.0,10.0,86.0,94.0,65.0,100.0,102.0,42.0,58.0,46.0,26.0,80.0,20.0,62.0,42.0,17.0,8.0,2.0,16.0,11.0,10.0,5.0,31.0,0.0,0.0,0.0
halton-500d,12.0,29.0,20.0,10.0,9.0,58.0,57.0,70.0,77.0,11.0,6.0,71.0,23.0,3.0,26.0,30.0,53.0,53.0,32.0,44.0,63.0,24.0,72.0,73.0,75.0,95.0,78.0,47.0,51.0,37.0,21.0,60.0,12.0,61.0,32.0,22.0,17.0,6.0,20.0,12.0,15.0,13.0,20.0,0.0,0.0,0.0
gaussian-500d,5.0,28.0,6.0,6.0,3.0,53.0,63.0,69.0,74.0,10.0,6.0,46.0,28.0,3.0,28.0,23.0,33.0,68.0,30.0,39.0,81.0,12.0,76.0,87.0,53.0,96.0,98.0,43.0,61.0,52.0,33.0,86.0,16.0,72.0,40.0,14.0,9.0,5.0,21.0,7.0,11.0,4.0,22.0,0.0,0.0,0.0
sobol-300d,9.0,24.0,27.0,20.0,8.0,69.0,49.0,56.0,65.0,12.0,12.0,26.0,28.0,20.0,52.0,23.0,32.0,56.0,25.0,60.0,67.0,18.0,48.0,49.0,56.0,79.0,75.0,60.0,33.0,44.0,18.0,55.0,55.0,67.0,49.0,21.0,12.0,12.0,20.0,17.0,27.0,16.0,49.0,0.0,0.0,0.0
