,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,130.0,65.0,22.0,11.0,91.0,50.0,116.0,82.0,102.0,5.0,6.0,65.0,86.0,9.0,43.0,102.0,69.0,29.0,68.0,62.0,74.0,68.0,76.0,65.0,46.0,43.0,64.0,60.0,26.0,56.0,82.0,135.0,30.0,122.0,15.0,20.0,16.0,73.0,27.0,19.0,17.0,40.0,43.0,0.0,0.0,0.0
False-1500d,29.0,39.0,30.0,27.0,37.0,46.0,147.0,129.0,112.0,11.0,18.0,48.0,56.0,6.0,27.0,48.0,63.0,56.0,65.0,31.0,111.0,79.0,145.0,126.0,58.0,87.0,72.0,54.0,49.0,79.0,69.0,66.0,39.0,101.0,21.0,16.0,23.0,26.0,50.0,16.0,32.0,29.0,57.0,0.0,0.0,0.0
True-1000d,99.0,85.0,34.0,12.0,93.0,51.0,61.0,66.0,119.0,10.0,7.0,82.0,102.0,12.0,35.0,109.0,66.0,15.0,61.0,55.0,49.0,112.0,57.0,73.0,53.0,30.0,33.0,38.0,12.0,77.0,110.0,99.0,33.0,158.0,11.0,18.0,18.0,91.0,65.0,21.0,8.0,60.0,30.0,0.0,0.0,0.0
False-1000d,44.0,69.0,46.0,24.0,30.0,52.0,121.0,91.0,103.0,14.0,19.0,44.0,59.0,5.0,26.0,24.0,53.0,51.0,64.0,36.0,101.0,87.0,137.0,131.0,54.0,66.0,57.0,68.0,64.0,78.0,58.0,76.0,59.0,124.0,18.0,20.0,48.0,27.0,57.0,19.0,28.0,25.0,53.0,0.0,0.0,0.0
True-500d,14.0,7.0,10.0,7.0,2.0,20.0,118.0,118.0,128.0,14.0,22.0,97.0,85.0,10.0,97.0,109.0,74.0,58.0,98.0,100.0,132.0,151.0,91.0,100.0,97.0,104.0,61.0,32.0,19.0,12.0,77.0,115.0,33.0,144.0,0.0,8.0,14.0,7.0,10.0,8.0,2.0,2.0,23.0,0.0,0.0,0.0
False-500d,50.0,24.0,14.0,16.0,24.0,55.0,149.0,110.0,121.0,4.0,16.0,60.0,76.0,3.0,62.0,36.0,64.0,47.0,58.0,48.0,137.0,126.0,129.0,126.0,93.0,97.0,48.0,93.0,45.0,53.0,43.0,58.0,44.0,137.0,6.0,7.0,21.0,23.0,18.0,16.0,22.0,11.0,40.0,0.0,0.0,0.0
True-300d,12.0,5.0,4.0,4.0,2.0,24.0,137.0,123.0,121.0,11.0,14.0,102.0,108.0,3.0,112.0,104.0,82.0,34.0,103.0,125.0,144.0,155.0,88.0,106.0,116.0,115.0,26.0,38.0,30.0,25.0,46.0,94.0,26.0,148.0,5.0,2.0,6.0,1.0,1.0,3.0,0.0,4.0,21.0,0.0,0.0,0.0
False-300d,47.0,23.0,5.0,12.0,11.0,51.0,139.0,146.0,107.0,9.0,22.0,63.0,102.0,9.0,83.0,52.0,63.0,35.0,51.0,51.0,151.0,129.0,127.0,129.0,98.0,116.0,32.0,92.0,49.0,46.0,31.0,31.0,50.0,143.0,15.0,7.0,10.0,12.0,15.0,8.0,15.0,8.0,35.0,0.0,0.0,0.0
True-100d,21.0,29.0,11.0,1.0,12.0,40.0,151.0,154.0,107.0,1.0,4.0,83.0,98.0,4.0,59.0,119.0,85.0,46.0,24.0,62.0,161.0,161.0,153.0,154.0,45.0,154.0,86.0,54.0,40.0,45.0,8.0,11.0,90.0,85.0,19.0,0.0,4.0,0.0,19.0,9.0,5.0,0.0,16.0,0.0,0.0,0.0
False-100d,53.0,21.0,3.0,16.0,31.0,51.0,142.0,147.0,122.0,11.0,14.0,84.0,103.0,4.0,41.0,85.0,92.0,43.0,39.0,63.0,158.0,129.0,122.0,127.0,56.0,117.0,52.0,110.0,61.0,7.0,30.0,14.0,51.0,90.0,20.0,7.0,4.0,22.0,10.0,5.0,20.0,11.0,42.0,0.0,0.0,0.0
True-50d,4.0,93.0,18.0,0.0,0.0,19.0,148.0,146.0,74.0,13.0,11.0,124.0,113.0,5.0,5.0,125.0,129.0,84.0,115.0,18.0,162.0,88.0,162.0,149.0,36.0,126.0,48.0,55.0,5.0,27.0,63.0,12.0,26.0,85.0,0.0,3.0,4.0,2.0,39.0,26.0,1.0,0.0,67.0,0.0,0.0,0.0
False-50d,5.0,86.0,14.0,20.0,7.0,19.0,146.0,134.0,79.0,54.0,30.0,131.0,120.0,40.0,16.0,136.0,152.0,40.0,126.0,3.0,161.0,103.0,157.0,119.0,19.0,105.0,19.0,29.0,14.0,16.0,55.0,5.0,7.0,60.0,5.0,1.0,3.0,4.0,38.0,11.0,18.0,7.0,116.0,0.0,0.0,0.0
