,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
sobol-1500d,63.0,41.0,29.0,13.0,61.0,59.0,98.0,86.0,70.0,11.0,13.0,46.0,59.0,12.0,41.0,62.0,51.0,43.0,56.0,45.0,69.0,67.0,84.0,79.0,45.0,59.0,72.0,51.0,47.0,69.0,81.0,85.0,37.0,68.0,27.0,20.0,16.0,54.0,51.0,21.0,24.0,28.0,47.0,0.0,0.0,0.0
halton-1500d,57.0,37.0,34.0,24.0,49.0,49.0,89.0,83.0,89.0,25.0,28.0,63.0,68.0,25.0,33.0,56.0,63.0,45.0,73.0,50.0,75.0,69.0,76.0,70.0,52.0,66.0,36.0,54.0,36.0,46.0,45.0,66.0,44.0,106.0,21.0,28.0,32.0,40.0,31.0,25.0,32.0,27.0,43.0,0.0,0.0,0.0
gaussian-1500d,68.0,70.0,30.0,27.0,59.0,48.0,93.0,66.0,77.0,10.0,10.0,56.0,54.0,9.0,41.0,69.0,48.0,28.0,53.0,43.0,71.0,68.0,77.0,74.0,42.0,64.0,63.0,53.0,43.0,71.0,71.0,84.0,36.0,80.0,26.0,28.0,22.0,49.0,48.0,17.0,27.0,39.0,48.0,0.0,0.0,0.0
sobol-1000d,69.0,86.0,44.0,23.0,65.0,54.0,57.0,45.0,80.0,9.0,16.0,52.0,68.0,7.0,26.0,60.0,52.0,30.0,44.0,35.0,38.0,87.0,63.0,74.0,52.0,28.0,44.0,50.0,40.0,86.0,77.0,78.0,44.0,95.0,20.0,34.0,26.0,63.0,78.0,38.0,24.0,56.0,43.0,0.0,0.0,0.0
halton-1000d,42.0,43.0,29.0,22.0,35.0,39.0,90.0,96.0,92.0,21.0,19.0,67.0,69.0,29.0,45.0,60.0,69.0,38.0,75.0,55.0,92.0,84.0,88.0,83.0,56.0,67.0,40.0,51.0,42.0,32.0,40.0,58.0,43.0,103.0,23.0,29.0,33.0,23.0,33.0,20.0,28.0,19.0,38.0,0.0,0.0,0.0
gaussian-1000d,70.0,73.0,56.0,20.0,57.0,61.0,72.0,46.0,75.0,11.0,14.0,60.0,61.0,5.0,28.0,62.0,45.0,29.0,58.0,46.0,50.0,90.0,68.0,78.0,42.0,39.0,46.0,51.0,27.0,78.0,71.0,71.0,40.0,97.0,19.0,29.0,31.0,64.0,71.0,43.0,17.0,51.0,38.0,0.0,0.0,0.0
sobol-500d,44.0,25.0,22.0,11.0,22.0,41.0,93.0,82.0,93.0,13.0,19.0,72.0,62.0,9.0,69.0,61.0,60.0,46.0,67.0,58.0,102.0,102.0,86.0,91.0,77.0,90.0,57.0,65.0,32.0,39.0,60.0,74.0,57.0,97.0,3.0,13.0,20.0,25.0,22.0,16.0,18.0,15.0,30.0,0.0,0.0,0.0
halton-500d,41.0,17.0,14.0,22.0,19.0,58.0,101.0,94.0,100.0,22.0,39.0,61.0,76.0,20.0,65.0,60.0,72.0,37.0,79.0,67.0,101.0,85.0,84.0,83.0,72.0,77.0,38.0,52.0,44.0,44.0,44.0,62.0,34.0,101.0,17.0,13.0,18.0,12.0,14.0,27.0,20.0,10.0,44.0,0.0,0.0,0.0
gaussian-500d,32.0,29.0,11.0,14.0,13.0,47.0,92.0,90.0,91.0,16.0,14.0,66.0,70.0,12.0,76.0,68.0,64.0,56.0,71.0,70.0,93.0,105.0,84.0,85.0,89.0,82.0,58.0,51.0,28.0,33.0,55.0,75.0,51.0,101.0,7.0,13.0,22.0,25.0,24.0,17.0,10.0,15.0,35.0,0.0,0.0,0.0
sobol-300d,37.0,16.0,3.0,5.0,20.0,34.0,95.0,96.0,90.0,14.0,21.0,76.0,91.0,11.0,93.0,82.0,69.0,43.0,71.0,75.0,102.0,105.0,88.0,83.0,91.0,94.0,40.0,52.0,41.0,40.0,51.0,67.0,53.0,99.0,13.0,3.0,12.0,19.0,8.0,12.0,7.0,10.0,28.0,0.0,0.0,0.0
