,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
None-1500d,67.0,44.0,25.0,23.0,55.0,48.0,88.0,76.0,79.0,13.0,19.0,53.0,68.0,15.0,46.0,58.0,60.0,38.0,65.0,54.0,75.0,74.0,73.0,71.0,48.0,66.0,56.0,51.0,39.0,65.0,64.0,85.0,37.0,89.0,22.0,21.0,21.0,52.0,39.0,21.0,29.0,19.0,49.0,0.0,0.0,0.0
IPOP-1500d,58.0,48.0,24.0,27.0,56.0,51.0,96.0,82.0,78.0,23.0,17.0,48.0,53.0,15.0,39.0,60.0,50.0,44.0,58.0,42.0,68.0,67.0,78.0,77.0,46.0,62.0,63.0,50.0,47.0,59.0,68.0,83.0,40.0,81.0,29.0,24.0,24.0,46.0,47.0,21.0,27.0,36.0,48.0,0.0,0.0,0.0
BIPOP-1500d,63.0,56.0,44.0,14.0,58.0,57.0,96.0,77.0,79.0,10.0,15.0,64.0,60.0,16.0,30.0,69.0,52.0,34.0,59.0,42.0,72.0,63.0,86.0,75.0,45.0,61.0,52.0,57.0,40.0,62.0,65.0,67.0,40.0,84.0,23.0,31.0,25.0,45.0,44.0,21.0,27.0,39.0,41.0,0.0,0.0,0.0
None-1000d,68.0,63.0,39.0,13.0,57.0,51.0,66.0,61.0,80.0,11.0,21.0,64.0,65.0,12.0,46.0,58.0,51.0,28.0,58.0,37.0,63.0,92.0,76.0,78.0,53.0,49.0,40.0,55.0,36.0,69.0,64.0,78.0,41.0,100.0,17.0,36.0,26.0,48.0,56.0,27.0,25.0,42.0,40.0,0.0,0.0,0.0
IPOP-1000d,55.0,66.0,49.0,28.0,48.0,54.0,77.0,59.0,87.0,16.0,10.0,49.0,62.0,15.0,25.0,63.0,55.0,41.0,62.0,56.0,53.0,84.0,74.0,76.0,44.0,41.0,44.0,57.0,42.0,59.0,63.0,67.0,45.0,100.0,22.0,31.0,34.0,49.0,58.0,39.0,19.0,41.0,41.0,0.0,0.0,0.0
BIPOP-1000d,58.0,73.0,41.0,24.0,52.0,49.0,76.0,67.0,80.0,14.0,18.0,66.0,71.0,14.0,28.0,61.0,60.0,28.0,57.0,43.0,64.0,85.0,69.0,81.0,53.0,44.0,46.0,40.0,31.0,68.0,61.0,62.0,41.0,95.0,23.0,25.0,30.0,53.0,68.0,35.0,25.0,43.0,38.0,0.0,0.0,0.0
None-500d,43.0,20.0,18.0,14.0,23.0,49.0,97.0,91.0,95.0,15.0,19.0,74.0,66.0,12.0,72.0,67.0,70.0,44.0,64.0,55.0,95.0,98.0,83.0,86.0,84.0,87.0,53.0,56.0,35.0,38.0,49.0,68.0,49.0,97.0,12.0,17.0,19.0,22.0,19.0,20.0,13.0,12.0,40.0,0.0,0.0,0.0
IPOP-500d,33.0,24.0,16.0,18.0,15.0,52.0,94.0,93.0,93.0,21.0,29.0,57.0,68.0,14.0,67.0,60.0,56.0,48.0,74.0,70.0,102.0,98.0,84.0,90.0,77.0,81.0,52.0,60.0,35.0,39.0,53.0,78.0,53.0,100.0,7.0,12.0,21.0,17.0,20.0,17.0,18.0,10.0,34.0,0.0,0.0,0.0
BIPOP-500d,41.0,27.0,13.0,15.0,16.0,45.0,95.0,82.0,96.0,15.0,24.0,68.0,74.0,15.0,71.0,62.0,70.0,47.0,79.0,70.0,99.0,96.0,87.0,83.0,77.0,81.0,48.0,52.0,34.0,39.0,57.0,65.0,40.0,102.0,8.0,10.0,20.0,23.0,21.0,23.0,17.0,18.0,35.0,0.0,0.0,0.0
None-300d,40.0,17.0,8.0,8.0,18.0,40.0,100.0,100.0,91.0,15.0,23.0,69.0,83.0,10.0,86.0,68.0,68.0,35.0,64.0,71.0,106.0,98.0,85.0,90.0,89.0,89.0,40.0,55.0,57.0,43.0,42.0,65.0,45.0,100.0,19.0,6.0,16.0,17.0,11.0,12.0,12.0,12.0,37.0,0.0,0.0,0.0
IPOP-300d,36.0,16.0,6.0,15.0,14.0,50.0,95.0,94.0,84.0,14.0,27.0,73.0,87.0,9.0,86.0,68.0,63.0,39.0,76.0,69.0,103.0,98.0,90.0,87.0,88.0,94.0,31.0,60.0,53.0,44.0,30.0,59.0,52.0,97.0,26.0,6.0,15.0,20.0,15.0,11.0,14.0,10.0,36.0,0.0,0.0,0.0
BIPOP-300d,36.0,15.0,6.0,11.0,16.0,38.0,99.0,97.0,82.0,12.0,30.0,76.0,86.0,16.0,81.0,78.0,69.0,47.0,74.0,78.0,103.0,100.0,86.0,86.0,90.0,90.0,39.0,63.0,41.0,45.0,46.0,55.0,43.0,103.0,22.0,9.0,10.0,14.0,12.0,10.0,11.0,5.0,30.0,0.0,0.0,0.0
None-100d,43.0,37.0,20.0,9.0,30.0,41.0,100.0,103.0,88.0,8.0,19.0,77.0,82.0,13.0,57.0,85.0,77.0,44.0,45.0,70.0,108.0,100.0,98.0,98.0,63.0,101.0,61.0,66.0,44.0,36.0,26.0,23.0,63.0,71.0,24.0,7.0,12.0,19.0,23.0,10.0,17.0,8.0,34.0,0.0,0.0,0.0
IPOP-100d,47.0,34.0,16.0,11.0,32.0,49.0,104.0,105.0,84.0,9.0,11.0,78.0,79.0,8.0,61.0,82.0,86.0,41.0,37.0,72.0,108.0,99.0,92.0,98.0,57.0,103.0,64.0,66.0,52.0,38.0,20.0,16.0,61.0,78.0,24.0,12.0,11.0,25.0,25.0,10.0,16.0,10.0,29.0,0.0,0.0,0.0
BIPOP-100d,38.0,41.0,13.0,10.0,27.0,50.0,101.0,102.0,83.0,9.0,11.0,69.0,76.0,8.0,58.0,85.0,73.0,48.0,33.0,66.0,107.0,99.0,99.0,100.0,58.0,103.0,67.0,68.0,52.0,38.0,26.0,27.0,70.0,75.0,28.0,11.0,10.0,18.0,27.0,14.0,17.0,8.0,37.0,0.0,0.0,0.0
None-50d,6.0,85.0,37.0,16.0,7.0,30.0,100.0,99.0,59.0,48.0,30.0,91.0,83.0,30.0,22.0,94.0,95.0,57.0,93.0,25.0,108.0,89.0,107.0,95.0,33.0,90.0,46.0,50.0,16.0,22.0,56.0,12.0,21.0,69.0,9.0,15.0,7.0,10.0,58.0,36.0,18.0,5.0,81.0,0.0,0.0,0.0
