,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
psr-1500d,100.0,73.0,50.0,35.0,82.0,78.0,138.0,113.0,125.0,21.0,36.0,72.0,79.0,21.0,53.0,72.0,60.0,58.0,94.0,73.0,100.0,111.0,117.0,111.0,81.0,95.0,77.0,81.0,58.0,99.0,78.0,124.0,68.0,137.0,45.0,42.0,39.0,80.0,71.0,34.0,37.0,49.0,73.0,0.0,0.0,0.0
csa-1500d,88.0,75.0,43.0,29.0,87.0,78.0,142.0,122.0,111.0,25.0,15.0,93.0,102.0,25.0,62.0,115.0,102.0,58.0,88.0,65.0,115.0,93.0,120.0,112.0,58.0,94.0,94.0,77.0,68.0,87.0,119.0,111.0,49.0,117.0,29.0,34.0,31.0,63.0,59.0,29.0,46.0,45.0,65.0,0.0,0.0,0.0
psr-1000d,86.0,91.0,55.0,29.0,75.0,68.0,114.0,99.0,130.0,25.0,32.0,90.0,100.0,24.0,61.0,84.0,79.0,50.0,91.0,75.0,100.0,140.0,113.0,118.0,76.0,75.0,71.0,78.0,57.0,94.0,74.0,111.0,69.0,145.0,33.0,34.0,40.0,65.0,90.0,46.0,33.0,54.0,66.0,0.0,0.0,0.0
csa-1000d,95.0,111.0,74.0,36.0,82.0,86.0,105.0,88.0,117.0,16.0,17.0,89.0,98.0,17.0,38.0,98.0,87.0,47.0,86.0,61.0,80.0,121.0,106.0,117.0,74.0,59.0,59.0,74.0,52.0,102.0,114.0,96.0,58.0,150.0,29.0,58.0,50.0,85.0,92.0,55.0,36.0,72.0,53.0,0.0,0.0,0.0
psr-500d,60.0,36.0,19.0,18.0,22.0,66.0,141.0,135.0,150.0,26.0,34.0,101.0,116.0,23.0,119.0,83.0,89.0,67.0,107.0,110.0,155.0,158.0,133.0,132.0,113.0,128.0,61.0,84.0,55.0,66.0,66.0,116.0,75.0,152.0,18.0,15.0,27.0,28.0,25.0,31.0,18.0,12.0,50.0,0.0,0.0,0.0
csa-500d,57.0,35.0,28.0,29.0,32.0,80.0,145.0,131.0,134.0,25.0,38.0,98.0,92.0,18.0,91.0,106.0,107.0,72.0,110.0,85.0,141.0,134.0,121.0,127.0,125.0,121.0,92.0,84.0,49.0,50.0,93.0,95.0,67.0,147.0,9.0,24.0,33.0,34.0,35.0,29.0,30.0,28.0,59.0,0.0,0.0,0.0
psr-300d,66.0,26.0,5.0,14.0,17.0,69.0,149.0,151.0,134.0,16.0,41.0,119.0,126.0,16.0,131.0,109.0,90.0,52.0,95.0,110.0,159.0,159.0,138.0,138.0,129.0,129.0,49.0,98.0,71.0,78.0,45.0,83.0,81.0,156.0,34.0,7.0,23.0,26.0,13.0,18.0,7.0,13.0,50.0,0.0,0.0,0.0
csa-300d,46.0,22.0,15.0,20.0,31.0,59.0,145.0,140.0,123.0,25.0,39.0,99.0,130.0,19.0,122.0,105.0,110.0,69.0,119.0,108.0,153.0,137.0,123.0,125.0,138.0,144.0,61.0,80.0,80.0,54.0,73.0,96.0,59.0,144.0,33.0,14.0,18.0,25.0,25.0,15.0,30.0,14.0,53.0,0.0,0.0,0.0
psr-100d,63.0,66.0,37.0,8.0,37.0,57.0,154.0,156.0,143.0,18.0,21.0,123.0,121.0,18.0,78.0,144.0,122.0,60.0,69.0,87.0,162.0,159.0,158.0,157.0,86.0,154.0,69.0,104.0,65.0,72.0,19.0,29.0,112.0,95.0,14.0,12.0,13.0,47.0,50.0,18.0,11.0,4.0,48.0,0.0,0.0,0.0
csa-100d,65.0,46.0,12.0,22.0,52.0,83.0,151.0,154.0,112.0,8.0,20.0,101.0,116.0,11.0,98.0,108.0,114.0,73.0,46.0,121.0,161.0,139.0,131.0,139.0,92.0,153.0,123.0,96.0,83.0,40.0,53.0,37.0,82.0,129.0,62.0,18.0,20.0,15.0,25.0,16.0,39.0,22.0,52.0,0.0,0.0,0.0
psr-50d,5.0,141.0,55.0,14.0,21.0,17.0,152.0,149.0,79.0,90.0,85.0,146.0,142.0,57.0,35.0,137.0,146.0,109.0,161.0,20.0,161.0,130.0,162.0,125.0,41.0,124.0,52.0,40.0,7.0,18.0,119.0,13.0,26.0,106.0,7.0,7.0,6.0,14.0,86.0,52.0,17.0,7.0,159.0,0.0,0.0,0.0
csa-50d,14.0,121.0,53.0,29.0,5.0,62.0,151.0,141.0,116.0,42.0,22.0,133.0,118.0,42.0,36.0,145.0,145.0,60.0,120.0,43.0,162.0,135.0,158.0,160.0,57.0,149.0,83.0,102.0,33.0,55.0,46.0,26.0,41.0,103.0,14.0,27.0,14.0,15.0,87.0,56.0,33.0,10.0,76.0,0.0,0.0,0.0
