,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
equal-1500d,4.0,13.0,7.0,5.0,5.0,59.0,78.0,65.0,85.0,11.0,3.0,70.0,22.0,2.0,18.0,21.0,39.0,68.0,20.0,53.0,53.0,25.0,80.0,79.0,86.0,99.0,74.0,65.0,72.0,21.0,27.0,44.0,32.0,61.0,23.0,11.0,8.0,6.0,15.0,7.0,10.0,6.0,68.0,0.0,0.0,0.0
default-1500d,6.0,19.0,5.0,7.0,9.0,63.0,58.0,74.0,99.0,4.0,2.0,69.0,9.0,2.0,25.0,33.0,47.0,78.0,14.0,46.0,66.0,19.0,68.0,79.0,97.0,108.0,71.0,60.0,59.0,27.0,35.0,44.0,17.0,41.0,10.0,7.0,5.0,13.0,17.0,8.0,7.0,15.0,78.0,0.0,0.0,0.0
1/2^lambda-1500d,5.0,19.0,9.0,7.0,20.0,56.0,61.0,65.0,102.0,7.0,1.0,70.0,17.0,0.0,28.0,26.0,53.0,78.0,17.0,34.0,65.0,19.0,69.0,77.0,96.0,107.0,58.0,66.0,59.0,25.0,46.0,45.0,23.0,42.0,10.0,4.0,2.0,7.0,18.0,10.0,7.0,11.0,79.0,0.0,0.0,0.0
equal-1000d,2.0,13.0,8.0,11.0,7.0,60.0,72.0,75.0,84.0,11.0,3.0,66.0,18.0,5.0,26.0,19.0,35.0,62.0,22.0,43.0,64.0,34.0,76.0,80.0,78.0,103.0,74.0,62.0,72.0,29.0,19.0,50.0,22.0,56.0,36.0,19.0,8.0,3.0,21.0,1.0,8.0,5.0,58.0,0.0,0.0,0.0
default-1000d,10.0,19.0,5.0,6.0,10.0,65.0,62.0,71.0,97.0,9.0,3.0,67.0,13.0,0.0,15.0,36.0,61.0,78.0,16.0,39.0,53.0,21.0,85.0,87.0,86.0,108.0,83.0,58.0,59.0,23.0,28.0,50.0,17.0,52.0,21.0,5.0,3.0,8.0,17.0,8.0,5.0,3.0,58.0,0.0,0.0,0.0
1/2^lambda-1000d,5.0,14.0,7.0,8.0,14.0,64.0,60.0,71.0,100.0,2.0,0.0,71.0,12.0,3.0,33.0,37.0,58.0,72.0,14.0,33.0,70.0,16.0,65.0,79.0,89.0,107.0,71.0,64.0,68.0,24.0,29.0,45.0,15.0,53.0,16.0,12.0,3.0,3.0,13.0,6.0,7.0,12.0,75.0,0.0,0.0,0.0
equal-500d,10.0,23.0,19.0,12.0,10.0,49.0,66.0,72.0,77.0,11.0,4.0,47.0,22.0,3.0,26.0,24.0,36.0,54.0,30.0,46.0,67.0,20.0,78.0,74.0,53.0,85.0,81.0,48.0,67.0,52.0,18.0,63.0,31.0,68.0,33.0,26.0,14.0,8.0,20.0,11.0,21.0,10.0,31.0,0.0,0.0,0.0
default-500d,4.0,32.0,10.0,4.0,6.0,59.0,51.0,58.0,82.0,10.0,5.0,66.0,28.0,2.0,27.0,30.0,52.0,67.0,31.0,38.0,82.0,13.0,80.0,87.0,63.0,105.0,100.0,38.0,53.0,42.0,29.0,77.0,8.0,63.0,30.0,8.0,10.0,5.0,19.0,10.0,8.0,9.0,19.0,0.0,0.0,0.0
1/2^lambda-500d,7.0,25.0,8.0,7.0,3.0,64.0,57.0,66.0,71.0,6.0,4.0,62.0,35.0,2.0,17.0,28.0,43.0,61.0,27.0,34.0,67.0,13.0,76.0,93.0,77.0,101.0,97.0,46.0,50.0,41.0,33.0,86.0,9.0,64.0,51.0,19.0,10.0,0.0,18.0,9.0,7.0,3.0,23.0,0.0,0.0,0.0
equal-300d,3.0,27.0,29.0,32.0,12.0,57.0,57.0,87.0,61.0,20.0,12.0,28.0,35.0,12.0,50.0,19.0,36.0,64.0,26.0,57.0,61.0,24.0,58.0,59.0,65.0,72.0,66.0,45.0,25.0,43.0,24.0,49.0,38.0,49.0,31.0,18.0,14.0,18.0,25.0,22.0,18.0,19.0,53.0,0.0,0.0,0.0
