,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
psr-1500d,58.0,24.0,8.0,6.0,36.0,25.0,117.0,83.0,90.0,0.0,5.0,20.0,33.0,3.0,15.0,37.0,21.0,19.0,43.0,35.0,66.0,49.0,94.0,80.0,44.0,34.0,42.0,28.0,18.0,54.0,46.0,93.0,27.0,104.0,8.0,8.0,16.0,30.0,22.0,9.0,12.0,25.0,33.0,0.0,0.0,0.0
csa-1500d,59.0,20.0,11.0,7.0,45.0,26.0,126.0,99.0,79.0,5.0,2.0,38.0,53.0,5.0,18.0,58.0,68.0,19.0,42.0,19.0,72.0,21.0,86.0,68.0,24.0,40.0,48.0,36.0,18.0,40.0,76.0,75.0,12.0,79.0,1.0,6.0,7.0,25.0,22.0,5.0,10.0,17.0,33.0,0.0,0.0,0.0
psr-1000d,36.0,32.0,22.0,5.0,39.0,17.0,88.0,69.0,103.0,1.0,10.0,34.0,52.0,1.0,19.0,42.0,30.0,14.0,34.0,31.0,75.0,86.0,87.0,87.0,38.0,28.0,38.0,33.0,14.0,44.0,54.0,86.0,26.0,117.0,7.0,4.0,12.0,31.0,26.0,5.0,5.0,14.0,24.0,0.0,0.0,0.0
csa-1000d,63.0,55.0,27.0,7.0,39.0,39.0,71.0,52.0,82.0,4.0,1.0,34.0,42.0,5.0,8.0,43.0,47.0,19.0,38.0,21.0,50.0,44.0,72.0,83.0,36.0,21.0,25.0,23.0,19.0,60.0,82.0,48.0,26.0,122.0,5.0,12.0,27.0,60.0,37.0,8.0,9.0,24.0,30.0,0.0,0.0,0.0
psr-500d,10.0,6.0,3.0,1.0,0.0,10.0,116.0,109.0,114.0,1.0,4.0,39.0,45.0,1.0,41.0,45.0,25.0,32.0,40.0,54.0,115.0,132.0,105.0,102.0,55.0,52.0,30.0,32.0,9.0,10.0,38.0,82.0,14.0,131.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
csa-500d,22.0,4.0,4.0,6.0,7.0,26.0,120.0,77.0,99.0,3.0,7.0,52.0,43.0,3.0,36.0,50.0,58.0,34.0,42.0,33.0,112.0,88.0,71.0,87.0,64.0,60.0,35.0,41.0,10.0,13.0,49.0,56.0,24.0,120.0,0.0,4.0,6.0,7.0,6.0,7.0,9.0,3.0,22.0,0.0,0.0,0.0
psr-300d,13.0,1.0,0.0,0.0,0.0,16.0,135.0,127.0,77.0,2.0,7.0,54.0,57.0,0.0,51.0,41.0,27.0,15.0,40.0,55.0,130.0,138.0,103.0,117.0,51.0,59.0,12.0,39.0,14.0,19.0,13.0,46.0,14.0,137.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
csa-300d,8.0,4.0,2.0,5.0,5.0,6.0,122.0,114.0,88.0,2.0,2.0,43.0,82.0,1.0,50.0,52.0,60.0,25.0,45.0,50.0,126.0,92.0,77.0,94.0,82.0,84.0,17.0,31.0,10.0,9.0,24.0,32.0,8.0,121.0,4.0,1.0,0.0,0.0,7.0,0.0,6.0,4.0,25.0,0.0,0.0,0.0
psr-100d,10.0,4.0,1.0,2.0,8.0,12.0,148.0,146.0,99.0,0.0,4.0,73.0,76.0,2.0,2.0,79.0,62.0,7.0,10.0,12.0,162.0,139.0,155.0,151.0,11.0,67.0,25.0,46.0,24.0,5.0,0.0,0.0,39.0,29.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
csa-100d,8.0,4.0,0.0,4.0,9.0,28.0,135.0,143.0,71.0,0.0,0.0,32.0,63.0,0.0,25.0,38.0,54.0,19.0,20.0,36.0,151.0,121.0,108.0,112.0,17.0,99.0,38.0,66.0,30.0,4.0,21.0,6.0,31.0,76.0,6.0,1.0,1.0,2.0,3.0,0.0,10.0,2.0,26.0,0.0,0.0,0.0
psr-50d,0.0,13.0,0.0,0.0,0.0,1.0,141.0,128.0,34.0,7.0,5.0,110.0,118.0,1.0,0.0,123.0,124.0,34.0,120.0,0.0,156.0,11.0,162.0,100.0,7.0,52.0,2.0,13.0,0.0,4.0,38.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,65.0,0.0,0.0,0.0
csa-50d,1.0,30.0,0.0,6.0,0.0,11.0,138.0,121.0,73.0,0.0,0.0,89.0,74.0,2.0,0.0,106.0,102.0,23.0,42.0,3.0,159.0,56.0,155.0,143.0,9.0,117.0,17.0,26.0,0.0,0.0,21.0,3.0,12.0,28.0,0.0,0.0,0.0,0.0,8.0,3.0,12.0,0.0,30.0,0.0,0.0,0.0
