,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,21.0,45.0,23.0,23.0,29.0,117.0,119.0,118.0,156.0,27.0,16.0,118.0,41.0,9.0,53.0,76.0,80.0,135.0,46.0,91.0,113.0,70.0,133.0,138.0,149.0,161.0,123.0,134.0,136.0,56.0,78.0,91.0,63.0,95.0,42.0,20.0,13.0,24.0,54.0,24.0,27.0,23.0,130.0,0.0,0.0,0.0
False-1500d,30.0,56.0,35.0,25.0,40.0,103.0,118.0,124.0,141.0,20.0,8.0,138.0,49.0,12.0,59.0,70.0,122.0,120.0,43.0,86.0,113.0,46.0,107.0,127.0,147.0,155.0,115.0,95.0,94.0,66.0,80.0,92.0,74.0,91.0,43.0,38.0,32.0,34.0,41.0,37.0,37.0,51.0,126.0,0.0,0.0,0.0
True-1000d,18.0,25.0,27.0,20.0,23.0,117.0,125.0,122.0,147.0,28.0,11.0,99.0,36.0,16.0,57.0,67.0,93.0,133.0,46.0,82.0,98.0,74.0,139.0,140.0,138.0,162.0,134.0,137.0,137.0,61.0,66.0,103.0,50.0,99.0,70.0,31.0,20.0,19.0,62.0,28.0,33.0,18.0,129.0,0.0,0.0,0.0
False-1000d,29.0,65.0,26.0,29.0,41.0,108.0,102.0,122.0,142.0,24.0,17.0,144.0,61.0,19.0,64.0,86.0,115.0,112.0,53.0,76.0,117.0,54.0,125.0,126.0,140.0,158.0,134.0,87.0,89.0,69.0,57.0,92.0,61.0,99.0,72.0,47.0,27.0,23.0,38.0,27.0,25.0,34.0,104.0,0.0,0.0,0.0
True-500d,23.0,66.0,35.0,20.0,17.0,95.0,100.0,99.0,139.0,28.0,18.0,116.0,58.0,9.0,81.0,57.0,93.0,133.0,80.0,72.0,117.0,40.0,138.0,140.0,111.0,156.0,154.0,90.0,116.0,93.0,73.0,129.0,39.0,131.0,82.0,54.0,28.0,22.0,43.0,31.0,33.0,23.0,58.0,0.0,0.0,0.0
False-500d,20.0,78.0,45.0,33.0,29.0,114.0,109.0,129.0,118.0,27.0,16.0,127.0,85.0,16.0,47.0,89.0,97.0,88.0,73.0,87.0,123.0,52.0,121.0,136.0,111.0,139.0,140.0,71.0,83.0,86.0,68.0,122.0,44.0,101.0,76.0,53.0,39.0,21.0,59.0,27.0,37.0,31.0,73.0,0.0,0.0,0.0
True-300d,33.0,58.0,51.0,55.0,28.0,113.0,98.0,107.0,116.0,43.0,46.0,51.0,38.0,47.0,109.0,55.0,75.0,122.0,64.0,102.0,111.0,48.0,98.0,102.0,118.0,114.0,125.0,98.0,77.0,84.0,68.0,95.0,93.0,113.0,93.0,42.0,47.0,38.0,54.0,41.0,58.0,28.0,84.0,0.0,0.0,0.0
False-300d,31.0,78.0,72.0,64.0,36.0,121.0,89.0,128.0,98.0,39.0,28.0,71.0,66.0,39.0,79.0,56.0,66.0,44.0,53.0,112.0,129.0,53.0,83.0,83.0,98.0,108.0,110.0,109.0,81.0,80.0,35.0,89.0,114.0,114.0,92.0,69.0,59.0,46.0,56.0,74.0,66.0,40.0,82.0,0.0,0.0,0.0
True-100d,25.0,41.0,58.0,37.0,49.0,76.0,142.0,139.0,137.0,59.0,50.0,75.0,63.0,18.0,93.0,69.0,91.0,57.0,69.0,122.0,79.0,115.0,106.0,105.0,130.0,139.0,148.0,94.0,75.0,71.0,35.0,126.0,82.0,147.0,61.0,34.0,42.0,14.0,42.0,31.0,26.0,9.0,59.0,0.0,0.0,0.0
False-100d,31.0,73.0,69.0,23.0,59.0,70.0,142.0,151.0,114.0,21.0,14.0,116.0,92.0,10.0,75.0,112.0,115.0,49.0,69.0,111.0,100.0,112.0,111.0,122.0,114.0,74.0,134.0,72.0,64.0,62.0,18.0,113.0,89.0,103.0,79.0,72.0,33.0,27.0,52.0,50.0,20.0,24.0,79.0,0.0,0.0,0.0
True-50d,40.0,42.0,57.0,26.0,38.0,109.0,158.0,132.0,153.0,17.0,16.0,95.0,44.0,13.0,37.0,64.0,98.0,52.0,53.0,137.0,120.0,92.0,120.0,114.0,131.0,126.0,139.0,119.0,89.0,84.0,50.0,152.0,68.0,128.0,58.0,20.0,24.0,30.0,28.0,40.0,11.0,27.0,89.0,0.0,0.0,0.0
False-50d,44.0,64.0,87.0,22.0,21.0,98.0,150.0,137.0,131.0,24.0,24.0,89.0,63.0,7.0,22.0,87.0,122.0,105.0,91.0,88.0,125.0,26.0,131.0,118.0,79.0,77.0,116.0,116.0,105.0,58.0,63.0,100.0,63.0,91.0,83.0,78.0,44.0,29.0,71.0,64.0,25.0,42.0,60.0,0.0,0.0,0.0
