,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
mirrored pairwise-1500d,0.0,2.0,5.0,0.0,6.0,41.0,62.0,66.0,86.0,2.0,1.0,35.0,6.0,0.0,7.0,11.0,23.0,54.0,7.0,22.0,44.0,13.0,69.0,68.0,69.0,98.0,40.0,50.0,42.0,9.0,14.0,27.0,8.0,25.0,6.0,3.0,1.0,2.0,5.0,0.0,1.0,3.0,47.0,0.0,0.0,0.0
mirrored-1500d,0.0,7.0,2.0,2.0,2.0,40.0,53.0,42.0,86.0,1.0,1.0,58.0,2.0,0.0,6.0,6.0,32.0,56.0,4.0,16.0,42.0,5.0,52.0,67.0,83.0,107.0,39.0,47.0,56.0,11.0,22.0,22.0,7.0,27.0,5.0,2.0,0.0,0.0,6.0,0.0,2.0,4.0,58.0,0.0,0.0,0.0
None-1500d,3.0,6.0,0.0,1.0,4.0,37.0,41.0,50.0,91.0,1.0,0.0,40.0,6.0,1.0,8.0,12.0,17.0,59.0,6.0,29.0,42.0,7.0,56.0,70.0,87.0,108.0,39.0,53.0,43.0,13.0,16.0,26.0,1.0,26.0,7.0,2.0,1.0,1.0,4.0,0.0,3.0,1.0,62.0,0.0,0.0,0.0
mirrored pairwise-1000d,2.0,1.0,1.0,1.0,5.0,39.0,58.0,62.0,78.0,0.0,0.0,40.0,10.0,0.0,11.0,10.0,20.0,45.0,4.0,22.0,52.0,12.0,62.0,74.0,54.0,99.0,58.0,47.0,48.0,7.0,11.0,39.0,8.0,42.0,6.0,2.0,1.0,1.0,7.0,2.0,1.0,0.0,38.0,0.0,0.0,0.0
mirrored-1000d,0.0,9.0,2.0,4.0,3.0,52.0,47.0,57.0,89.0,2.0,1.0,50.0,3.0,2.0,5.0,13.0,27.0,40.0,7.0,19.0,37.0,5.0,53.0,69.0,75.0,107.0,59.0,47.0,48.0,12.0,9.0,20.0,7.0,26.0,8.0,5.0,2.0,1.0,10.0,3.0,1.0,3.0,41.0,0.0,0.0,0.0
None-1000d,1.0,7.0,1.0,2.0,1.0,38.0,44.0,41.0,88.0,1.0,0.0,39.0,4.0,1.0,10.0,10.0,18.0,54.0,8.0,20.0,48.0,11.0,75.0,71.0,76.0,108.0,47.0,41.0,47.0,10.0,11.0,27.0,5.0,33.0,13.0,7.0,2.0,0.0,5.0,1.0,1.0,2.0,51.0,0.0,0.0,0.0
mirrored pairwise-500d,2.0,12.0,6.0,0.0,2.0,39.0,48.0,57.0,58.0,3.0,2.0,27.0,9.0,0.0,11.0,14.0,20.0,40.0,8.0,24.0,50.0,6.0,64.0,74.0,49.0,99.0,72.0,32.0,41.0,27.0,8.0,65.0,7.0,42.0,14.0,9.0,2.0,0.0,8.0,3.0,6.0,2.0,18.0,0.0,0.0,0.0
mirrored-500d,4.0,12.0,4.0,3.0,1.0,42.0,39.0,52.0,65.0,2.0,4.0,33.0,14.0,1.0,14.0,15.0,22.0,42.0,10.0,24.0,54.0,8.0,64.0,76.0,46.0,90.0,80.0,20.0,43.0,30.0,10.0,56.0,10.0,45.0,14.0,3.0,4.0,2.0,6.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0
None-500d,1.0,11.0,2.0,3.0,4.0,28.0,41.0,43.0,76.0,2.0,0.0,33.0,16.0,1.0,10.0,9.0,15.0,53.0,10.0,19.0,57.0,3.0,71.0,75.0,39.0,92.0,84.0,31.0,26.0,37.0,10.0,61.0,3.0,59.0,24.0,7.0,2.0,1.0,8.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0
mirrored pairwise-300d,5.0,14.0,13.0,13.0,4.0,49.0,40.0,55.0,48.0,4.0,4.0,12.0,18.0,12.0,43.0,19.0,13.0,34.0,11.0,39.0,52.0,9.0,41.0,37.0,41.0,52.0,50.0,36.0,28.0,30.0,8.0,27.0,38.0,57.0,25.0,16.0,12.0,14.0,13.0,11.0,9.0,3.0,21.0,0.0,0.0,0.0
mirrored-300d,6.0,20.0,15.0,10.0,8.0,45.0,32.0,50.0,39.0,5.0,3.0,16.0,11.0,12.0,43.0,11.0,14.0,32.0,12.0,40.0,45.0,8.0,37.0,43.0,40.0,49.0,53.0,45.0,18.0,25.0,5.0,28.0,56.0,46.0,36.0,13.0,13.0,18.0,12.0,19.0,13.0,11.0,23.0,0.0,0.0,0.0
None-300d,2.0,15.0,16.0,12.0,2.0,64.0,28.0,52.0,45.0,6.0,7.0,11.0,4.0,7.0,45.0,12.0,16.0,38.0,12.0,45.0,45.0,12.0,36.0,42.0,39.0,54.0,51.0,55.0,37.0,33.0,13.0,42.0,39.0,48.0,25.0,4.0,9.0,3.0,10.0,12.0,13.0,3.0,16.0,0.0,0.0,0.0
mirrored pairwise-100d,5.0,6.0,16.0,1.0,5.0,15.0,88.0,75.0,56.0,7.0,5.0,25.0,28.0,0.0,23.0,35.0,31.0,11.0,12.0,58.0,33.0,16.0,52.0,63.0,53.0,47.0,71.0,28.0,9.0,13.0,2.0,54.0,23.0,66.0,13.0,10.0,7.0,0.0,5.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0
mirrored-100d,1.0,13.0,16.0,5.0,8.0,19.0,88.0,90.0,67.0,5.0,4.0,31.0,25.0,0.0,23.0,34.0,34.0,5.0,11.0,59.0,34.0,28.0,29.0,38.0,56.0,51.0,72.0,18.0,15.0,14.0,1.0,61.0,23.0,57.0,7.0,9.0,2.0,5.0,7.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0
