,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,101.0,27.0,8.0,3.0,59.0,25.0,104.0,71.0,78.0,1.0,2.0,32.0,50.0,5.0,20.0,64.0,48.0,12.0,48.0,37.0,51.0,29.0,51.0,36.0,30.0,19.0,44.0,37.0,11.0,41.0,70.0,123.0,18.0,111.0,4.0,8.0,10.0,48.0,17.0,8.0,9.0,25.0,25.0,0.0,0.0,0.0
False-1500d,16.0,17.0,11.0,10.0,22.0,26.0,139.0,111.0,91.0,4.0,5.0,26.0,36.0,3.0,13.0,31.0,41.0,26.0,37.0,17.0,87.0,41.0,129.0,112.0,38.0,55.0,46.0,27.0,25.0,53.0,52.0,45.0,21.0,72.0,5.0,6.0,13.0,7.0,27.0,6.0,13.0,17.0,41.0,0.0,0.0,0.0
True-1000d,71.0,47.0,20.0,6.0,64.0,25.0,48.0,46.0,97.0,3.0,3.0,48.0,69.0,5.0,17.0,74.0,39.0,7.0,30.0,35.0,40.0,77.0,30.0,49.0,38.0,16.0,25.0,18.0,3.0,58.0,91.0,74.0,19.0,149.0,4.0,10.0,12.0,74.0,33.0,4.0,1.0,25.0,16.0,0.0,0.0,0.0
False-1000d,28.0,40.0,29.0,6.0,14.0,31.0,111.0,75.0,88.0,2.0,8.0,20.0,25.0,1.0,10.0,11.0,38.0,26.0,42.0,17.0,85.0,53.0,129.0,121.0,36.0,33.0,38.0,38.0,30.0,46.0,45.0,60.0,33.0,90.0,8.0,6.0,27.0,17.0,30.0,9.0,13.0,13.0,38.0,0.0,0.0,0.0
True-500d,6.0,3.0,4.0,1.0,0.0,7.0,98.0,94.0,109.0,3.0,4.0,55.0,45.0,4.0,60.0,79.0,41.0,39.0,48.0,67.0,102.0,114.0,61.0,74.0,61.0,62.0,36.0,10.0,3.0,3.0,59.0,96.0,15.0,136.0,0.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0
False-500d,26.0,7.0,3.0,6.0,7.0,29.0,138.0,92.0,104.0,1.0,7.0,36.0,43.0,0.0,17.0,16.0,42.0,27.0,34.0,20.0,125.0,106.0,115.0,115.0,58.0,50.0,29.0,63.0,16.0,20.0,28.0,42.0,23.0,115.0,1.0,1.0,8.0,7.0,3.0,5.0,9.0,3.0,23.0,0.0,0.0,0.0
True-300d,4.0,1.0,1.0,0.0,0.0,6.0,128.0,99.0,96.0,3.0,3.0,58.0,73.0,0.0,66.0,69.0,46.0,19.0,50.0,86.0,111.0,125.0,65.0,87.0,72.0,75.0,14.0,13.0,8.0,11.0,19.0,67.0,4.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0
False-300d,17.0,4.0,1.0,5.0,5.0,16.0,129.0,142.0,69.0,1.0,6.0,39.0,66.0,1.0,35.0,24.0,41.0,21.0,35.0,19.0,145.0,105.0,115.0,124.0,61.0,68.0,15.0,57.0,16.0,17.0,18.0,11.0,18.0,126.0,7.0,1.0,1.0,0.0,7.0,0.0,6.0,4.0,22.0,0.0,0.0,0.0
True-100d,0.0,3.0,0.0,0.0,5.0,13.0,146.0,146.0,73.0,0.0,0.0,59.0,70.0,2.0,16.0,71.0,53.0,10.0,8.0,24.0,161.0,140.0,150.0,148.0,13.0,103.0,37.0,32.0,22.0,7.0,0.0,2.0,43.0,55.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
False-100d,18.0,5.0,1.0,6.0,12.0,27.0,137.0,143.0,97.0,0.0,4.0,46.0,69.0,0.0,11.0,46.0,63.0,16.0,22.0,24.0,152.0,120.0,113.0,115.0,15.0,63.0,26.0,80.0,32.0,2.0,21.0,4.0,27.0,50.0,5.0,1.0,0.0,5.0,3.0,0.0,11.0,2.0,26.0,0.0,0.0,0.0
True-50d,0.0,15.0,0.0,0.0,0.0,7.0,138.0,136.0,53.0,0.0,1.0,87.0,86.0,0.0,0.0,102.0,89.0,33.0,70.0,3.0,160.0,48.0,162.0,146.0,13.0,108.0,14.0,35.0,0.0,4.0,23.0,3.0,14.0,37.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0
False-50d,1.0,28.0,0.0,6.0,0.0,5.0,141.0,113.0,54.0,7.0,4.0,112.0,106.0,3.0,0.0,127.0,137.0,24.0,92.0,0.0,155.0,19.0,155.0,97.0,3.0,61.0,5.0,4.0,0.0,0.0,36.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,79.0,0.0,0.0,0.0
