,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
sobol-1500d,13.0,25.0,22.0,14.0,25.0,69.0,85.0,81.0,100.0,14.0,10.0,84.0,35.0,8.0,28.0,49.0,66.0,89.0,39.0,49.0,78.0,38.0,72.0,89.0,101.0,105.0,77.0,81.0,87.0,43.0,53.0,66.0,44.0,63.0,26.0,19.0,13.0,22.0,32.0,21.0,19.0,23.0,83.0,0.0,0.0,0.0
halton-1500d,20.0,40.0,27.0,16.0,22.0,68.0,70.0,75.0,96.0,18.0,7.0,93.0,28.0,6.0,44.0,48.0,77.0,74.0,32.0,64.0,72.0,43.0,80.0,76.0,97.0,104.0,74.0,69.0,67.0,40.0,53.0,51.0,49.0,61.0,26.0,26.0,18.0,28.0,42.0,23.0,24.0,30.0,82.0,0.0,0.0,0.0
gaussian-1500d,18.0,36.0,9.0,18.0,22.0,83.0,82.0,86.0,101.0,15.0,7.0,79.0,27.0,7.0,40.0,49.0,59.0,92.0,18.0,64.0,76.0,35.0,88.0,100.0,98.0,107.0,87.0,79.0,76.0,39.0,52.0,66.0,44.0,62.0,33.0,13.0,14.0,8.0,21.0,17.0,21.0,21.0,91.0,0.0,0.0,0.0
sobol-1000d,14.0,26.0,17.0,13.0,18.0,74.0,81.0,76.0,100.0,18.0,6.0,76.0,40.0,12.0,41.0,56.0,73.0,86.0,29.0,46.0,62.0,45.0,83.0,98.0,101.0,107.0,93.0,78.0,67.0,51.0,43.0,66.0,28.0,65.0,44.0,29.0,18.0,16.0,30.0,17.0,19.0,21.0,77.0,0.0,0.0,0.0
halton-1000d,17.0,38.0,21.0,26.0,26.0,70.0,73.0,86.0,91.0,17.0,11.0,84.0,33.0,15.0,38.0,46.0,75.0,75.0,41.0,64.0,78.0,41.0,86.0,75.0,86.0,106.0,76.0,75.0,76.0,33.0,36.0,61.0,41.0,63.0,44.0,28.0,17.0,19.0,37.0,20.0,23.0,16.0,76.0,0.0,0.0,0.0
gaussian-1000d,16.0,26.0,15.0,10.0,20.0,81.0,73.0,82.0,98.0,17.0,11.0,83.0,24.0,8.0,42.0,51.0,60.0,84.0,29.0,48.0,75.0,42.0,95.0,93.0,91.0,107.0,99.0,71.0,83.0,46.0,44.0,68.0,42.0,70.0,54.0,21.0,12.0,7.0,33.0,18.0,16.0,15.0,80.0,0.0,0.0,0.0
sobol-500d,6.0,42.0,26.0,19.0,14.0,76.0,68.0,67.0,89.0,13.0,12.0,86.0,50.0,7.0,33.0,55.0,61.0,74.0,56.0,44.0,83.0,26.0,92.0,97.0,72.0,101.0,104.0,53.0,69.0,60.0,46.0,89.0,35.0,73.0,59.0,38.0,16.0,11.0,28.0,20.0,21.0,16.0,53.0,0.0,0.0,0.0
halton-500d,22.0,51.0,36.0,21.0,19.0,69.0,68.0,82.0,84.0,19.0,12.0,87.0,39.0,9.0,47.0,47.0,68.0,69.0,47.0,61.0,72.0,36.0,83.0,86.0,82.0,98.0,88.0,57.0,57.0,53.0,47.0,69.0,23.0,74.0,41.0,37.0,33.0,18.0,41.0,24.0,29.0,22.0,33.0,0.0,0.0,0.0
gaussian-500d,15.0,51.0,18.0,13.0,13.0,64.0,73.0,79.0,84.0,23.0,10.0,70.0,54.0,9.0,48.0,44.0,61.0,78.0,50.0,54.0,85.0,30.0,84.0,93.0,68.0,96.0,102.0,51.0,73.0,66.0,48.0,93.0,25.0,85.0,58.0,32.0,18.0,14.0,33.0,14.0,20.0,16.0,45.0,0.0,0.0,0.0
sobol-300d,23.0,40.0,42.0,28.0,16.0,77.0,66.0,67.0,71.0,27.0,24.0,41.0,43.0,25.0,57.0,36.0,50.0,64.0,42.0,72.0,83.0,32.0,63.0,64.0,69.0,83.0,84.0,71.0,48.0,55.0,37.0,63.0,65.0,78.0,64.0,39.0,31.0,23.0,31.0,32.0,43.0,24.0,67.0,0.0,0.0,0.0
halton-300d,20.0,45.0,42.0,45.0,29.0,70.0,64.0,83.0,71.0,35.0,14.0,51.0,36.0,29.0,59.0,37.0,55.0,48.0,44.0,69.0,74.0,39.0,70.0,62.0,66.0,69.0,80.0,67.0,42.0,54.0,35.0,62.0,67.0,62.0,58.0,42.0,42.0,37.0,47.0,33.0,36.0,24.0,46.0,0.0,0.0,0.0
gaussian-300d,21.0,51.0,39.0,46.0,19.0,87.0,57.0,85.0,72.0,20.0,36.0,30.0,25.0,32.0,72.0,38.0,36.0,54.0,31.0,73.0,83.0,30.0,48.0,59.0,81.0,70.0,71.0,69.0,68.0,55.0,31.0,59.0,75.0,87.0,63.0,30.0,33.0,24.0,32.0,50.0,45.0,20.0,53.0,0.0,0.0,0.0
sobol-100d,14.0,35.0,32.0,20.0,29.0,53.0,94.0,97.0,87.0,28.0,24.0,65.0,41.0,13.0,56.0,55.0,72.0,42.0,37.0,90.0,65.0,73.0,64.0,77.0,88.0,76.0,102.0,43.0,41.0,38.0,18.0,83.0,58.0,91.0,45.0,41.0,23.0,12.0,35.0,30.0,10.0,12.0,51.0,0.0,0.0,0.0
halton-100d,27.0,43.0,52.0,24.0,37.0,43.0,89.0,96.0,81.0,37.0,15.0,67.0,64.0,8.0,58.0,74.0,54.0,30.0,49.0,58.0,61.0,72.0,76.0,69.0,73.0,59.0,79.0,57.0,43.0,48.0,20.0,78.0,54.0,77.0,52.0,41.0,36.0,12.0,32.0,36.0,24.0,11.0,44.0,0.0,0.0,0.0
gaussian-100d,15.0,36.0,43.0,16.0,42.0,50.0,101.0,97.0,83.0,15.0,25.0,59.0,50.0,7.0,54.0,52.0,80.0,34.0,52.0,85.0,53.0,82.0,77.0,81.0,83.0,78.0,101.0,66.0,55.0,47.0,15.0,78.0,59.0,82.0,43.0,24.0,16.0,17.0,27.0,15.0,12.0,10.0,43.0,0.0,0.0,0.0
sobol-50d,25.0,36.0,42.0,16.0,16.0,73.0,103.0,83.0,93.0,14.0,7.0,62.0,42.0,2.0,24.0,45.0,80.0,49.0,50.0,72.0,71.0,37.0,85.0,76.0,73.0,75.0,93.0,73.0,62.0,50.0,35.0,83.0,44.0,73.0,54.0,40.0,22.0,24.0,41.0,33.0,8.0,21.0,53.0,0.0,0.0,0.0
