,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
psr-1500d,23.0,45.0,23.0,19.0,32.0,110.0,119.0,125.0,146.0,27.0,10.0,128.0,48.0,10.0,63.0,78.0,100.0,131.0,43.0,80.0,108.0,58.0,120.0,124.0,152.0,159.0,123.0,121.0,111.0,65.0,68.0,93.0,71.0,95.0,46.0,30.0,23.0,35.0,51.0,30.0,26.0,37.0,134.0,0.0,0.0,0.0
csa-1500d,28.0,56.0,35.0,29.0,37.0,110.0,118.0,117.0,151.0,20.0,14.0,128.0,42.0,11.0,49.0,68.0,102.0,124.0,46.0,97.0,118.0,58.0,120.0,141.0,144.0,157.0,115.0,108.0,119.0,57.0,90.0,90.0,66.0,91.0,39.0,28.0,22.0,23.0,44.0,31.0,38.0,37.0,122.0,0.0,0.0,0.0
psr-1000d,26.0,46.0,23.0,24.0,30.0,122.0,117.0,118.0,141.0,24.0,15.0,121.0,51.0,18.0,61.0,86.0,96.0,127.0,49.0,77.0,109.0,63.0,132.0,132.0,142.0,162.0,134.0,112.0,111.0,69.0,54.0,98.0,58.0,98.0,61.0,42.0,19.0,18.0,60.0,23.0,29.0,22.0,120.0,0.0,0.0,0.0
csa-1000d,21.0,44.0,30.0,25.0,34.0,103.0,110.0,126.0,148.0,28.0,13.0,122.0,46.0,17.0,60.0,67.0,112.0,118.0,50.0,81.0,106.0,65.0,132.0,134.0,136.0,158.0,134.0,112.0,115.0,61.0,69.0,97.0,53.0,100.0,81.0,36.0,28.0,24.0,40.0,32.0,29.0,30.0,113.0,0.0,0.0,0.0
psr-500d,21.0,71.0,36.0,32.0,22.0,112.0,107.0,115.0,115.0,27.0,25.0,116.0,79.0,18.0,56.0,79.0,83.0,96.0,75.0,76.0,120.0,40.0,121.0,136.0,119.0,148.0,142.0,88.0,93.0,87.0,73.0,127.0,42.0,115.0,82.0,46.0,39.0,27.0,63.0,31.0,38.0,33.0,69.0,0.0,0.0,0.0
csa-500d,22.0,73.0,44.0,21.0,24.0,97.0,102.0,113.0,142.0,28.0,9.0,127.0,64.0,7.0,72.0,67.0,107.0,125.0,78.0,83.0,120.0,52.0,138.0,140.0,103.0,147.0,152.0,73.0,106.0,92.0,68.0,124.0,41.0,117.0,76.0,61.0,28.0,16.0,39.0,27.0,32.0,21.0,62.0,0.0,0.0,0.0
psr-300d,26.0,73.0,67.0,71.0,32.0,114.0,88.0,119.0,102.0,44.0,38.0,50.0,53.0,54.0,83.0,56.0,57.0,73.0,64.0,114.0,124.0,48.0,86.0,83.0,101.0,102.0,104.0,104.0,86.0,86.0,40.0,93.0,109.0,115.0,101.0,51.0,62.0,43.0,62.0,71.0,62.0,36.0,93.0,0.0,0.0,0.0
csa-300d,38.0,63.0,56.0,48.0,32.0,120.0,99.0,116.0,112.0,38.0,36.0,72.0,51.0,32.0,105.0,55.0,84.0,93.0,53.0,100.0,116.0,53.0,95.0,102.0,115.0,120.0,131.0,103.0,72.0,78.0,63.0,91.0,98.0,112.0,84.0,60.0,44.0,41.0,48.0,44.0,62.0,32.0,73.0,0.0,0.0,0.0
psr-100d,36.0,63.0,69.0,30.0,46.0,64.0,147.0,147.0,128.0,42.0,22.0,111.0,82.0,13.0,80.0,96.0,97.0,47.0,64.0,105.0,88.0,110.0,104.0,117.0,115.0,105.0,148.0,86.0,61.0,61.0,25.0,117.0,79.0,116.0,86.0,61.0,43.0,25.0,52.0,39.0,21.0,17.0,75.0,0.0,0.0,0.0
csa-100d,20.0,51.0,58.0,30.0,62.0,82.0,137.0,143.0,123.0,38.0,42.0,80.0,73.0,15.0,88.0,85.0,109.0,59.0,74.0,128.0,91.0,117.0,113.0,110.0,129.0,108.0,134.0,80.0,78.0,72.0,28.0,122.0,92.0,134.0,54.0,45.0,32.0,16.0,42.0,42.0,25.0,16.0,63.0,0.0,0.0,0.0
psr-50d,37.0,64.0,81.0,18.0,11.0,111.0,156.0,135.0,139.0,12.0,17.0,93.0,51.0,10.0,31.0,78.0,103.0,80.0,65.0,117.0,137.0,35.0,148.0,129.0,107.0,112.0,137.0,112.0,79.0,62.0,65.0,116.0,48.0,98.0,67.0,50.0,28.0,21.0,62.0,72.0,14.0,37.0,95.0,0.0,0.0,0.0
csa-50d,47.0,42.0,63.0,30.0,48.0,96.0,152.0,134.0,145.0,29.0,23.0,91.0,56.0,10.0,28.0,73.0,117.0,77.0,79.0,108.0,108.0,83.0,103.0,103.0,103.0,91.0,118.0,123.0,115.0,80.0,48.0,136.0,83.0,121.0,74.0,48.0,40.0,38.0,37.0,32.0,22.0,32.0,54.0,0.0,0.0,0.0
