,conf,dim,budget,test_mse
0,266,5,250,0.30808360399979795
1,266,5,500,0.38192435921530976
2,266,5,1500,0.3139387348326063
3,266,5,2500,0.2913980082094832
4,266,5,5000,0.33837966261202407
5,266,5,7500,0.612141048223391
6,266,30,1500,0.18076346158617804
7,266,30,3000,0.1370853020685061
8,266,30,9000,0.20518180097761624
9,266,30,15000,0.2516475282364992
10,266,30,30000,0.27652375959818387
11,266,30,45000,0.39668595633378445
