,conf,dim,budget,test_mse
0,108,5,250,0.2498974586669135
1,108,5,500,0.24187242284063998
2,108,5,1500,0.32827156331241203
3,108,5,2500,0.26896267181132777
4,108,5,5000,0.30071454220831184
5,108,5,7500,0.5002974594784071
6,108,30,1500,0.13264846504328845
7,108,30,3000,0.16730783675026256
8,108,30,9000,0.1586315946043878
9,108,30,15000,0.2155366546804342
10,108,30,30000,0.2571166555117312
11,108,30,45000,0.22257769418290474
