,conf,dim,budget,test_mse
0,297,5,250,0.4452424539870658
1,297,5,500,0.31915163066007113
2,297,5,1500,1.5623838783108153
3,297,5,2500,1.9302807505367734
4,297,5,5000,5.3080992633853725
5,297,5,7500,5.2106392471168155
6,297,30,1500,0.17853150302652238
7,297,30,3000,0.15700626547173452
8,297,30,9000,0.18701988215188137
9,297,30,15000,0.28734011918431435
10,297,30,30000,0.408467053767217
11,297,30,45000,0.43544652885712437
