,conf,dim,budget,test_mse
0,439,5,250,0.3584289380062322
1,439,5,500,0.4593222911432312
2,439,5,1500,1.7392369806347934
3,439,5,2500,2.4550468724459424
4,439,5,5000,4.542308178341183
5,439,5,7500,5.652351146071533
6,439,30,1500,0.17107329775124197
7,439,30,3000,0.16444105051167193
8,439,30,9000,0.40678022020437254
9,439,30,15000,0.28582462098555367
10,439,30,30000,0.3791149423649652
11,439,30,45000,0.3898861793968821
