,conf,dim,budget,test_mse
0,90,5,250,0.2643937876670392
1,90,5,500,0.2296271812470975
2,90,5,1500,0.31654942753397175
3,90,5,2500,0.3214013957417974
4,90,5,5000,0.24920758502960805
5,90,5,7500,0.36353529888813974
6,90,30,1500,0.11821256171015546
7,90,30,3000,0.12240627449633716
8,90,30,9000,0.13766848925376424
9,90,30,15000,0.13961824535219738
10,90,30,30000,0.1515504022824662
11,90,30,45000,0.19191598983475905
