,conf,dim,budget,test_mse
0,454,5,250,0.26175480310339133
1,454,5,500,0.24581548306810178
2,454,5,1500,0.8075142698338216
3,454,5,2500,0.3804168960706523
4,454,5,5000,0.41578467596192165
5,454,5,7500,2.2912919317528835
6,454,30,1500,0.15298864731941836
7,454,30,3000,0.1513087812455724
8,454,30,9000,0.15642520009560884
9,454,30,15000,0.13563317746908676
10,454,30,30000,0.17540284420249913
11,454,30,45000,0.20911251284163757
