,conf,dim,budget,test_mse
0,532,5,250,0.24370720978207666
1,532,5,500,0.26316864475791857
2,532,5,1500,0.2895291318817118
3,532,5,2500,0.20513301539378234
4,532,5,5000,0.25427521906863715
5,532,5,7500,0.4154756983234453
6,532,30,1500,0.15639214064558365
7,532,30,3000,0.160384147358194
8,532,30,9000,0.14817110280786233
9,532,30,15000,0.16772816334364088
10,532,30,30000,0.27633241375640466
11,532,30,45000,0.27560918549819746
