,conf,dim,budget,test_mse
0,452,5,250,0.2244744286111986
1,452,5,500,0.20521537171781823
2,452,5,1500,0.9065775244325517
3,452,5,2500,0.3117954700383126
4,452,5,5000,0.3770649102671691
5,452,5,7500,0.6390935261188622
6,452,30,1500,0.11435350757030534
7,452,30,3000,0.14396955314726373
8,452,30,9000,0.18053183039598963
9,452,30,15000,0.15889238746145784
10,452,30,30000,0.5048791573009431
11,452,30,45000,0.3709220781658186
