,conf,dim,budget,test_mse
0,274,5,250,0.22770834186177674
1,274,5,500,0.31594259262601654
2,274,5,1500,0.31761208610643016
3,274,5,2500,0.27954033536428075
4,274,5,5000,0.34884105428974943
5,274,5,7500,0.34872821231019535
6,274,30,1500,0.13358093917109873
7,274,30,3000,0.160493967127693
8,274,30,9000,0.140221542389539
9,274,30,15000,0.1383947339439618
10,274,30,30000,0.15176107214913354
11,274,30,45000,0.23074035473846594
