,conf,dim,budget,test_mse
0,329,5,250,0.38207498444746024
1,329,5,500,0.38947547415209544
2,329,5,1500,1.2390708571641258
3,329,5,2500,1.706976212785704
4,329,5,5000,2.1363042448223846
5,329,5,7500,2.543335406432637
6,329,30,1500,0.06330804898360706
7,329,30,3000,0.11408523660780681
8,329,30,9000,0.12328104755320343
9,329,30,15000,0.1310008618377827
10,329,30,30000,0.17349389476772523
11,329,30,45000,0.23225847467392285
