,conf,dim,budget,test_mse
0,562,5,250,0.22909830359611968
1,562,5,500,0.22129458461790485
2,562,5,1500,0.32195058089640244
3,562,5,2500,0.42229092711617067
4,562,5,5000,0.29975334870258374
5,562,5,7500,0.27014494751197693
6,562,30,1500,0.1428420592401106
7,562,30,3000,0.14311277269278735
8,562,30,9000,0.1361559040636922
9,562,30,15000,0.1753967490156621
10,562,30,30000,0.17117360591437852
11,562,30,45000,0.3421401444769433
