,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
target-1500d,16.0,34.0,24.0,16.0,12.0,136.0,143.0,131.0,124.0,17.0,7.0,27.0,23.0,11.0,22.0,37.0,31.0,65.0,78.0,115.0,101.0,90.0,154.0,105.0,123.0,169.0,79.0,125.0,106.0,132.0,26.0,135.0,75.0,109.0,43.0,25.0,24.0,8.0,29.0,24.0,19.0,10.0,100.0,0.0,0.0,0.0
rand-1500d,14.0,30.0,23.0,36.0,20.0,125.0,163.0,99.0,125.0,11.0,11.0,50.0,43.0,7.0,17.0,40.0,65.0,38.0,64.0,109.0,84.0,59.0,154.0,74.0,121.0,180.0,75.0,137.0,117.0,148.0,9.0,140.0,49.0,128.0,44.0,36.0,32.0,9.0,26.0,17.0,29.0,24.0,98.0,0.0,0.0,0.0
best-1500d,14.0,44.0,26.0,28.0,12.0,120.0,152.0,127.0,130.0,20.0,11.0,29.0,29.0,11.0,14.0,39.0,58.0,41.0,75.0,86.0,82.0,85.0,145.0,99.0,119.0,160.0,96.0,111.0,112.0,121.0,24.0,142.0,88.0,131.0,44.0,33.0,38.0,11.0,30.0,23.0,20.0,21.0,79.0,0.0,0.0,0.0
target-1000d,15.0,35.0,33.0,17.0,7.0,135.0,160.0,128.0,130.0,13.0,9.0,38.0,31.0,11.0,27.0,33.0,43.0,48.0,62.0,118.0,114.0,73.0,156.0,100.0,125.0,168.0,84.0,111.0,96.0,101.0,19.0,145.0,80.0,112.0,52.0,23.0,22.0,8.0,39.0,26.0,14.0,14.0,105.0,0.0,0.0,0.0
rand-1000d,12.0,40.0,24.0,30.0,17.0,125.0,160.0,124.0,129.0,13.0,6.0,45.0,37.0,4.0,15.0,44.0,53.0,26.0,79.0,103.0,100.0,41.0,151.0,85.0,115.0,176.0,83.0,118.0,118.0,124.0,17.0,155.0,66.0,128.0,52.0,32.0,36.0,9.0,36.0,21.0,34.0,22.0,75.0,0.0,0.0,0.0
best-1000d,19.0,38.0,25.0,30.0,17.0,139.0,157.0,123.0,135.0,17.0,2.0,37.0,36.0,8.0,10.0,29.0,57.0,32.0,55.0,112.0,105.0,56.0,146.0,73.0,127.0,167.0,100.0,121.0,110.0,126.0,23.0,147.0,64.0,140.0,39.0,29.0,31.0,12.0,27.0,26.0,21.0,16.0,96.0,0.0,0.0,0.0
target-500d,10.0,52.0,46.0,18.0,8.0,135.0,160.0,130.0,129.0,12.0,5.0,37.0,30.0,11.0,37.0,52.0,43.0,40.0,63.0,104.0,111.0,41.0,139.0,130.0,127.0,143.0,90.0,105.0,89.0,86.0,31.0,132.0,83.0,130.0,66.0,25.0,32.0,16.0,44.0,27.0,17.0,16.0,78.0,0.0,0.0,0.0
rand-500d,12.0,34.0,56.0,20.0,9.0,123.0,164.0,154.0,151.0,10.0,6.0,33.0,35.0,3.0,16.0,52.0,46.0,37.0,86.0,122.0,135.0,54.0,141.0,118.0,145.0,131.0,118.0,77.0,70.0,67.0,37.0,147.0,94.0,139.0,50.0,12.0,18.0,13.0,46.0,12.0,13.0,11.0,63.0,0.0,0.0,0.0
best-500d,8.0,32.0,37.0,16.0,12.0,98.0,163.0,159.0,142.0,5.0,4.0,31.0,39.0,8.0,10.0,31.0,45.0,35.0,68.0,121.0,135.0,41.0,162.0,124.0,135.0,148.0,119.0,114.0,104.0,83.0,27.0,159.0,100.0,139.0,40.0,8.0,17.0,7.0,33.0,10.0,11.0,21.0,79.0,0.0,0.0,0.0
target-300d,10.0,41.0,57.0,19.0,15.0,131.0,165.0,151.0,147.0,9.0,7.0,46.0,53.0,7.0,14.0,65.0,46.0,44.0,92.0,119.0,116.0,51.0,140.0,127.0,141.0,118.0,97.0,83.0,82.0,70.0,21.0,126.0,81.0,144.0,51.0,13.0,12.0,13.0,42.0,19.0,15.0,22.0,58.0,0.0,0.0,0.0
rand-300d,11.0,29.0,50.0,9.0,14.0,123.0,171.0,161.0,153.0,11.0,2.0,42.0,45.0,6.0,13.0,66.0,28.0,59.0,104.0,109.0,130.0,52.0,144.0,126.0,151.0,103.0,131.0,83.0,95.0,56.0,19.0,139.0,82.0,136.0,57.0,14.0,6.0,8.0,34.0,10.0,5.0,20.0,73.0,0.0,0.0,0.0
best-300d,9.0,31.0,35.0,14.0,14.0,116.0,184.0,159.0,155.0,10.0,5.0,28.0,60.0,4.0,11.0,47.0,48.0,44.0,84.0,99.0,137.0,37.0,140.0,127.0,150.0,133.0,136.0,92.0,89.0,78.0,25.0,160.0,65.0,152.0,51.0,11.0,13.0,6.0,33.0,5.0,9.0,13.0,61.0,0.0,0.0,0.0
