,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
exp-1500d,40.0,45.0,38.0,33.0,95.0,153.0,278.0,265.0,196.0,60.0,78.0,187.0,131.0,34.0,123.0,136.0,123.0,141.0,182.0,202.0,243.0,191.0,269.0,202.0,228.0,189.0,148.0,175.0,128.0,139.0,159.0,262.0,191.0,273.0,24.0,32.0,26.0,44.0,35.0,32.0,28.0,40.0,162.0,0.0,0.0,0.0
bin-1500d,48.0,63.0,37.0,69.0,106.0,112.0,240.0,240.0,187.0,59.0,40.0,175.0,138.0,43.0,131.0,172.0,138.0,157.0,227.0,192.0,215.0,169.0,251.0,239.0,194.0,223.0,173.0,148.0,104.0,125.0,157.0,223.0,128.0,244.0,34.0,54.0,60.0,41.0,62.0,46.0,84.0,63.0,149.0,0.0,0.0,0.0
exp-1000d,51.0,54.0,33.0,42.0,100.0,135.0,275.0,266.0,202.0,49.0,71.0,160.0,119.0,40.0,101.0,97.0,106.0,152.0,211.0,217.0,244.0,209.0,271.0,228.0,234.0,200.0,161.0,157.0,123.0,145.0,197.0,254.0,160.0,268.0,28.0,31.0,26.0,59.0,33.0,33.0,35.0,40.0,143.0,0.0,0.0,0.0
bin-1000d,63.0,61.0,45.0,93.0,106.0,117.0,248.0,237.0,190.0,50.0,41.0,159.0,133.0,29.0,109.0,154.0,125.0,153.0,225.0,190.0,226.0,156.0,266.0,246.0,184.0,229.0,177.0,146.0,120.0,142.0,159.0,211.0,122.0,248.0,40.0,46.0,54.0,66.0,68.0,42.0,78.0,67.0,139.0,0.0,0.0,0.0
exp-500d,36.0,88.0,41.0,98.0,54.0,161.0,268.0,269.0,202.0,32.0,48.0,144.0,116.0,36.0,87.0,134.0,132.0,132.0,213.0,162.0,262.0,172.0,246.0,239.0,209.0,191.0,152.0,215.0,115.0,129.0,172.0,182.0,156.0,262.0,35.0,21.0,56.0,41.0,91.0,37.0,114.0,35.0,175.0,0.0,0.0,0.0
bin-500d,47.0,67.0,54.0,79.0,92.0,107.0,255.0,259.0,215.0,38.0,41.0,165.0,136.0,22.0,76.0,154.0,155.0,171.0,247.0,190.0,228.0,144.0,260.0,253.0,167.0,238.0,177.0,133.0,107.0,124.0,195.0,180.0,119.0,250.0,46.0,46.0,46.0,53.0,76.0,48.0,73.0,73.0,154.0,0.0,0.0,0.0
exp-300d,57.0,83.0,65.0,95.0,58.0,169.0,263.0,255.0,217.0,27.0,25.0,173.0,154.0,15.0,45.0,149.0,182.0,182.0,226.0,130.0,267.0,112.0,260.0,212.0,144.0,206.0,151.0,211.0,127.0,122.0,191.0,162.0,110.0,231.0,29.0,35.0,63.0,55.0,83.0,66.0,120.0,45.0,188.0,0.0,0.0,0.0
bin-300d,63.0,76.0,63.0,99.0,85.0,103.0,256.0,247.0,220.0,34.0,54.0,157.0,124.0,29.0,62.0,150.0,189.0,180.0,256.0,177.0,249.0,127.0,268.0,253.0,153.0,233.0,191.0,121.0,95.0,119.0,207.0,153.0,115.0,235.0,40.0,45.0,32.0,57.0,74.0,48.0,94.0,70.0,157.0,0.0,0.0,0.0
exp-100d,38.0,69.0,46.0,71.0,56.0,187.0,256.0,255.0,221.0,24.0,66.0,141.0,112.0,22.0,15.0,129.0,188.0,189.0,287.0,153.0,243.0,127.0,267.0,242.0,150.0,250.0,192.0,204.0,124.0,127.0,221.0,91.0,138.0,247.0,38.0,29.0,43.0,44.0,74.0,38.0,64.0,39.0,243.0,0.0,0.0,0.0
bin-100d,45.0,78.0,59.0,101.0,87.0,102.0,256.0,243.0,227.0,24.0,55.0,172.0,127.0,30.0,19.0,141.0,208.0,225.0,282.0,158.0,235.0,66.0,282.0,238.0,119.0,234.0,203.0,139.0,98.0,122.0,249.0,103.0,80.0,224.0,41.0,49.0,40.0,55.0,71.0,66.0,116.0,74.0,217.0,0.0,0.0,0.0
exp-50d,41.0,72.0,50.0,83.0,38.0,165.0,262.0,256.0,235.0,31.0,82.0,132.0,162.0,14.0,20.0,139.0,241.0,206.0,286.0,130.0,246.0,15.0,270.0,247.0,100.0,253.0,138.0,185.0,132.0,148.0,229.0,95.0,89.0,211.0,61.0,57.0,56.0,60.0,81.0,48.0,88.0,58.0,248.0,0.0,0.0,0.0
bin-50d,41.0,98.0,75.0,88.0,46.0,102.0,253.0,238.0,221.0,27.0,60.0,159.0,137.0,25.0,35.0,138.0,250.0,231.0,284.0,117.0,240.0,55.0,273.0,246.0,97.0,238.0,194.0,171.0,109.0,118.0,242.0,72.0,95.0,231.0,53.0,46.0,48.0,44.0,102.0,56.0,123.0,52.0,230.0,0.0,0.0,0.0
