,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
2-1500d,9.0,32.0,17.0,24.0,4.0,158.0,208.0,110.0,168.0,3.0,2.0,12.0,10.0,5.0,8.0,11.0,19.0,36.0,34.0,122.0,67.0,55.0,203.0,70.0,132.0,258.0,73.0,143.0,102.0,159.0,11.0,153.0,49.0,138.0,36.0,27.0,24.0,6.0,18.0,11.0,17.0,14.0,122.0,0.0,0.0,0.0
1-1500d,8.0,34.0,13.0,23.0,6.0,151.0,208.0,158.0,152.0,10.0,2.0,18.0,16.0,4.0,13.0,25.0,39.0,35.0,53.0,84.0,62.0,55.0,193.0,114.0,117.0,226.0,78.0,132.0,84.0,125.0,14.0,176.0,57.0,138.0,31.0,30.0,30.0,8.0,23.0,20.0,16.0,19.0,80.0,0.0,0.0,0.0
2-1000d,3.0,36.0,18.0,23.0,5.0,142.0,233.0,153.0,164.0,8.0,4.0,21.0,10.0,4.0,11.0,13.0,23.0,34.0,42.0,129.0,112.0,40.0,206.0,76.0,132.0,248.0,62.0,131.0,88.0,113.0,12.0,180.0,45.0,124.0,39.0,19.0,24.0,2.0,32.0,13.0,15.0,8.0,83.0,0.0,0.0,0.0
1-1000d,8.0,31.0,16.0,24.0,8.0,154.0,214.0,133.0,179.0,8.0,2.0,18.0,17.0,2.0,9.0,28.0,40.0,28.0,38.0,117.0,76.0,40.0,207.0,94.0,129.0,233.0,68.0,127.0,79.0,106.0,18.0,160.0,44.0,142.0,37.0,26.0,27.0,5.0,25.0,25.0,19.0,21.0,98.0,0.0,0.0,0.0
2-500d,6.0,31.0,42.0,7.0,4.0,149.0,229.0,180.0,178.0,7.0,3.0,14.0,10.0,3.0,8.0,25.0,25.0,31.0,56.0,133.0,153.0,37.0,177.0,148.0,173.0,161.0,99.0,75.0,60.0,63.0,20.0,169.0,72.0,147.0,38.0,9.0,20.0,4.0,39.0,11.0,10.0,12.0,42.0,0.0,0.0,0.0
1-500d,5.0,30.0,23.0,10.0,7.0,136.0,218.0,186.0,161.0,6.0,2.0,19.0,20.0,1.0,16.0,26.0,32.0,24.0,51.0,126.0,135.0,39.0,192.0,135.0,155.0,185.0,90.0,104.0,74.0,72.0,27.0,158.0,83.0,138.0,37.0,13.0,15.0,14.0,25.0,10.0,4.0,10.0,66.0,0.0,0.0,0.0
2-300d,3.0,20.0,32.0,6.0,2.0,159.0,238.0,225.0,208.0,1.0,1.0,12.0,21.0,2.0,8.0,29.0,25.0,37.0,84.0,120.0,143.0,44.0,174.0,129.0,183.0,125.0,132.0,52.0,72.0,49.0,9.0,175.0,60.0,175.0,33.0,9.0,2.0,2.0,14.0,8.0,6.0,8.0,43.0,0.0,0.0,0.0
1-300d,3.0,25.0,31.0,5.0,6.0,144.0,246.0,209.0,200.0,4.0,2.0,18.0,38.0,1.0,7.0,31.0,29.0,34.0,64.0,108.0,138.0,37.0,174.0,163.0,176.0,135.0,128.0,74.0,61.0,56.0,9.0,167.0,63.0,160.0,30.0,8.0,7.0,5.0,20.0,6.0,5.0,10.0,43.0,0.0,0.0,0.0
2-100d,4.0,10.0,16.0,4.0,4.0,167.0,269.0,234.0,188.0,1.0,0.0,39.0,52.0,0.0,0.0,57.0,35.0,11.0,39.0,117.0,170.0,3.0,254.0,127.0,120.0,139.0,38.0,142.0,85.0,49.0,7.0,115.0,44.0,153.0,16.0,2.0,5.0,4.0,18.0,6.0,3.0,10.0,123.0,0.0,0.0,0.0
1-100d,6.0,6.0,18.0,1.0,6.0,188.0,271.0,213.0,159.0,0.0,2.0,71.0,56.0,0.0,2.0,73.0,69.0,15.0,56.0,80.0,164.0,2.0,246.0,118.0,93.0,106.0,69.0,118.0,107.0,72.0,4.0,106.0,35.0,154.0,20.0,5.0,3.0,5.0,14.0,5.0,3.0,7.0,132.0,0.0,0.0,0.0
2-50d,6.0,9.0,19.0,2.0,5.0,225.0,256.0,226.0,162.0,1.0,0.0,90.0,27.0,1.0,1.0,77.0,93.0,16.0,44.0,107.0,206.0,2.0,249.0,194.0,88.0,90.0,61.0,73.0,57.0,41.0,12.0,56.0,30.0,126.0,17.0,3.0,4.0,1.0,11.0,1.0,4.0,4.0,183.0,0.0,0.0,0.0
1-50d,4.0,4.0,16.0,8.0,7.0,216.0,262.0,229.0,147.0,1.0,0.0,105.0,35.0,0.0,0.0,96.0,95.0,16.0,42.0,75.0,209.0,3.0,247.0,179.0,76.0,82.0,54.0,87.0,68.0,43.0,5.0,76.0,65.0,114.0,14.0,0.0,3.0,3.0,13.0,5.0,1.0,5.0,170.0,0.0,0.0,0.0
