,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
shade-1500d,31.0,59.0,36.0,36.0,27.0,141.0,159.0,138.0,152.0,45.0,32.0,66.0,66.0,32.0,45.0,77.0,86.0,92.0,113.0,140.0,118.0,130.0,161.0,104.0,151.0,177.0,141.0,133.0,125.0,149.0,50.0,164.0,113.0,145.0,56.0,39.0,42.0,21.0,52.0,31.0,26.0,34.0,105.0,0.0,0.0,0.0
jDE-1500d,33.0,54.0,52.0,45.0,29.0,143.0,164.0,146.0,147.0,34.0,19.0,67.0,56.0,21.0,37.0,62.0,85.0,75.0,121.0,125.0,141.0,120.0,171.0,138.0,137.0,174.0,117.0,138.0,132.0,153.0,38.0,158.0,107.0,153.0,71.0,44.0,44.0,21.0,43.0,38.0,36.0,27.0,124.0,0.0,0.0,0.0
None-1500d,37.0,51.0,42.0,50.0,40.0,146.0,164.0,139.0,138.0,46.0,26.0,90.0,71.0,31.0,38.0,73.0,90.0,76.0,111.0,125.0,122.0,107.0,154.0,111.0,131.0,172.0,106.0,146.0,144.0,159.0,39.0,151.0,99.0,137.0,68.0,52.0,52.0,23.0,47.0,39.0,44.0,34.0,119.0,0.0,0.0,0.0
shade-1000d,28.0,62.0,51.0,29.0,27.0,147.0,166.0,138.0,144.0,39.0,17.0,72.0,76.0,32.0,41.0,68.0,86.0,74.0,113.0,127.0,128.0,105.0,160.0,113.0,153.0,177.0,146.0,137.0,135.0,127.0,41.0,171.0,106.0,146.0,83.0,36.0,41.0,24.0,55.0,36.0,37.0,31.0,115.0,0.0,0.0,0.0
jDE-1000d,30.0,62.0,57.0,45.0,24.0,147.0,173.0,147.0,148.0,40.0,18.0,86.0,63.0,23.0,22.0,64.0,72.0,59.0,99.0,138.0,142.0,88.0,170.0,138.0,149.0,177.0,130.0,128.0,130.0,147.0,45.0,159.0,104.0,148.0,84.0,41.0,46.0,25.0,54.0,35.0,37.0,31.0,115.0,0.0,0.0,0.0
None-1000d,30.0,56.0,48.0,48.0,35.0,150.0,167.0,149.0,154.0,37.0,17.0,78.0,88.0,20.0,38.0,75.0,90.0,44.0,110.0,143.0,128.0,82.0,157.0,109.0,135.0,171.0,112.0,143.0,129.0,146.0,49.0,163.0,125.0,149.0,72.0,45.0,42.0,24.0,58.0,40.0,38.0,34.0,112.0,0.0,0.0,0.0
shade-500d,28.0,65.0,77.0,33.0,27.0,146.0,171.0,154.0,142.0,25.0,25.0,66.0,78.0,21.0,33.0,73.0,76.0,69.0,113.0,135.0,140.0,69.0,152.0,137.0,150.0,163.0,149.0,132.0,127.0,113.0,61.0,171.0,125.0,157.0,76.0,26.0,39.0,29.0,64.0,33.0,32.0,31.0,107.0,0.0,0.0,0.0
jDE-500d,31.0,73.0,75.0,38.0,20.0,147.0,163.0,167.0,159.0,31.0,13.0,74.0,79.0,17.0,27.0,86.0,76.0,54.0,121.0,141.0,152.0,62.0,156.0,153.0,154.0,155.0,134.0,135.0,126.0,122.0,41.0,161.0,116.0,151.0,92.0,30.0,43.0,26.0,62.0,30.0,19.0,34.0,94.0,0.0,0.0,0.0
None-500d,21.0,58.0,61.0,35.0,20.0,120.0,182.0,167.0,164.0,32.0,11.0,84.0,79.0,21.0,33.0,83.0,73.0,66.0,113.0,139.0,151.0,75.0,162.0,159.0,159.0,154.0,150.0,125.0,115.0,92.0,60.0,164.0,142.0,161.0,81.0,26.0,24.0,16.0,56.0,35.0,26.0,29.0,116.0,0.0,0.0,0.0
shade-300d,21.0,53.0,66.0,30.0,32.0,127.0,178.0,175.0,165.0,29.0,15.0,82.0,94.0,23.0,27.0,98.0,84.0,81.0,131.0,130.0,152.0,74.0,160.0,151.0,167.0,148.0,148.0,125.0,126.0,100.0,44.0,160.0,110.0,164.0,89.0,26.0,20.0,19.0,53.0,23.0,8.0,29.0,103.0,0.0,0.0,0.0
jDE-300d,30.0,72.0,73.0,29.0,43.0,147.0,174.0,166.0,167.0,19.0,16.0,74.0,108.0,20.0,24.0,91.0,84.0,73.0,133.0,128.0,145.0,60.0,153.0,126.0,155.0,143.0,133.0,129.0,127.0,93.0,49.0,157.0,105.0,160.0,102.0,29.0,27.0,17.0,59.0,33.0,29.0,32.0,106.0,0.0,0.0,0.0
None-300d,25.0,68.0,73.0,32.0,26.0,140.0,179.0,169.0,170.0,32.0,12.0,90.0,96.0,11.0,23.0,103.0,68.0,85.0,116.0,144.0,143.0,65.0,162.0,158.0,155.0,135.0,150.0,126.0,118.0,98.0,56.0,161.0,122.0,161.0,78.0,30.0,17.0,26.0,55.0,19.0,22.0,29.0,92.0,0.0,0.0,0.0
shade-100d,27.0,48.0,54.0,13.0,24.0,159.0,188.0,177.0,160.0,15.0,13.0,123.0,128.0,16.0,16.0,111.0,109.0,63.0,124.0,131.0,155.0,46.0,180.0,123.0,148.0,133.0,134.0,143.0,162.0,121.0,43.0,134.0,101.0,159.0,52.0,23.0,12.0,18.0,43.0,26.0,15.0,29.0,141.0,0.0,0.0,0.0
jDE-100d,14.0,51.0,71.0,15.0,25.0,163.0,185.0,180.0,152.0,10.0,17.0,126.0,112.0,17.0,14.0,124.0,105.0,51.0,141.0,145.0,164.0,48.0,185.0,125.0,139.0,131.0,128.0,152.0,151.0,111.0,34.0,131.0,92.0,154.0,65.0,18.0,15.0,25.0,49.0,33.0,11.0,28.0,133.0,0.0,0.0,0.0
None-100d,20.0,49.0,60.0,18.0,36.0,159.0,184.0,169.0,159.0,11.0,12.0,131.0,140.0,13.0,14.0,131.0,121.0,51.0,142.0,135.0,159.0,45.0,182.0,125.0,129.0,115.0,127.0,157.0,143.0,114.0,32.0,141.0,100.0,150.0,63.0,25.0,18.0,20.0,44.0,26.0,13.0,25.0,132.0,0.0,0.0,0.0
shade-50d,28.0,39.0,53.0,16.0,27.0,174.0,188.0,177.0,163.0,4.0,7.0,112.0,107.0,17.0,11.0,125.0,112.0,60.0,126.0,149.0,179.0,39.0,187.0,171.0,129.0,101.0,150.0,146.0,145.0,115.0,35.0,132.0,113.0,147.0,62.0,13.0,12.0,14.0,40.0,23.0,9.0,25.0,158.0,0.0,0.0,0.0
jDE-50d,30.0,57.0,63.0,32.0,18.0,182.0,178.0,175.0,159.0,9.0,9.0,114.0,120.0,15.0,15.0,125.0,111.0,58.0,129.0,153.0,170.0,38.0,178.0,162.0,132.0,101.0,138.0,144.0,141.0,107.0,33.0,121.0,95.0,137.0,65.0,19.0,17.0,23.0,43.0,23.0,18.0,27.0,156.0,0.0,0.0,0.0
None-50d,29.0,55.0,45.0,18.0,19.0,171.0,183.0,175.0,159.0,4.0,5.0,118.0,112.0,15.0,15.0,128.0,112.0,71.0,135.0,148.0,169.0,38.0,185.0,167.0,134.0,99.0,132.0,134.0,150.0,114.0,27.0,129.0,105.0,147.0,60.0,16.0,17.0,23.0,52.0,21.0,16.0,27.0,161.0,0.0,0.0,0.0
