,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,12.0,30.0,15.0,24.0,4.0,171.0,207.0,113.0,156.0,5.0,2.0,8.0,11.0,2.0,8.0,8.0,23.0,41.0,27.0,90.0,58.0,61.0,212.0,88.0,129.0,262.0,85.0,148.0,104.0,151.0,16.0,154.0,41.0,128.0,40.0,32.0,29.0,5.0,17.0,14.0,18.0,18.0,113.0,0.0,0.0,0.0
False-1500d,5.0,36.0,15.0,23.0,6.0,138.0,209.0,155.0,164.0,8.0,2.0,22.0,15.0,7.0,13.0,28.0,35.0,30.0,60.0,116.0,71.0,49.0,184.0,96.0,120.0,222.0,66.0,127.0,82.0,133.0,9.0,175.0,65.0,148.0,27.0,25.0,25.0,9.0,24.0,17.0,15.0,15.0,89.0,0.0,0.0,0.0
True-1000d,5.0,39.0,19.0,27.0,4.0,149.0,212.0,119.0,170.0,5.0,3.0,18.0,5.0,2.0,10.0,17.0,19.0,34.0,34.0,113.0,85.0,48.0,210.0,78.0,132.0,256.0,65.0,133.0,95.0,121.0,19.0,165.0,51.0,136.0,42.0,27.0,30.0,5.0,24.0,20.0,21.0,15.0,98.0,0.0,0.0,0.0
False-1000d,6.0,28.0,15.0,20.0,9.0,147.0,235.0,167.0,173.0,11.0,3.0,21.0,22.0,4.0,10.0,24.0,44.0,28.0,46.0,133.0,103.0,32.0,203.0,92.0,129.0,225.0,65.0,125.0,72.0,98.0,11.0,175.0,38.0,130.0,34.0,18.0,21.0,2.0,33.0,18.0,13.0,14.0,83.0,0.0,0.0,0.0
True-500d,8.0,31.0,30.0,13.0,5.0,139.0,224.0,182.0,164.0,6.0,2.0,12.0,13.0,3.0,16.0,17.0,18.0,34.0,55.0,138.0,156.0,40.0,174.0,145.0,164.0,179.0,94.0,70.0,62.0,72.0,30.0,175.0,87.0,143.0,34.0,10.0,22.0,6.0,31.0,13.0,9.0,10.0,44.0,0.0,0.0,0.0
False-500d,3.0,30.0,35.0,4.0,6.0,146.0,223.0,184.0,175.0,7.0,3.0,21.0,17.0,1.0,8.0,34.0,39.0,21.0,52.0,121.0,132.0,36.0,195.0,138.0,164.0,167.0,95.0,109.0,72.0,63.0,17.0,152.0,68.0,142.0,41.0,12.0,13.0,12.0,33.0,8.0,5.0,12.0,64.0,0.0,0.0,0.0
True-300d,2.0,19.0,30.0,7.0,5.0,151.0,230.0,219.0,202.0,4.0,3.0,9.0,19.0,1.0,12.0,27.0,25.0,39.0,81.0,113.0,145.0,48.0,180.0,148.0,191.0,129.0,141.0,42.0,57.0,42.0,10.0,189.0,55.0,178.0,32.0,8.0,4.0,5.0,19.0,7.0,5.0,11.0,36.0,0.0,0.0,0.0
False-300d,4.0,26.0,33.0,4.0,3.0,152.0,254.0,215.0,206.0,1.0,0.0,21.0,40.0,2.0,3.0,33.0,29.0,32.0,67.0,115.0,136.0,33.0,168.0,144.0,168.0,131.0,119.0,84.0,76.0,63.0,8.0,153.0,68.0,157.0,31.0,9.0,5.0,2.0,15.0,7.0,6.0,7.0,50.0,0.0,0.0,0.0
True-100d,3.0,8.0,15.0,2.0,8.0,173.0,279.0,225.0,182.0,0.0,1.0,49.0,44.0,0.0,0.0,56.0,39.0,8.0,47.0,109.0,175.0,3.0,254.0,119.0,107.0,140.0,49.0,135.0,99.0,53.0,6.0,124.0,45.0,151.0,12.0,2.0,4.0,4.0,9.0,3.0,2.0,9.0,127.0,0.0,0.0,0.0
False-100d,7.0,8.0,19.0,3.0,2.0,182.0,261.0,222.0,165.0,1.0,1.0,61.0,64.0,0.0,2.0,74.0,65.0,18.0,48.0,88.0,159.0,2.0,246.0,126.0,106.0,105.0,58.0,125.0,93.0,68.0,5.0,97.0,34.0,156.0,24.0,5.0,4.0,5.0,23.0,8.0,4.0,8.0,128.0,0.0,0.0,0.0
True-50d,4.0,7.0,13.0,6.0,8.0,231.0,259.0,223.0,153.0,1.0,0.0,90.0,35.0,1.0,1.0,89.0,85.0,20.0,36.0,104.0,206.0,2.0,251.0,186.0,93.0,99.0,63.0,66.0,54.0,40.0,5.0,64.0,47.0,127.0,13.0,1.0,4.0,1.0,6.0,1.0,4.0,2.0,179.0,0.0,0.0,0.0
False-50d,6.0,6.0,22.0,4.0,4.0,210.0,259.0,232.0,156.0,1.0,0.0,105.0,27.0,0.0,0.0,84.0,103.0,12.0,50.0,78.0,209.0,3.0,245.0,187.0,71.0,73.0,52.0,94.0,71.0,44.0,12.0,68.0,48.0,113.0,18.0,2.0,3.0,3.0,18.0,5.0,1.0,7.0,174.0,0.0,0.0,0.0
