,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
exp-1500d,20.0,20.0,11.0,13.0,59.0,104.0,267.0,253.0,153.0,22.0,37.0,142.0,81.0,11.0,96.0,66.0,65.0,100.0,133.0,154.0,217.0,158.0,257.0,162.0,203.0,149.0,97.0,139.0,76.0,72.0,115.0,247.0,151.0,258.0,6.0,12.0,8.0,26.0,10.0,15.0,8.0,13.0,114.0,0.0,0.0,0.0
bin-1500d,22.0,31.0,14.0,47.0,77.0,63.0,215.0,216.0,147.0,28.0,25.0,129.0,90.0,15.0,115.0,116.0,106.0,114.0,189.0,160.0,191.0,125.0,236.0,212.0,162.0,197.0,109.0,101.0,57.0,83.0,128.0,193.0,81.0,227.0,16.0,24.0,37.0,18.0,26.0,17.0,29.0,26.0,106.0,0.0,0.0,0.0
exp-1000d,18.0,22.0,13.0,20.0,74.0,77.0,271.0,254.0,157.0,15.0,26.0,102.0,64.0,12.0,83.0,54.0,64.0,90.0,185.0,167.0,212.0,175.0,256.0,190.0,207.0,171.0,116.0,105.0,66.0,89.0,146.0,240.0,113.0,260.0,7.0,8.0,7.0,31.0,15.0,14.0,17.0,16.0,91.0,0.0,0.0,0.0
bin-1000d,34.0,24.0,19.0,52.0,68.0,64.0,224.0,224.0,161.0,26.0,16.0,109.0,76.0,11.0,93.0,105.0,99.0,101.0,189.0,155.0,185.0,119.0,253.0,225.0,149.0,213.0,110.0,105.0,66.0,99.0,127.0,191.0,83.0,222.0,12.0,30.0,25.0,38.0,29.0,15.0,41.0,34.0,99.0,0.0,0.0,0.0
exp-500d,15.0,47.0,19.0,87.0,32.0,104.0,264.0,258.0,146.0,7.0,12.0,94.0,75.0,13.0,66.0,90.0,103.0,93.0,187.0,137.0,244.0,114.0,214.0,212.0,181.0,158.0,69.0,180.0,60.0,81.0,117.0,150.0,108.0,245.0,15.0,5.0,24.0,16.0,42.0,11.0,90.0,17.0,118.0,0.0,0.0,0.0
bin-500d,26.0,38.0,19.0,48.0,51.0,57.0,236.0,249.0,174.0,10.0,11.0,112.0,82.0,3.0,56.0,102.0,129.0,114.0,220.0,158.0,206.0,93.0,248.0,236.0,130.0,208.0,137.0,92.0,64.0,71.0,157.0,144.0,76.0,226.0,21.0,24.0,26.0,34.0,39.0,18.0,47.0,31.0,97.0,0.0,0.0,0.0
exp-300d,30.0,34.0,34.0,62.0,28.0,111.0,256.0,241.0,174.0,10.0,6.0,112.0,112.0,7.0,19.0,94.0,140.0,151.0,196.0,84.0,258.0,73.0,249.0,184.0,108.0,169.0,95.0,178.0,74.0,78.0,164.0,131.0,66.0,206.0,12.0,18.0,15.0,32.0,37.0,36.0,82.0,18.0,136.0,0.0,0.0,0.0
bin-300d,32.0,30.0,25.0,64.0,44.0,60.0,234.0,229.0,182.0,12.0,18.0,111.0,72.0,9.0,34.0,97.0,160.0,140.0,243.0,149.0,220.0,80.0,256.0,235.0,120.0,209.0,144.0,82.0,56.0,78.0,177.0,113.0,75.0,217.0,13.0,17.0,15.0,30.0,30.0,14.0,56.0,31.0,107.0,0.0,0.0,0.0
exp-100d,7.0,24.0,17.0,40.0,27.0,125.0,244.0,231.0,183.0,10.0,26.0,97.0,74.0,6.0,1.0,69.0,175.0,137.0,286.0,117.0,224.0,89.0,243.0,222.0,100.0,228.0,141.0,158.0,69.0,69.0,164.0,46.0,77.0,222.0,14.0,8.0,16.0,15.0,37.0,14.0,39.0,22.0,207.0,0.0,0.0,0.0
bin-100d,21.0,42.0,30.0,57.0,48.0,47.0,236.0,221.0,198.0,7.0,21.0,129.0,86.0,11.0,8.0,97.0,196.0,178.0,278.0,121.0,215.0,30.0,271.0,216.0,77.0,207.0,147.0,83.0,53.0,79.0,222.0,63.0,52.0,197.0,12.0,21.0,11.0,27.0,26.0,20.0,66.0,24.0,169.0,0.0,0.0,0.0
exp-50d,24.0,33.0,23.0,40.0,20.0,99.0,255.0,237.0,213.0,11.0,38.0,78.0,118.0,5.0,1.0,82.0,224.0,167.0,283.0,88.0,233.0,4.0,256.0,220.0,44.0,206.0,91.0,139.0,70.0,93.0,205.0,56.0,49.0,172.0,22.0,27.0,19.0,21.0,47.0,18.0,43.0,20.0,226.0,0.0,0.0,0.0
bin-50d,18.0,43.0,37.0,55.0,24.0,57.0,234.0,212.0,186.0,7.0,15.0,117.0,87.0,7.0,9.0,82.0,237.0,200.0,276.0,82.0,217.0,31.0,263.0,227.0,48.0,210.0,145.0,112.0,55.0,79.0,220.0,36.0,58.0,201.0,12.0,19.0,12.0,24.0,49.0,26.0,76.0,21.0,194.0,0.0,0.0,0.0
