,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,18.0,29.0,12.0,35.0,66.0,89.0,239.0,234.0,146.0,31.0,34.0,141.0,78.0,15.0,111.0,101.0,85.0,102.0,146.0,151.0,204.0,140.0,248.0,180.0,178.0,169.0,98.0,122.0,69.0,85.0,117.0,228.0,118.0,244.0,11.0,19.0,19.0,18.0,19.0,20.0,21.0,18.0,112.0,0.0,0.0,0.0
False-1500d,24.0,22.0,13.0,25.0,70.0,78.0,243.0,235.0,154.0,19.0,28.0,130.0,93.0,11.0,100.0,81.0,86.0,112.0,176.0,163.0,204.0,143.0,245.0,194.0,187.0,177.0,108.0,118.0,64.0,70.0,126.0,212.0,114.0,241.0,11.0,17.0,26.0,26.0,17.0,12.0,16.0,21.0,108.0,0.0,0.0,0.0
True-1000d,21.0,20.0,16.0,35.0,79.0,65.0,250.0,241.0,157.0,26.0,19.0,116.0,60.0,14.0,97.0,70.0,84.0,91.0,172.0,166.0,195.0,147.0,263.0,211.0,178.0,198.0,116.0,100.0,55.0,98.0,139.0,230.0,93.0,243.0,12.0,21.0,12.0,29.0,21.0,14.0,26.0,29.0,91.0,0.0,0.0,0.0
False-1000d,31.0,26.0,16.0,37.0,63.0,76.0,245.0,237.0,161.0,15.0,23.0,95.0,80.0,9.0,79.0,89.0,79.0,100.0,202.0,156.0,202.0,147.0,246.0,204.0,178.0,186.0,110.0,110.0,77.0,90.0,134.0,201.0,103.0,239.0,7.0,17.0,20.0,40.0,23.0,15.0,32.0,21.0,99.0,0.0,0.0,0.0
True-500d,21.0,35.0,15.0,59.0,50.0,85.0,256.0,258.0,159.0,9.0,12.0,104.0,80.0,9.0,66.0,93.0,107.0,95.0,198.0,149.0,230.0,100.0,229.0,223.0,150.0,182.0,114.0,128.0,63.0,78.0,139.0,149.0,100.0,235.0,12.0,19.0,25.0,27.0,43.0,15.0,65.0,28.0,106.0,0.0,0.0,0.0
False-500d,20.0,50.0,23.0,76.0,33.0,76.0,244.0,249.0,161.0,8.0,11.0,102.0,77.0,7.0,56.0,99.0,125.0,112.0,209.0,146.0,220.0,107.0,233.0,225.0,161.0,184.0,92.0,144.0,61.0,74.0,135.0,145.0,84.0,236.0,24.0,10.0,25.0,23.0,38.0,14.0,72.0,20.0,109.0,0.0,0.0,0.0
True-300d,37.0,29.0,29.0,71.0,32.0,84.0,254.0,235.0,174.0,8.0,10.0,111.0,87.0,9.0,32.0,79.0,142.0,131.0,220.0,115.0,245.0,71.0,254.0,208.0,123.0,187.0,123.0,130.0,67.0,73.0,172.0,127.0,73.0,215.0,15.0,23.0,18.0,32.0,35.0,26.0,74.0,26.0,114.0,0.0,0.0,0.0
False-300d,25.0,35.0,30.0,55.0,40.0,87.0,236.0,235.0,182.0,14.0,14.0,112.0,97.0,7.0,21.0,112.0,158.0,160.0,219.0,118.0,233.0,82.0,251.0,211.0,105.0,191.0,116.0,130.0,63.0,83.0,169.0,117.0,68.0,208.0,10.0,12.0,12.0,30.0,32.0,24.0,64.0,23.0,129.0,0.0,0.0,0.0
True-100d,14.0,27.0,24.0,54.0,44.0,88.0,239.0,222.0,198.0,8.0,28.0,116.0,75.0,9.0,4.0,74.0,180.0,151.0,283.0,127.0,216.0,60.0,254.0,219.0,95.0,218.0,146.0,117.0,58.0,75.0,201.0,60.0,60.0,203.0,13.0,17.0,16.0,21.0,37.0,14.0,53.0,23.0,179.0,0.0,0.0,0.0
False-100d,14.0,39.0,23.0,43.0,31.0,84.0,241.0,230.0,183.0,9.0,19.0,110.0,85.0,8.0,5.0,92.0,191.0,164.0,281.0,111.0,223.0,59.0,260.0,219.0,82.0,217.0,142.0,124.0,64.0,73.0,185.0,49.0,69.0,216.0,13.0,12.0,11.0,21.0,26.0,20.0,52.0,23.0,197.0,0.0,0.0,0.0
True-50d,21.0,38.0,30.0,57.0,23.0,74.0,245.0,221.0,192.0,9.0,26.0,92.0,100.0,9.0,4.0,75.0,231.0,181.0,275.0,89.0,230.0,17.0,257.0,221.0,48.0,217.0,121.0,125.0,65.0,84.0,216.0,47.0,52.0,177.0,20.0,25.0,17.0,26.0,53.0,21.0,70.0,24.0,195.0,0.0,0.0,0.0
False-50d,21.0,38.0,30.0,38.0,21.0,82.0,244.0,228.0,207.0,9.0,27.0,103.0,105.0,3.0,6.0,89.0,230.0,186.0,284.0,81.0,220.0,18.0,262.0,226.0,44.0,199.0,115.0,126.0,60.0,88.0,209.0,45.0,55.0,196.0,14.0,21.0,14.0,19.0,43.0,23.0,49.0,17.0,225.0,0.0,0.0,0.0
