,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
rand-1500d,4.0,15.0,3.0,14.0,1.0,78.0,107.0,64.0,81.0,2.0,1.0,8.0,4.0,2.0,3.0,10.0,10.0,15.0,28.0,55.0,24.0,27.0,105.0,48.0,70.0,123.0,31.0,73.0,49.0,77.0,1.0,78.0,20.0,71.0,17.0,20.0,14.0,1.0,10.0,8.0,12.0,7.0,49.0,0.0,0.0,0.0
pbest-1500d,5.0,20.0,12.0,16.0,4.0,72.0,97.0,68.0,82.0,2.0,0.0,4.0,10.0,3.0,4.0,9.0,22.0,12.0,23.0,41.0,27.0,26.0,94.0,46.0,65.0,123.0,35.0,74.0,47.0,77.0,6.0,82.0,25.0,68.0,19.0,14.0,16.0,5.0,8.0,13.0,7.0,10.0,47.0,0.0,0.0,0.0
best-1500d,7.0,20.0,10.0,15.0,3.0,79.0,101.0,69.0,72.0,4.0,1.0,11.0,8.0,2.0,6.0,8.0,16.0,18.0,25.0,59.0,36.0,28.0,92.0,49.0,52.0,121.0,40.0,65.0,38.0,73.0,6.0,81.0,23.0,57.0,21.0,13.0,15.0,6.0,16.0,5.0,10.0,8.0,51.0,0.0,0.0,0.0
None-1500d,1.0,11.0,5.0,2.0,2.0,80.0,111.0,67.0,85.0,5.0,2.0,7.0,4.0,2.0,8.0,9.0,10.0,26.0,11.0,51.0,42.0,29.0,105.0,41.0,62.0,117.0,45.0,63.0,52.0,57.0,12.0,88.0,38.0,80.0,10.0,10.0,9.0,2.0,7.0,5.0,4.0,8.0,55.0,0.0,0.0,0.0
rand-1000d,1.0,13.0,7.0,17.0,2.0,74.0,115.0,63.0,82.0,5.0,0.0,10.0,6.0,0.0,9.0,15.0,15.0,13.0,22.0,60.0,42.0,20.0,106.0,40.0,65.0,120.0,27.0,73.0,42.0,68.0,5.0,77.0,18.0,63.0,21.0,14.0,14.0,2.0,19.0,13.0,12.0,8.0,42.0,0.0,0.0,0.0
pbest-1000d,4.0,20.0,9.0,13.0,4.0,71.0,115.0,83.0,82.0,4.0,1.0,11.0,11.0,2.0,2.0,10.0,13.0,13.0,18.0,52.0,47.0,19.0,101.0,35.0,66.0,120.0,33.0,70.0,43.0,53.0,7.0,97.0,25.0,64.0,21.0,16.0,13.0,1.0,11.0,7.0,4.0,6.0,43.0,0.0,0.0,0.0
best-1000d,2.0,22.0,9.0,13.0,4.0,78.0,106.0,74.0,87.0,3.0,3.0,12.0,5.0,3.0,5.0,7.0,18.0,12.0,13.0,66.0,39.0,20.0,100.0,40.0,57.0,121.0,34.0,63.0,52.0,54.0,7.0,87.0,18.0,70.0,21.0,9.0,13.0,3.0,16.0,10.0,12.0,7.0,45.0,0.0,0.0,0.0
None-1000d,4.0,12.0,9.0,4.0,3.0,73.0,111.0,66.0,92.0,4.0,2.0,6.0,5.0,1.0,4.0,9.0,17.0,24.0,27.0,68.0,60.0,21.0,106.0,55.0,73.0,120.0,36.0,52.0,30.0,44.0,11.0,79.0,28.0,69.0,13.0,6.0,11.0,1.0,11.0,8.0,6.0,8.0,51.0,0.0,0.0,0.0
rand-500d,3.0,14.0,15.0,5.0,2.0,78.0,111.0,95.0,79.0,3.0,2.0,8.0,8.0,3.0,7.0,13.0,13.0,11.0,24.0,64.0,67.0,22.0,87.0,73.0,82.0,86.0,43.0,38.0,35.0,40.0,12.0,87.0,40.0,75.0,18.0,4.0,11.0,5.0,14.0,5.0,3.0,8.0,27.0,0.0,0.0,0.0
pbest-500d,5.0,13.0,14.0,4.0,3.0,67.0,109.0,89.0,89.0,5.0,0.0,8.0,8.0,1.0,5.0,9.0,13.0,19.0,25.0,65.0,71.0,19.0,87.0,64.0,89.0,90.0,48.0,51.0,30.0,29.0,12.0,84.0,48.0,72.0,17.0,5.0,12.0,4.0,19.0,6.0,2.0,3.0,27.0,0.0,0.0,0.0
