,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
exp-1500d,9.0,33.0,10.0,22.0,7.0,174.0,214.0,137.0,151.0,5.0,3.0,8.0,5.0,4.0,10.0,15.0,18.0,36.0,31.0,93.0,57.0,67.0,203.0,96.0,108.0,243.0,64.0,141.0,104.0,165.0,14.0,174.0,53.0,138.0,34.0,26.0,22.0,4.0,21.0,13.0,14.0,15.0,119.0,0.0,0.0,0.0
bin-1500d,8.0,33.0,20.0,25.0,3.0,135.0,202.0,131.0,169.0,8.0,1.0,22.0,21.0,5.0,11.0,21.0,40.0,35.0,56.0,113.0,72.0,43.0,193.0,88.0,141.0,241.0,87.0,134.0,82.0,119.0,11.0,155.0,53.0,138.0,33.0,31.0,32.0,10.0,20.0,18.0,19.0,18.0,83.0,0.0,0.0,0.0
exp-1000d,6.0,31.0,16.0,24.0,7.0,154.0,230.0,144.0,164.0,8.0,2.0,14.0,6.0,1.0,8.0,14.0,21.0,36.0,37.0,114.0,87.0,50.0,213.0,92.0,126.0,243.0,55.0,124.0,91.0,121.0,19.0,168.0,49.0,130.0,32.0,24.0,26.0,3.0,29.0,22.0,21.0,15.0,103.0,0.0,0.0,0.0
bin-1000d,5.0,36.0,18.0,23.0,6.0,142.0,217.0,142.0,179.0,8.0,4.0,25.0,21.0,5.0,12.0,27.0,42.0,26.0,43.0,132.0,101.0,30.0,200.0,78.0,135.0,238.0,75.0,134.0,76.0,98.0,11.0,172.0,40.0,136.0,44.0,21.0,25.0,4.0,28.0,16.0,13.0,14.0,78.0,0.0,0.0,0.0
exp-500d,3.0,25.0,32.0,8.0,7.0,146.0,231.0,179.0,164.0,7.0,2.0,12.0,10.0,1.0,9.0,15.0,24.0,39.0,51.0,130.0,149.0,50.0,183.0,154.0,168.0,167.0,90.0,81.0,62.0,65.0,30.0,175.0,92.0,135.0,37.0,11.0,12.0,8.0,33.0,8.0,6.0,10.0,59.0,0.0,0.0,0.0
bin-500d,8.0,36.0,33.0,9.0,4.0,139.0,216.0,187.0,175.0,6.0,3.0,21.0,20.0,3.0,15.0,36.0,33.0,16.0,56.0,129.0,139.0,26.0,186.0,129.0,160.0,179.0,99.0,98.0,72.0,70.0,17.0,152.0,63.0,150.0,38.0,11.0,23.0,10.0,31.0,13.0,8.0,12.0,49.0,0.0,0.0,0.0
exp-300d,2.0,21.0,31.0,5.0,6.0,155.0,241.0,226.0,207.0,4.0,0.0,9.0,26.0,3.0,5.0,27.0,19.0,52.0,72.0,103.0,136.0,55.0,165.0,163.0,186.0,113.0,140.0,63.0,66.0,46.0,9.0,174.0,71.0,169.0,27.0,7.0,1.0,5.0,14.0,6.0,4.0,10.0,36.0,0.0,0.0,0.0
bin-300d,4.0,24.0,32.0,6.0,2.0,148.0,243.0,208.0,201.0,1.0,3.0,21.0,33.0,0.0,10.0,33.0,35.0,19.0,76.0,125.0,145.0,26.0,183.0,129.0,173.0,147.0,120.0,63.0,67.0,59.0,9.0,168.0,52.0,166.0,36.0,10.0,8.0,2.0,20.0,8.0,7.0,8.0,50.0,0.0,0.0,0.0
exp-100d,5.0,11.0,9.0,2.0,5.0,185.0,270.0,220.0,174.0,0.0,2.0,57.0,51.0,0.0,2.0,67.0,56.0,12.0,46.0,98.0,154.0,3.0,259.0,127.0,97.0,124.0,50.0,133.0,103.0,61.0,5.0,106.0,48.0,157.0,9.0,4.0,2.0,5.0,12.0,6.0,1.0,10.0,132.0,0.0,0.0,0.0
bin-100d,5.0,5.0,25.0,3.0,5.0,170.0,270.0,227.0,173.0,1.0,0.0,53.0,57.0,0.0,0.0,63.0,48.0,14.0,49.0,99.0,180.0,2.0,241.0,118.0,116.0,121.0,57.0,127.0,89.0,60.0,6.0,115.0,31.0,150.0,27.0,3.0,6.0,4.0,20.0,5.0,5.0,7.0,123.0,0.0,0.0,0.0
exp-50d,3.0,6.0,17.0,5.0,6.0,230.0,260.0,229.0,152.0,1.0,0.0,105.0,30.0,1.0,1.0,90.0,100.0,12.0,45.0,76.0,214.0,2.0,248.0,187.0,78.0,91.0,53.0,86.0,65.0,43.0,6.0,65.0,46.0,107.0,15.0,2.0,3.0,3.0,11.0,3.0,2.0,4.0,177.0,0.0,0.0,0.0
bin-50d,7.0,7.0,18.0,5.0,6.0,211.0,258.0,226.0,157.0,1.0,0.0,90.0,32.0,0.0,0.0,83.0,88.0,20.0,41.0,106.0,201.0,3.0,248.0,186.0,86.0,81.0,62.0,74.0,60.0,41.0,11.0,67.0,49.0,133.0,16.0,1.0,4.0,1.0,13.0,3.0,3.0,5.0,176.0,0.0,0.0,0.0
