,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
2-1500d,43.0,53.0,37.0,53.0,129.0,126.0,256.0,249.0,198.0,52.0,58.0,182.0,125.0,36.0,108.0,156.0,120.0,146.0,214.0,211.0,236.0,186.0,265.0,209.0,210.0,218.0,166.0,137.0,120.0,138.0,164.0,240.0,151.0,257.0,21.0,52.0,43.0,47.0,41.0,39.0,67.0,61.0,140.0,0.0,0.0,0.0
1-1500d,45.0,55.0,38.0,49.0,72.0,139.0,262.0,256.0,185.0,67.0,60.0,180.0,144.0,41.0,146.0,152.0,141.0,152.0,195.0,183.0,222.0,174.0,255.0,232.0,212.0,194.0,155.0,186.0,112.0,126.0,152.0,245.0,168.0,260.0,37.0,34.0,43.0,38.0,56.0,39.0,45.0,42.0,171.0,0.0,0.0,0.0
2-1000d,55.0,56.0,42.0,71.0,97.0,135.0,259.0,263.0,190.0,40.0,47.0,165.0,134.0,31.0,89.0,125.0,116.0,151.0,226.0,211.0,228.0,186.0,275.0,240.0,209.0,218.0,179.0,150.0,124.0,149.0,184.0,224.0,142.0,252.0,36.0,39.0,39.0,67.0,44.0,31.0,52.0,55.0,134.0,0.0,0.0,0.0
1-1000d,59.0,59.0,36.0,64.0,109.0,117.0,264.0,240.0,202.0,59.0,65.0,154.0,118.0,38.0,121.0,126.0,115.0,154.0,210.0,196.0,242.0,179.0,262.0,234.0,209.0,211.0,159.0,153.0,119.0,138.0,172.0,241.0,140.0,264.0,32.0,38.0,41.0,58.0,57.0,44.0,61.0,52.0,148.0,0.0,0.0,0.0
2-500d,41.0,76.0,48.0,108.0,78.0,128.0,267.0,263.0,205.0,29.0,39.0,144.0,112.0,30.0,72.0,139.0,141.0,147.0,232.0,183.0,243.0,151.0,248.0,246.0,186.0,217.0,177.0,178.0,115.0,124.0,193.0,183.0,125.0,255.0,45.0,26.0,59.0,51.0,93.0,49.0,113.0,50.0,151.0,0.0,0.0,0.0
1-500d,42.0,79.0,47.0,69.0,68.0,140.0,256.0,265.0,212.0,41.0,50.0,165.0,140.0,28.0,91.0,149.0,146.0,156.0,228.0,169.0,247.0,165.0,258.0,246.0,190.0,212.0,152.0,170.0,107.0,129.0,174.0,179.0,150.0,257.0,36.0,41.0,43.0,43.0,74.0,36.0,74.0,58.0,178.0,0.0,0.0,0.0
2-300d,62.0,66.0,64.0,108.0,79.0,140.0,261.0,252.0,216.0,26.0,42.0,163.0,132.0,15.0,50.0,145.0,187.0,186.0,246.0,166.0,254.0,119.0,267.0,228.0,146.0,234.0,179.0,154.0,116.0,127.0,192.0,160.0,101.0,226.0,32.0,42.0,44.0,57.0,74.0,57.0,113.0,66.0,166.0,0.0,0.0,0.0
1-300d,58.0,93.0,64.0,86.0,64.0,132.0,258.0,250.0,221.0,35.0,37.0,167.0,146.0,29.0,57.0,154.0,184.0,176.0,236.0,141.0,262.0,120.0,261.0,237.0,151.0,205.0,163.0,178.0,106.0,114.0,206.0,155.0,124.0,240.0,37.0,38.0,51.0,55.0,83.0,57.0,101.0,49.0,179.0,0.0,0.0,0.0
2-100d,45.0,64.0,57.0,81.0,79.0,138.0,252.0,246.0,229.0,24.0,55.0,156.0,110.0,29.0,14.0,128.0,192.0,196.0,282.0,163.0,238.0,91.0,277.0,239.0,141.0,260.0,194.0,183.0,126.0,122.0,220.0,91.0,107.0,229.0,47.0,43.0,43.0,52.0,75.0,60.0,99.0,62.0,221.0,0.0,0.0,0.0
1-100d,38.0,83.0,48.0,91.0,64.0,151.0,260.0,252.0,219.0,24.0,66.0,157.0,129.0,23.0,20.0,142.0,204.0,218.0,287.0,148.0,240.0,102.0,272.0,241.0,128.0,224.0,201.0,160.0,96.0,127.0,250.0,103.0,111.0,242.0,32.0,35.0,40.0,47.0,70.0,44.0,81.0,51.0,239.0,0.0,0.0,0.0
2-50d,36.0,83.0,60.0,87.0,48.0,133.0,260.0,247.0,234.0,19.0,64.0,134.0,144.0,20.0,25.0,130.0,244.0,211.0,284.0,129.0,240.0,35.0,278.0,247.0,105.0,256.0,170.0,182.0,123.0,139.0,231.0,74.0,97.0,225.0,63.0,54.0,54.0,58.0,97.0,48.0,101.0,52.0,239.0,0.0,0.0,0.0
1-50d,46.0,87.0,65.0,84.0,36.0,134.0,255.0,247.0,222.0,39.0,78.0,157.0,155.0,19.0,30.0,147.0,247.0,226.0,286.0,118.0,246.0,35.0,265.0,246.0,92.0,235.0,162.0,174.0,118.0,127.0,240.0,93.0,87.0,217.0,51.0,49.0,50.0,46.0,86.0,56.0,110.0,58.0,239.0,0.0,0.0,0.0
