,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
best-500d,2.0,8.0,3.0,24.0,9.0,8.0,125.0,126.0,59.0,1.0,2.0,18.0,15.0,1.0,17.0,17.0,30.0,26.0,84.0,50.0,92.0,24.0,98.0,101.0,67.0,70.0,26.0,39.0,6.0,9.0,42.0,52.0,26.0,103.0,1.0,0.0,5.0,3.0,6.0,1.0,20.0,3.0,21.0,0.0,0.0,0.0
None-500d,2.0,1.0,2.0,22.0,8.0,15.0,113.0,106.0,58.0,0.0,2.0,27.0,15.0,2.0,18.0,12.0,33.0,36.0,92.0,55.0,83.0,22.0,111.0,85.0,60.0,79.0,21.0,33.0,10.0,21.0,49.0,61.0,16.0,104.0,4.0,3.0,3.0,6.0,3.0,3.0,19.0,6.0,19.0,0.0,0.0,0.0
rand-300d,7.0,4.0,7.0,14.0,9.0,19.0,106.0,103.0,56.0,1.0,1.0,15.0,20.0,1.0,7.0,27.0,53.0,38.0,87.0,38.0,90.0,24.0,116.0,78.0,38.0,68.0,24.0,53.0,11.0,20.0,59.0,61.0,21.0,85.0,1.0,7.0,6.0,5.0,3.0,6.0,14.0,3.0,34.0,0.0,0.0,0.0
pbest-300d,4.0,10.0,5.0,17.0,10.0,12.0,113.0,108.0,55.0,0.0,1.0,31.0,15.0,0.0,7.0,24.0,57.0,44.0,91.0,33.0,94.0,17.0,113.0,91.0,46.0,69.0,24.0,52.0,21.0,13.0,55.0,49.0,9.0,85.0,3.0,1.0,3.0,12.0,3.0,2.0,15.0,5.0,21.0,0.0,0.0,0.0
best-300d,2.0,1.0,5.0,23.0,9.0,17.0,116.0,107.0,65.0,0.0,2.0,25.0,22.0,0.0,5.0,21.0,52.0,35.0,84.0,38.0,99.0,20.0,111.0,95.0,42.0,74.0,21.0,47.0,6.0,20.0,59.0,45.0,18.0,82.0,2.0,6.0,2.0,6.0,5.0,4.0,19.0,3.0,25.0,0.0,0.0,0.0
None-300d,1.0,5.0,5.0,11.0,9.0,19.0,105.0,93.0,70.0,3.0,2.0,28.0,20.0,3.0,5.0,21.0,65.0,57.0,85.0,34.0,103.0,15.0,123.0,80.0,33.0,75.0,29.0,35.0,7.0,21.0,70.0,40.0,15.0,85.0,1.0,1.0,3.0,10.0,1.0,3.0,15.0,1.0,33.0,0.0,0.0,0.0
rand-100d,0.0,9.0,2.0,11.0,3.0,16.0,98.0,103.0,78.0,1.0,4.0,30.0,19.0,0.0,0.0,20.0,73.0,56.0,134.0,34.0,78.0,7.0,110.0,92.0,33.0,85.0,44.0,35.0,11.0,12.0,66.0,9.0,11.0,72.0,0.0,1.0,1.0,4.0,2.0,0.0,7.0,3.0,66.0,0.0,0.0,0.0
pbest-100d,1.0,5.0,5.0,8.0,6.0,7.0,101.0,92.0,62.0,0.0,5.0,20.0,13.0,1.0,0.0,16.0,83.0,50.0,128.0,52.0,88.0,11.0,119.0,92.0,30.0,85.0,32.0,40.0,11.0,19.0,73.0,14.0,12.0,74.0,1.0,2.0,2.0,6.0,5.0,2.0,10.0,2.0,55.0,0.0,0.0,0.0
best-100d,0.0,1.0,4.0,15.0,6.0,16.0,101.0,102.0,72.0,1.0,3.0,26.0,14.0,0.0,1.0,15.0,74.0,43.0,134.0,41.0,94.0,11.0,119.0,92.0,30.0,83.0,25.0,33.0,8.0,21.0,73.0,7.0,15.0,83.0,1.0,4.0,1.0,4.0,3.0,1.0,14.0,0.0,49.0,0.0,0.0,0.0
None-100d,2.0,3.0,4.0,12.0,9.0,10.0,111.0,88.0,72.0,3.0,2.0,24.0,12.0,1.0,0.0,17.0,82.0,58.0,131.0,35.0,87.0,15.0,119.0,87.0,19.0,80.0,28.0,29.0,13.0,13.0,72.0,16.0,5.0,80.0,2.0,3.0,1.0,6.0,4.0,1.0,13.0,2.0,69.0,0.0,0.0,0.0
rand-50d,1.0,8.0,8.0,5.0,3.0,17.0,117.0,98.0,77.0,1.0,2.0,15.0,21.0,0.0,0.0,12.0,96.0,69.0,132.0,18.0,98.0,5.0,127.0,95.0,5.0,62.0,23.0,28.0,10.0,20.0,82.0,6.0,11.0,58.0,2.0,5.0,1.0,4.0,5.0,2.0,8.0,2.0,81.0,0.0,0.0,0.0
pbest-50d,1.0,4.0,3.0,14.0,5.0,13.0,99.0,90.0,84.0,2.0,2.0,21.0,14.0,1.0,0.0,7.0,98.0,56.0,129.0,23.0,105.0,2.0,122.0,100.0,15.0,78.0,29.0,29.0,10.0,25.0,86.0,8.0,2.0,60.0,2.0,4.0,1.0,4.0,8.0,2.0,11.0,0.0,71.0,0.0,0.0,0.0
best-50d,4.0,6.0,5.0,16.0,5.0,13.0,105.0,90.0,69.0,2.0,2.0,28.0,18.0,0.0,0.0,15.0,90.0,50.0,129.0,29.0,99.0,0.0,111.0,97.0,15.0,75.0,26.0,33.0,10.0,24.0,82.0,9.0,8.0,64.0,3.0,1.0,0.0,8.0,7.0,2.0,15.0,3.0,72.0,0.0,0.0,0.0
None-50d,2.0,4.0,5.0,9.0,5.0,18.0,114.0,101.0,82.0,2.0,1.0,16.0,12.0,2.0,1.0,13.0,99.0,57.0,136.0,10.0,101.0,4.0,123.0,92.0,5.0,80.0,27.0,20.0,5.0,14.0,82.0,9.0,13.0,63.0,0.0,4.0,1.0,2.0,7.0,0.0,10.0,4.0,85.0,0.0,0.0,0.0
