,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,2.0,8.0,4.0,10.0,42.0,48.0,207.0,194.0,111.0,1.0,4.0,76.0,37.0,2.0,61.0,43.0,34.0,36.0,119.0,138.0,144.0,86.0,243.0,130.0,140.0,155.0,51.0,99.0,20.0,35.0,63.0,181.0,57.0,214.0,1.0,7.0,11.0,5.0,2.0,6.0,5.0,1.0,47.0,0.0,0.0,0.0
False-1500d,11.0,13.0,5.0,8.0,19.0,24.0,225.0,222.0,95.0,12.0,14.0,44.0,27.0,8.0,99.0,49.0,55.0,73.0,119.0,90.0,168.0,106.0,200.0,149.0,121.0,97.0,37.0,47.0,29.0,29.0,84.0,209.0,76.0,206.0,6.0,5.0,6.0,10.0,6.0,4.0,3.0,13.0,57.0,0.0,0.0,0.0
True-1000d,4.0,7.0,11.0,19.0,51.0,31.0,211.0,188.0,136.0,2.0,1.0,43.0,22.0,0.0,30.0,19.0,35.0,29.0,167.0,153.0,122.0,76.0,242.0,173.0,128.0,207.0,49.0,55.0,22.0,50.0,90.0,161.0,42.0,218.0,1.0,12.0,5.0,15.0,5.0,1.0,7.0,5.0,35.0,0.0,0.0,0.0
False-1000d,7.0,5.0,5.0,9.0,19.0,32.0,232.0,240.0,83.0,5.0,11.0,42.0,38.0,6.0,96.0,52.0,47.0,52.0,109.0,89.0,161.0,86.0,213.0,154.0,137.0,111.0,37.0,56.0,17.0,31.0,78.0,217.0,62.0,204.0,3.0,8.0,11.0,14.0,7.0,5.0,8.0,21.0,60.0,0.0,0.0,0.0
True-500d,3.0,12.0,6.0,78.0,13.0,21.0,206.0,216.0,122.0,0.0,0.0,45.0,28.0,0.0,1.0,33.0,94.0,60.0,231.0,140.0,157.0,19.0,183.0,200.0,109.0,193.0,75.0,89.0,11.0,32.0,107.0,39.0,23.0,204.0,4.0,7.0,2.0,2.0,7.0,0.0,70.0,7.0,31.0,0.0,0.0,0.0
False-500d,8.0,9.0,4.0,6.0,18.0,26.0,252.0,244.0,96.0,2.0,8.0,48.0,43.0,5.0,73.0,41.0,50.0,51.0,94.0,71.0,191.0,87.0,230.0,163.0,149.0,89.0,27.0,69.0,25.0,24.0,64.0,203.0,74.0,201.0,5.0,5.0,17.0,11.0,9.0,6.0,5.0,9.0,68.0,0.0,0.0,0.0
True-300d,11.0,10.0,14.0,54.0,20.0,8.0,196.0,180.0,123.0,1.0,1.0,46.0,38.0,0.0,0.0,39.0,180.0,106.0,245.0,79.0,182.0,8.0,236.0,192.0,54.0,168.0,68.0,44.0,18.0,43.0,160.0,23.0,19.0,132.0,4.0,10.0,5.0,17.0,10.0,5.0,58.0,8.0,65.0,0.0,0.0,0.0
False-300d,3.0,10.0,8.0,11.0,17.0,59.0,244.0,231.0,123.0,3.0,5.0,53.0,39.0,4.0,24.0,54.0,47.0,68.0,102.0,64.0,204.0,68.0,227.0,152.0,105.0,118.0,30.0,143.0,27.0,31.0,83.0,172.0,44.0,205.0,3.0,5.0,9.0,16.0,2.0,10.0,5.0,4.0,48.0,0.0,0.0,0.0
True-100d,1.0,5.0,8.0,12.0,10.0,34.0,198.0,161.0,154.0,5.0,12.0,45.0,30.0,0.0,0.0,26.0,215.0,145.0,280.0,33.0,178.0,2.0,264.0,189.0,14.0,162.0,54.0,42.0,29.0,39.0,178.0,5.0,8.0,102.0,1.0,1.0,3.0,7.0,7.0,3.0,11.0,4.0,203.0,0.0,0.0,0.0
False-100d,2.0,13.0,7.0,34.0,14.0,15.0,213.0,224.0,130.0,0.0,2.0,55.0,28.0,2.0,1.0,42.0,97.0,62.0,247.0,129.0,169.0,42.0,203.0,174.0,98.0,171.0,75.0,95.0,14.0,26.0,106.0,41.0,35.0,207.0,3.0,9.0,2.0,13.0,7.0,1.0,33.0,3.0,36.0,0.0,0.0,0.0
True-50d,1.0,8.0,1.0,4.0,3.0,41.0,233.0,199.0,185.0,6.0,5.0,36.0,32.0,0.0,0.0,12.0,193.0,118.0,278.0,12.0,197.0,0.0,258.0,199.0,3.0,151.0,43.0,62.0,23.0,29.0,143.0,25.0,13.0,107.0,2.0,3.0,1.0,2.0,8.0,1.0,6.0,0.0,237.0,0.0,0.0,0.0
False-50d,7.0,14.0,20.0,40.0,15.0,20.0,202.0,180.0,127.0,1.0,2.0,44.0,33.0,3.0,1.0,35.0,190.0,114.0,248.0,68.0,206.0,11.0,225.0,185.0,37.0,144.0,62.0,48.0,12.0,54.0,189.0,7.0,21.0,138.0,5.0,11.0,2.0,16.0,19.0,5.0,38.0,9.0,72.0,0.0,0.0,0.0
