,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
2-1500d,46.0,87.0,63.0,60.0,39.0,219.0,249.0,198.0,224.0,61.0,39.0,124.0,110.0,46.0,50.0,116.0,128.0,113.0,172.0,202.0,206.0,165.0,251.0,161.0,220.0,275.0,182.0,215.0,204.0,241.0,53.0,231.0,153.0,221.0,96.0,63.0,61.0,33.0,62.0,45.0,45.0,41.0,190.0,0.0,0.0,0.0
1-1500d,55.0,77.0,67.0,71.0,57.0,211.0,238.0,225.0,213.0,64.0,38.0,99.0,83.0,38.0,70.0,96.0,133.0,130.0,173.0,188.0,175.0,192.0,235.0,192.0,199.0,248.0,182.0,202.0,197.0,220.0,74.0,242.0,166.0,214.0,99.0,72.0,77.0,32.0,80.0,63.0,61.0,54.0,158.0,0.0,0.0,0.0
2-1000d,42.0,90.0,79.0,69.0,43.0,210.0,262.0,221.0,212.0,51.0,25.0,127.0,115.0,42.0,49.0,110.0,103.0,79.0,157.0,209.0,211.0,120.0,248.0,183.0,229.0,264.0,193.0,204.0,207.0,214.0,70.0,257.0,180.0,219.0,118.0,56.0,64.0,26.0,88.0,51.0,53.0,41.0,169.0,0.0,0.0,0.0
1-1000d,46.0,90.0,77.0,53.0,43.0,234.0,244.0,213.0,234.0,65.0,27.0,109.0,112.0,33.0,52.0,97.0,145.0,98.0,165.0,199.0,187.0,155.0,239.0,177.0,208.0,261.0,195.0,204.0,187.0,206.0,65.0,236.0,155.0,224.0,121.0,66.0,65.0,47.0,79.0,60.0,59.0,55.0,173.0,0.0,0.0,0.0
2-500d,37.0,89.0,119.0,58.0,25.0,208.0,259.0,246.0,233.0,40.0,22.0,114.0,118.0,28.0,47.0,131.0,118.0,97.0,177.0,207.0,225.0,88.0,234.0,231.0,234.0,234.0,212.0,196.0,191.0,145.0,78.0,251.0,188.0,247.0,124.0,40.0,52.0,30.0,90.0,44.0,43.0,50.0,160.0,0.0,0.0,0.0
1-500d,43.0,107.0,94.0,48.0,42.0,205.0,257.0,242.0,232.0,48.0,27.0,110.0,118.0,31.0,46.0,111.0,107.0,92.0,170.0,208.0,218.0,118.0,236.0,218.0,229.0,238.0,221.0,196.0,177.0,182.0,84.0,245.0,195.0,222.0,125.0,42.0,54.0,41.0,92.0,54.0,34.0,44.0,157.0,0.0,0.0,0.0
2-300d,31.0,98.0,120.0,44.0,44.0,216.0,264.0,260.0,255.0,32.0,22.0,137.0,144.0,31.0,40.0,147.0,111.0,112.0,204.0,199.0,224.0,97.0,243.0,211.0,251.0,210.0,204.0,183.0,187.0,140.0,74.0,239.0,162.0,251.0,137.0,38.0,22.0,27.0,83.0,41.0,23.0,48.0,154.0,0.0,0.0,0.0
1-300d,45.0,95.0,92.0,47.0,57.0,198.0,267.0,250.0,247.0,48.0,21.0,109.0,154.0,23.0,34.0,145.0,125.0,127.0,176.0,203.0,216.0,102.0,232.0,224.0,226.0,216.0,227.0,197.0,184.0,151.0,75.0,239.0,175.0,234.0,132.0,47.0,42.0,35.0,84.0,34.0,36.0,42.0,147.0,0.0,0.0,0.0
2-100d,29.0,69.0,104.0,25.0,39.0,233.0,282.0,271.0,245.0,12.0,19.0,185.0,184.0,24.0,18.0,179.0,152.0,73.0,195.0,216.0,239.0,66.0,274.0,182.0,218.0,211.0,192.0,234.0,233.0,170.0,54.0,209.0,148.0,229.0,89.0,26.0,20.0,33.0,70.0,41.0,21.0,44.0,203.0,0.0,0.0,0.0
1-100d,32.0,79.0,81.0,21.0,46.0,248.0,275.0,255.0,226.0,24.0,23.0,195.0,196.0,22.0,26.0,187.0,183.0,92.0,212.0,195.0,239.0,73.0,273.0,191.0,198.0,168.0,197.0,218.0,223.0,176.0,55.0,197.0,145.0,234.0,91.0,40.0,25.0,30.0,66.0,44.0,18.0,38.0,203.0,0.0,0.0,0.0
2-50d,44.0,81.0,86.0,35.0,29.0,266.0,272.0,259.0,246.0,8.0,8.0,166.0,163.0,25.0,18.0,186.0,158.0,96.0,191.0,229.0,262.0,62.0,277.0,256.0,206.0,147.0,209.0,218.0,222.0,155.0,47.0,194.0,142.0,213.0,102.0,32.0,20.0,33.0,65.0,28.0,22.0,40.0,242.0,0.0,0.0,0.0
1-50d,43.0,70.0,75.0,31.0,35.0,261.0,277.0,268.0,235.0,9.0,13.0,178.0,176.0,22.0,23.0,192.0,177.0,93.0,199.0,221.0,256.0,53.0,273.0,244.0,189.0,154.0,211.0,206.0,214.0,181.0,48.0,188.0,171.0,218.0,85.0,16.0,26.0,27.0,70.0,39.0,21.0,39.0,233.0,0.0,0.0,0.0
