,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
target-1500d,4.0,9.0,3.0,5.0,14.0,17.0,127.0,142.0,73.0,1.0,6.0,36.0,23.0,3.0,68.0,29.0,35.0,57.0,88.0,87.0,103.0,68.0,151.0,88.0,72.0,65.0,42.0,46.0,17.0,12.0,52.0,126.0,37.0,139.0,1.0,2.0,12.0,5.0,5.0,6.0,4.0,2.0,38.0,0.0,0.0,0.0
rand-1500d,3.0,5.0,3.0,9.0,26.0,29.0,148.0,127.0,59.0,6.0,7.0,39.0,17.0,2.0,42.0,26.0,18.0,24.0,80.0,76.0,101.0,72.0,150.0,92.0,108.0,97.0,23.0,42.0,10.0,25.0,44.0,144.0,58.0,143.0,4.0,4.0,3.0,8.0,1.0,1.0,1.0,7.0,36.0,0.0,0.0,0.0
best-1500d,6.0,7.0,3.0,4.0,21.0,26.0,157.0,147.0,74.0,6.0,5.0,45.0,24.0,5.0,50.0,37.0,36.0,28.0,70.0,65.0,108.0,52.0,142.0,99.0,81.0,90.0,23.0,58.0,22.0,27.0,51.0,120.0,38.0,138.0,2.0,6.0,2.0,2.0,2.0,3.0,3.0,5.0,30.0,0.0,0.0,0.0
target-1000d,4.0,7.0,5.0,7.0,10.0,24.0,143.0,143.0,80.0,2.0,3.0,29.0,22.0,0.0,57.0,28.0,43.0,42.0,90.0,69.0,107.0,53.0,145.0,101.0,88.0,86.0,32.0,44.0,12.0,13.0,57.0,114.0,38.0,143.0,2.0,4.0,12.0,5.0,5.0,2.0,11.0,2.0,36.0,0.0,0.0,0.0
rand-1000d,0.0,3.0,7.0,13.0,32.0,19.0,138.0,146.0,66.0,3.0,4.0,22.0,15.0,3.0,22.0,15.0,13.0,19.0,90.0,100.0,79.0,62.0,158.0,112.0,92.0,127.0,33.0,40.0,12.0,43.0,55.0,139.0,23.0,146.0,1.0,7.0,1.0,13.0,2.0,1.0,1.0,10.0,33.0,0.0,0.0,0.0
best-1000d,7.0,2.0,4.0,8.0,28.0,20.0,162.0,139.0,73.0,2.0,5.0,34.0,23.0,3.0,47.0,28.0,26.0,20.0,96.0,73.0,97.0,47.0,152.0,114.0,85.0,105.0,21.0,27.0,15.0,25.0,56.0,125.0,43.0,133.0,1.0,9.0,3.0,11.0,5.0,3.0,3.0,14.0,26.0,0.0,0.0,0.0
target-500d,1.0,10.0,5.0,16.0,5.0,14.0,148.0,137.0,80.0,1.0,3.0,31.0,28.0,4.0,38.0,36.0,78.0,66.0,104.0,29.0,137.0,42.0,149.0,102.0,73.0,64.0,46.0,49.0,10.0,20.0,64.0,73.0,42.0,118.0,5.0,1.0,12.0,2.0,6.0,2.0,16.0,5.0,48.0,0.0,0.0,0.0
rand-500d,5.0,3.0,1.0,36.0,14.0,17.0,143.0,160.0,65.0,0.0,4.0,29.0,21.0,0.0,13.0,17.0,34.0,23.0,112.0,100.0,91.0,35.0,136.0,130.0,98.0,119.0,35.0,56.0,15.0,17.0,57.0,87.0,24.0,138.0,1.0,5.0,3.0,3.0,9.0,1.0,34.0,5.0,24.0,0.0,0.0,0.0
best-500d,5.0,8.0,4.0,32.0,12.0,16.0,167.0,163.0,73.0,1.0,1.0,33.0,22.0,1.0,23.0,21.0,32.0,22.0,109.0,82.0,120.0,29.0,128.0,131.0,87.0,99.0,21.0,53.0,11.0,19.0,50.0,82.0,31.0,149.0,3.0,6.0,4.0,8.0,1.0,3.0,25.0,6.0,27.0,0.0,0.0,0.0
target-300d,4.0,10.0,6.0,17.0,3.0,30.0,149.0,133.0,91.0,4.0,2.0,37.0,25.0,2.0,15.0,38.0,91.0,67.0,116.0,14.0,135.0,29.0,153.0,104.0,43.0,75.0,32.0,68.0,10.0,19.0,81.0,58.0,27.0,105.0,0.0,2.0,9.0,6.0,7.0,5.0,13.0,1.0,84.0,0.0,0.0,0.0
rand-300d,10.0,4.0,8.0,9.0,19.0,19.0,134.0,133.0,81.0,0.0,1.0,30.0,31.0,0.0,5.0,30.0,94.0,69.0,116.0,59.0,119.0,28.0,177.0,118.0,40.0,86.0,42.0,56.0,20.0,33.0,90.0,70.0,14.0,102.0,4.0,7.0,2.0,13.0,4.0,4.0,14.0,8.0,17.0,0.0,0.0,0.0
