,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,10.0,10.0,6.0,9.0,17.0,246.0,270.0,190.0,247.0,24.0,14.0,69.0,53.0,7.0,20.0,61.0,93.0,41.0,106.0,152.0,118.0,109.0,264.0,94.0,223.0,272.0,102.0,248.0,231.0,215.0,16.0,204.0,106.0,207.0,21.0,5.0,9.0,5.0,7.0,7.0,3.0,2.0,207.0,0.0,0.0,0.0
False-1500d,34.0,98.0,67.0,71.0,27.0,135.0,188.0,167.0,132.0,24.0,15.0,37.0,42.0,22.0,33.0,55.0,61.0,103.0,111.0,158.0,149.0,125.0,189.0,184.0,140.0,237.0,148.0,125.0,104.0,186.0,43.0,213.0,106.0,161.0,110.0,89.0,85.0,23.0,78.0,57.0,65.0,53.0,70.0,0.0,0.0,0.0
True-1000d,7.0,8.0,15.0,2.0,7.0,260.0,287.0,200.0,250.0,15.0,3.0,66.0,61.0,6.0,9.0,49.0,78.0,17.0,80.0,190.0,185.0,61.0,282.0,101.0,233.0,281.0,114.0,234.0,218.0,210.0,11.0,228.0,91.0,201.0,27.0,3.0,10.0,1.0,18.0,1.0,2.0,3.0,195.0,0.0,0.0,0.0
False-1000d,39.0,105.0,67.0,75.0,34.0,139.0,190.0,175.0,144.0,28.0,14.0,54.0,43.0,17.0,43.0,57.0,75.0,89.0,116.0,143.0,134.0,109.0,171.0,157.0,134.0,230.0,153.0,116.0,106.0,141.0,48.0,219.0,119.0,179.0,116.0,81.0,79.0,28.0,84.0,72.0,67.0,49.0,81.0,0.0,0.0,0.0
True-500d,14.0,40.0,100.0,13.0,3.0,247.0,278.0,216.0,236.0,3.0,0.0,38.0,56.0,1.0,2.0,84.0,48.0,21.0,73.0,188.0,235.0,13.0,271.0,216.0,201.0,249.0,135.0,182.0,173.0,130.0,19.0,189.0,141.0,202.0,73.0,6.0,16.0,4.0,53.0,11.0,11.0,16.0,113.0,0.0,0.0,0.0
False-500d,16.0,78.0,39.0,41.0,26.0,109.0,209.0,227.0,186.0,24.0,15.0,63.0,48.0,21.0,61.0,51.0,86.0,91.0,144.0,159.0,146.0,123.0,171.0,156.0,206.0,173.0,192.0,114.0,90.0,106.0,76.0,249.0,136.0,206.0,83.0,39.0,51.0,32.0,70.0,38.0,30.0,32.0,107.0,0.0,0.0,0.0
True-300d,23.0,57.0,112.0,21.0,7.0,272.0,275.0,223.0,238.0,0.0,0.0,40.0,86.0,2.0,0.0,124.0,29.0,44.0,96.0,177.0,225.0,4.0,257.0,217.0,199.0,201.0,132.0,137.0,170.0,97.0,24.0,163.0,83.0,226.0,98.0,23.0,14.0,14.0,67.0,13.0,9.0,30.0,91.0,0.0,0.0,0.0
False-300d,7.0,44.0,30.0,21.0,36.0,98.0,245.0,248.0,217.0,30.0,14.0,76.0,72.0,15.0,38.0,54.0,93.0,103.0,184.0,150.0,158.0,136.0,167.0,163.0,243.0,153.0,232.0,121.0,96.0,107.0,41.0,262.0,145.0,206.0,61.0,15.0,17.0,13.0,42.0,21.0,20.0,25.0,101.0,0.0,0.0,0.0
True-100d,17.0,48.0,57.0,13.0,16.0,270.0,269.0,265.0,185.0,2.0,5.0,154.0,182.0,2.0,3.0,193.0,134.0,37.0,144.0,133.0,247.0,29.0,258.0,244.0,123.0,69.0,77.0,122.0,150.0,72.0,18.0,83.0,56.0,184.0,44.0,13.0,20.0,17.0,52.0,22.0,7.0,29.0,255.0,0.0,0.0,0.0
False-100d,7.0,19.0,38.0,3.0,15.0,155.0,282.0,230.0,237.0,9.0,8.0,105.0,86.0,7.0,5.0,56.0,108.0,32.0,103.0,180.0,183.0,25.0,273.0,60.0,195.0,240.0,189.0,253.0,221.0,169.0,22.0,238.0,123.0,235.0,41.0,8.0,8.0,4.0,32.0,9.0,10.0,9.0,88.0,0.0,0.0,0.0
True-50d,11.0,18.0,18.0,13.0,18.0,278.0,261.0,281.0,185.0,5.0,2.0,213.0,167.0,10.0,7.0,228.0,230.0,58.0,140.0,129.0,245.0,30.0,268.0,243.0,78.0,23.0,137.0,130.0,159.0,100.0,11.0,89.0,52.0,121.0,16.0,5.0,10.0,10.0,16.0,9.0,8.0,12.0,276.0,0.0,0.0,0.0
False-50d,21.0,51.0,75.0,14.0,4.0,218.0,274.0,219.0,232.0,2.0,2.0,49.0,45.0,2.0,3.0,60.0,42.0,46.0,109.0,187.0,235.0,8.0,264.0,206.0,193.0,209.0,161.0,178.0,159.0,125.0,22.0,177.0,164.0,224.0,68.0,12.0,10.0,11.0,48.0,7.0,7.0,13.0,164.0,0.0,0.0,0.0
