,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
best-500d,13.0,24.0,7.0,38.0,23.0,47.0,135.0,132.0,84.0,5.0,7.0,46.0,30.0,2.0,31.0,49.0,48.0,45.0,99.0,82.0,121.0,50.0,115.0,121.0,78.0,89.0,45.0,76.0,29.0,40.0,64.0,65.0,47.0,115.0,8.0,4.0,13.0,17.0,22.0,7.0,36.0,8.0,43.0,0.0,0.0,0.0
None-500d,11.0,10.0,11.0,33.0,25.0,32.0,123.0,119.0,83.0,6.0,7.0,56.0,40.0,8.0,24.0,43.0,58.0,60.0,113.0,72.0,109.0,53.0,121.0,108.0,70.0,100.0,52.0,60.0,29.0,43.0,72.0,76.0,36.0,122.0,10.0,7.0,11.0,13.0,18.0,11.0,37.0,13.0,55.0,0.0,0.0,0.0
rand-300d,20.0,13.0,13.0,25.0,22.0,51.0,115.0,117.0,84.0,6.0,6.0,56.0,52.0,2.0,11.0,53.0,73.0,71.0,108.0,54.0,113.0,37.0,128.0,99.0,51.0,84.0,66.0,69.0,33.0,44.0,82.0,71.0,44.0,109.0,4.0,11.0,9.0,9.0,15.0,17.0,35.0,14.0,64.0,0.0,0.0,0.0
pbest-300d,19.0,20.0,16.0,33.0,17.0,37.0,125.0,120.0,84.0,0.0,5.0,60.0,46.0,2.0,15.0,50.0,74.0,70.0,111.0,63.0,120.0,36.0,125.0,107.0,67.0,98.0,53.0,69.0,42.0,33.0,79.0,59.0,28.0,104.0,7.0,8.0,9.0,18.0,19.0,10.0,29.0,17.0,56.0,0.0,0.0,0.0
best-300d,14.0,16.0,14.0,44.0,17.0,41.0,129.0,121.0,92.0,3.0,5.0,55.0,41.0,5.0,13.0,46.0,66.0,64.0,110.0,62.0,118.0,42.0,122.0,112.0,57.0,96.0,55.0,73.0,33.0,37.0,82.0,57.0,33.0,98.0,6.0,10.0,5.0,15.0,24.0,12.0,42.0,10.0,63.0,0.0,0.0,0.0
None-300d,9.0,15.0,16.0,24.0,16.0,42.0,121.0,112.0,96.0,13.0,8.0,52.0,45.0,7.0,14.0,42.0,87.0,86.0,110.0,54.0,127.0,38.0,130.0,101.0,53.0,100.0,65.0,49.0,22.0,42.0,98.0,57.0,36.0,112.0,8.0,6.0,7.0,20.0,9.0,11.0,32.0,8.0,60.0,0.0,0.0,0.0
rand-100d,1.0,20.0,10.0,20.0,13.0,46.0,120.0,115.0,93.0,7.0,11.0,65.0,45.0,7.0,2.0,41.0,92.0,78.0,141.0,54.0,109.0,30.0,124.0,113.0,49.0,106.0,86.0,63.0,28.0,29.0,91.0,27.0,42.0,106.0,4.0,6.0,5.0,7.0,13.0,9.0,21.0,10.0,101.0,0.0,0.0,0.0
pbest-100d,10.0,16.0,12.0,21.0,24.0,37.0,119.0,112.0,91.0,2.0,12.0,53.0,41.0,1.0,2.0,40.0,91.0,75.0,140.0,70.0,107.0,32.0,131.0,102.0,42.0,109.0,72.0,69.0,29.0,42.0,100.0,29.0,30.0,105.0,9.0,9.0,11.0,13.0,13.0,13.0,27.0,8.0,89.0,0.0,0.0,0.0
best-100d,7.0,13.0,11.0,29.0,20.0,47.0,117.0,118.0,99.0,2.0,12.0,54.0,34.0,4.0,3.0,40.0,89.0,74.0,140.0,60.0,110.0,29.0,131.0,116.0,52.0,108.0,67.0,56.0,27.0,46.0,102.0,22.0,34.0,107.0,6.0,6.0,6.0,7.0,15.0,8.0,29.0,14.0,89.0,0.0,0.0,0.0
None-100d,10.0,17.0,14.0,27.0,18.0,42.0,124.0,107.0,98.0,6.0,12.0,54.0,40.0,5.0,2.0,45.0,99.0,88.0,143.0,54.0,113.0,28.0,128.0,107.0,34.0,112.0,63.0,53.0,38.0,31.0,93.0,31.0,23.0,101.0,7.0,8.0,5.0,15.0,22.0,4.0,28.0,14.0,97.0,0.0,0.0,0.0
rand-50d,10.0,23.0,13.0,19.0,7.0,43.0,129.0,117.0,95.0,4.0,15.0,53.0,57.0,2.0,3.0,43.0,117.0,95.0,141.0,37.0,109.0,10.0,135.0,112.0,25.0,95.0,60.0,56.0,34.0,46.0,104.0,24.0,28.0,87.0,14.0,9.0,7.0,11.0,25.0,9.0,23.0,7.0,107.0,0.0,0.0,0.0
pbest-50d,7.0,12.0,10.0,27.0,11.0,41.0,111.0,111.0,106.0,5.0,13.0,51.0,48.0,2.0,1.0,34.0,113.0,93.0,141.0,48.0,116.0,10.0,131.0,116.0,29.0,109.0,64.0,67.0,30.0,42.0,109.0,23.0,23.0,97.0,6.0,12.0,5.0,6.0,24.0,14.0,27.0,11.0,104.0,0.0,0.0,0.0
best-50d,11.0,23.0,19.0,28.0,15.0,34.0,123.0,105.0,93.0,4.0,11.0,51.0,53.0,2.0,3.0,44.0,105.0,80.0,136.0,48.0,110.0,8.0,123.0,115.0,24.0,107.0,56.0,71.0,34.0,49.0,102.0,23.0,24.0,99.0,7.0,16.0,9.0,16.0,27.0,10.0,33.0,11.0,98.0,0.0,0.0,0.0
None-50d,14.0,18.0,18.0,21.0,11.0,38.0,126.0,116.0,105.0,5.0,14.0,40.0,47.0,6.0,3.0,43.0,126.0,99.0,141.0,37.0,115.0,7.0,130.0,104.0,14.0,105.0,56.0,57.0,27.0,35.0,110.0,22.0,32.0,90.0,7.0,9.0,10.0,12.0,20.0,11.0,36.0,12.0,111.0,0.0,0.0,0.0
