,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
2-1500d,20.0,62.0,33.0,40.0,21.0,194.0,233.0,157.0,194.0,15.0,13.0,57.0,59.0,16.0,25.0,63.0,62.0,62.0,104.0,172.0,147.0,115.0,233.0,120.0,189.0,270.0,116.0,196.0,177.0,214.0,21.0,209.0,94.0,186.0,63.0,45.0,42.0,12.0,36.0,24.0,28.0,22.0,159.0,0.0,0.0,0.0
1-1500d,24.0,46.0,40.0,40.0,23.0,187.0,225.0,200.0,185.0,33.0,16.0,49.0,36.0,13.0,28.0,53.0,92.0,82.0,113.0,138.0,120.0,119.0,220.0,158.0,174.0,239.0,134.0,177.0,158.0,187.0,38.0,208.0,118.0,182.0,68.0,49.0,52.0,16.0,49.0,40.0,40.0,33.0,118.0,0.0,0.0,0.0
2-1000d,25.0,59.0,44.0,44.0,22.0,187.0,249.0,192.0,186.0,19.0,8.0,71.0,49.0,14.0,26.0,49.0,57.0,54.0,96.0,167.0,173.0,74.0,231.0,124.0,185.0,261.0,132.0,179.0,176.0,179.0,23.0,236.0,110.0,183.0,74.0,36.0,43.0,9.0,51.0,34.0,36.0,20.0,133.0,0.0,0.0,0.0
1-1000d,21.0,54.0,38.0,33.0,19.0,212.0,228.0,183.0,208.0,24.0,9.0,49.0,55.0,9.0,26.0,57.0,96.0,52.0,100.0,166.0,146.0,96.0,222.0,134.0,182.0,250.0,135.0,171.0,148.0,172.0,36.0,211.0,100.0,197.0,69.0,48.0,46.0,20.0,51.0,39.0,33.0,32.0,143.0,0.0,0.0,0.0
2-500d,13.0,58.0,83.0,31.0,12.0,178.0,246.0,220.0,218.0,13.0,7.0,54.0,40.0,14.0,34.0,75.0,66.0,61.0,110.0,173.0,193.0,64.0,216.0,189.0,208.0,206.0,162.0,136.0,127.0,106.0,48.0,223.0,126.0,218.0,73.0,21.0,34.0,17.0,68.0,25.0,21.0,25.0,108.0,0.0,0.0,0.0
1-500d,17.0,60.0,56.0,23.0,17.0,178.0,241.0,223.0,204.0,14.0,8.0,47.0,64.0,8.0,29.0,60.0,68.0,51.0,107.0,174.0,188.0,72.0,226.0,183.0,199.0,216.0,165.0,160.0,136.0,130.0,47.0,215.0,151.0,190.0,83.0,24.0,33.0,19.0,55.0,24.0,20.0,23.0,112.0,0.0,0.0,0.0
2-300d,13.0,51.0,79.0,21.0,18.0,198.0,257.0,242.0,233.0,13.0,9.0,57.0,76.0,10.0,21.0,84.0,56.0,68.0,154.0,164.0,192.0,74.0,214.0,182.0,227.0,179.0,176.0,114.0,138.0,94.0,34.0,212.0,105.0,224.0,79.0,18.0,9.0,10.0,59.0,17.0,12.0,28.0,99.0,0.0,0.0,0.0
1-300d,17.0,50.0,63.0,21.0,25.0,172.0,263.0,229.0,222.0,17.0,5.0,59.0,82.0,7.0,17.0,94.0,66.0,79.0,126.0,163.0,191.0,66.0,210.0,198.0,215.0,175.0,188.0,144.0,128.0,110.0,31.0,213.0,123.0,208.0,80.0,20.0,22.0,17.0,50.0,17.0,17.0,27.0,93.0,0.0,0.0,0.0
2-100d,12.0,36.0,53.0,10.0,14.0,206.0,277.0,257.0,221.0,2.0,5.0,120.0,127.0,3.0,2.0,112.0,103.0,32.0,114.0,178.0,215.0,24.0,268.0,148.0,173.0,172.0,129.0,195.0,189.0,120.0,20.0,166.0,87.0,212.0,39.0,5.0,11.0,10.0,41.0,17.0,9.0,23.0,163.0,0.0,0.0,0.0
1-100d,12.0,31.0,42.0,6.0,17.0,219.0,274.0,238.0,201.0,9.0,8.0,139.0,141.0,6.0,6.0,137.0,139.0,37.0,133.0,135.0,215.0,30.0,263.0,156.0,145.0,137.0,137.0,180.0,182.0,121.0,20.0,155.0,92.0,207.0,46.0,16.0,17.0,11.0,43.0,14.0,8.0,15.0,180.0,0.0,0.0,0.0
2-50d,17.0,43.0,53.0,12.0,11.0,250.0,267.0,246.0,213.0,3.0,1.0,119.0,97.0,5.0,5.0,143.0,128.0,51.0,126.0,162.0,240.0,24.0,266.0,228.0,147.0,118.0,147.0,159.0,156.0,103.0,21.0,130.0,94.0,168.0,50.0,11.0,12.0,9.0,34.0,5.0,9.0,11.0,226.0,0.0,0.0,0.0
1-50d,15.0,26.0,40.0,15.0,11.0,246.0,268.0,254.0,204.0,4.0,3.0,143.0,115.0,7.0,5.0,145.0,144.0,53.0,123.0,154.0,240.0,14.0,266.0,221.0,124.0,114.0,151.0,149.0,162.0,122.0,12.0,136.0,122.0,177.0,34.0,6.0,8.0,12.0,30.0,11.0,6.0,14.0,214.0,0.0,0.0,0.0
