,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
shade-1500d,34.0,29.0,24.0,20.0,60.0,96.0,171.0,163.0,116.0,55.0,38.0,123.0,86.0,33.0,115.0,120.0,97.0,90.0,115.0,128.0,140.0,127.0,171.0,142.0,150.0,121.0,108.0,124.0,85.0,81.0,66.0,169.0,114.0,182.0,16.0,28.0,31.0,28.0,29.0,31.0,42.0,35.0,107.0,0.0,0.0,0.0
jDE-1500d,31.0,34.0,19.0,40.0,69.0,86.0,179.0,173.0,130.0,34.0,43.0,119.0,83.0,27.0,81.0,93.0,82.0,98.0,152.0,139.0,152.0,123.0,174.0,149.0,134.0,150.0,105.0,100.0,75.0,90.0,124.0,160.0,100.0,169.0,20.0,32.0,28.0,22.0,28.0,23.0,31.0,34.0,105.0,0.0,0.0,0.0
None-1500d,23.0,45.0,32.0,42.0,72.0,83.0,168.0,169.0,137.0,30.0,37.0,120.0,100.0,17.0,58.0,95.0,82.0,110.0,142.0,127.0,166.0,110.0,175.0,150.0,138.0,141.0,108.0,99.0,72.0,93.0,126.0,156.0,105.0,166.0,22.0,26.0,27.0,35.0,40.0,24.0,39.0,34.0,99.0,0.0,0.0,0.0
shade-1000d,35.0,41.0,26.0,33.0,80.0,97.0,174.0,165.0,112.0,44.0,42.0,114.0,75.0,22.0,90.0,96.0,76.0,98.0,133.0,128.0,149.0,124.0,176.0,161.0,137.0,143.0,99.0,113.0,83.0,97.0,91.0,170.0,100.0,174.0,20.0,19.0,31.0,47.0,25.0,25.0,39.0,39.0,97.0,0.0,0.0,0.0
jDE-1000d,42.0,39.0,25.0,51.0,60.0,79.0,176.0,170.0,133.0,24.0,30.0,110.0,88.0,25.0,71.0,73.0,69.0,102.0,151.0,135.0,158.0,124.0,180.0,156.0,143.0,141.0,117.0,102.0,85.0,103.0,129.0,140.0,89.0,177.0,21.0,32.0,28.0,37.0,43.0,31.0,35.0,31.0,85.0,0.0,0.0,0.0
None-1000d,37.0,35.0,27.0,51.0,66.0,76.0,173.0,168.0,147.0,31.0,40.0,95.0,89.0,22.0,49.0,82.0,86.0,105.0,152.0,144.0,163.0,117.0,181.0,157.0,138.0,145.0,122.0,88.0,75.0,87.0,136.0,155.0,93.0,165.0,27.0,26.0,21.0,41.0,33.0,19.0,39.0,37.0,100.0,0.0,0.0,0.0
shade-500d,35.0,54.0,32.0,48.0,49.0,96.0,178.0,181.0,138.0,26.0,23.0,94.0,78.0,27.0,66.0,89.0,91.0,97.0,144.0,114.0,162.0,112.0,165.0,160.0,132.0,137.0,100.0,125.0,77.0,90.0,113.0,132.0,99.0,177.0,34.0,18.0,35.0,37.0,57.0,32.0,51.0,38.0,97.0,0.0,0.0,0.0
jDE-500d,22.0,52.0,34.0,76.0,43.0,81.0,173.0,171.0,138.0,24.0,32.0,113.0,83.0,13.0,48.0,96.0,103.0,95.0,163.0,119.0,170.0,107.0,168.0,167.0,114.0,141.0,120.0,118.0,73.0,75.0,126.0,112.0,91.0,165.0,25.0,21.0,31.0,20.0,58.0,34.0,72.0,29.0,124.0,0.0,0.0,0.0
None-500d,26.0,49.0,29.0,53.0,54.0,91.0,172.0,176.0,141.0,20.0,34.0,102.0,91.0,18.0,49.0,103.0,93.0,111.0,153.0,119.0,158.0,97.0,173.0,165.0,130.0,151.0,109.0,105.0,72.0,88.0,128.0,118.0,85.0,170.0,22.0,28.0,36.0,37.0,52.0,19.0,64.0,41.0,108.0,0.0,0.0,0.0
shade-300d,51.0,51.0,45.0,54.0,49.0,89.0,170.0,172.0,143.0,18.0,30.0,111.0,97.0,12.0,47.0,109.0,122.0,130.0,150.0,85.0,171.0,90.0,179.0,159.0,96.0,139.0,103.0,127.0,67.0,69.0,131.0,113.0,82.0,156.0,19.0,22.0,36.0,36.0,50.0,44.0,71.0,33.0,112.0,0.0,0.0,0.0
jDE-300d,29.0,56.0,33.0,77.0,51.0,98.0,175.0,165.0,148.0,23.0,26.0,115.0,88.0,13.0,28.0,82.0,112.0,121.0,169.0,113.0,171.0,64.0,177.0,154.0,100.0,148.0,119.0,110.0,89.0,94.0,130.0,101.0,67.0,158.0,29.0,27.0,20.0,40.0,58.0,33.0,78.0,44.0,107.0,0.0,0.0,0.0
None-300d,40.0,52.0,50.0,63.0,43.0,85.0,174.0,165.0,146.0,20.0,23.0,104.0,93.0,19.0,32.0,108.0,137.0,111.0,163.0,109.0,174.0,85.0,172.0,152.0,101.0,152.0,120.0,95.0,66.0,78.0,137.0,101.0,76.0,152.0,21.0,31.0,39.0,36.0,49.0,37.0,65.0,38.0,126.0,0.0,0.0,0.0
shade-100d,29.0,47.0,23.0,46.0,56.0,96.0,176.0,163.0,148.0,15.0,37.0,111.0,82.0,17.0,8.0,81.0,133.0,140.0,189.0,105.0,157.0,73.0,186.0,156.0,87.0,171.0,135.0,122.0,62.0,85.0,159.0,77.0,69.0,157.0,25.0,28.0,28.0,37.0,48.0,37.0,48.0,39.0,152.0,0.0,0.0,0.0
jDE-100d,26.0,51.0,33.0,71.0,49.0,93.0,157.0,166.0,145.0,15.0,44.0,94.0,80.0,22.0,13.0,95.0,136.0,145.0,190.0,100.0,169.0,55.0,185.0,160.0,95.0,160.0,129.0,109.0,72.0,78.0,155.0,53.0,71.0,155.0,33.0,27.0,27.0,37.0,52.0,34.0,70.0,38.0,151.0,0.0,0.0,0.0
None-100d,28.0,49.0,49.0,55.0,38.0,100.0,179.0,169.0,155.0,18.0,40.0,108.0,77.0,13.0,13.0,94.0,127.0,129.0,190.0,106.0,152.0,65.0,178.0,164.0,87.0,153.0,131.0,112.0,88.0,86.0,156.0,64.0,78.0,159.0,21.0,23.0,28.0,25.0,45.0,33.0,62.0,36.0,157.0,0.0,0.0,0.0
shade-50d,25.0,64.0,36.0,62.0,26.0,83.0,174.0,165.0,146.0,19.0,44.0,97.0,99.0,11.0,17.0,81.0,170.0,144.0,192.0,80.0,165.0,30.0,182.0,163.0,58.0,164.0,104.0,119.0,79.0,91.0,159.0,60.0,69.0,151.0,39.0,33.0,37.0,34.0,62.0,35.0,72.0,39.0,160.0,0.0,0.0,0.0
jDE-50d,22.0,54.0,41.0,56.0,35.0,88.0,171.0,160.0,156.0,15.0,45.0,102.0,95.0,13.0,20.0,103.0,164.0,148.0,188.0,81.0,163.0,13.0,180.0,165.0,67.0,164.0,113.0,121.0,85.0,88.0,153.0,51.0,47.0,152.0,36.0,38.0,31.0,39.0,70.0,35.0,69.0,43.0,160.0,0.0,0.0,0.0
None-50d,35.0,52.0,48.0,53.0,23.0,96.0,170.0,169.0,154.0,24.0,53.0,92.0,105.0,15.0,18.0,93.0,157.0,145.0,190.0,86.0,158.0,27.0,181.0,165.0,72.0,163.0,115.0,116.0,77.0,87.0,159.0,56.0,68.0,139.0,39.0,32.0,36.0,31.0,51.0,34.0,70.0,28.0,158.0,0.0,0.0,0.0
