,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
2-1500d,10.0,12.0,4.0,14.0,44.0,33.0,223.0,218.0,108.0,7.0,8.0,60.0,27.0,4.0,64.0,40.0,37.0,49.0,139.0,137.0,151.0,95.0,228.0,133.0,119.0,142.0,41.0,46.0,23.0,40.0,80.0,185.0,63.0,207.0,5.0,8.0,8.0,8.0,3.0,3.0,5.0,8.0,41.0,0.0,0.0,0.0
1-1500d,3.0,9.0,5.0,4.0,17.0,39.0,209.0,198.0,98.0,6.0,10.0,60.0,37.0,6.0,96.0,52.0,52.0,60.0,99.0,91.0,161.0,97.0,215.0,146.0,142.0,110.0,47.0,100.0,26.0,24.0,67.0,205.0,70.0,213.0,2.0,4.0,9.0,7.0,5.0,7.0,3.0,6.0,63.0,0.0,0.0,0.0
2-1000d,6.0,3.0,10.0,14.0,29.0,32.0,218.0,223.0,105.0,5.0,4.0,49.0,31.0,3.0,58.0,33.0,41.0,37.0,146.0,135.0,138.0,86.0,231.0,170.0,133.0,167.0,52.0,52.0,16.0,41.0,88.0,178.0,44.0,198.0,0.0,11.0,8.0,19.0,5.0,5.0,6.0,12.0,38.0,0.0,0.0,0.0
1-1000d,5.0,9.0,6.0,14.0,41.0,31.0,225.0,205.0,114.0,2.0,8.0,36.0,29.0,3.0,68.0,38.0,41.0,44.0,130.0,107.0,145.0,76.0,224.0,157.0,132.0,151.0,34.0,59.0,23.0,40.0,80.0,200.0,60.0,224.0,4.0,9.0,8.0,10.0,7.0,1.0,9.0,14.0,57.0,0.0,0.0,0.0
2-500d,7.0,10.0,7.0,48.0,18.0,17.0,239.0,232.0,102.0,1.0,1.0,42.0,32.0,3.0,34.0,38.0,77.0,56.0,165.0,109.0,167.0,53.0,203.0,177.0,120.0,136.0,56.0,80.0,16.0,32.0,99.0,113.0,40.0,202.0,4.0,5.0,14.0,7.0,11.0,3.0,51.0,9.0,44.0,0.0,0.0,0.0
1-500d,4.0,11.0,3.0,36.0,13.0,30.0,219.0,228.0,116.0,1.0,7.0,51.0,39.0,2.0,40.0,36.0,67.0,55.0,160.0,102.0,181.0,53.0,210.0,186.0,138.0,146.0,46.0,78.0,20.0,24.0,72.0,129.0,57.0,203.0,5.0,7.0,5.0,6.0,5.0,3.0,24.0,7.0,55.0,0.0,0.0,0.0
2-300d,6.0,10.0,10.0,32.0,21.0,35.0,227.0,205.0,113.0,1.0,1.0,32.0,38.0,3.0,10.0,36.0,110.0,92.0,179.0,79.0,179.0,42.0,234.0,170.0,83.0,160.0,55.0,84.0,31.0,35.0,128.0,101.0,31.0,162.0,2.0,10.0,10.0,16.0,6.0,10.0,31.0,7.0,53.0,0.0,0.0,0.0
1-300d,8.0,10.0,12.0,33.0,16.0,32.0,213.0,206.0,133.0,3.0,5.0,67.0,39.0,1.0,14.0,57.0,117.0,82.0,168.0,64.0,207.0,34.0,229.0,174.0,76.0,126.0,43.0,103.0,14.0,39.0,115.0,94.0,32.0,175.0,5.0,5.0,4.0,17.0,6.0,5.0,32.0,5.0,60.0,0.0,0.0,0.0
2-100d,1.0,8.0,8.0,23.0,16.0,30.0,207.0,187.0,147.0,4.0,7.0,47.0,27.0,2.0,0.0,33.0,152.0,100.0,265.0,89.0,171.0,18.0,238.0,187.0,56.0,177.0,55.0,78.0,26.0,36.0,137.0,15.0,14.0,146.0,3.0,6.0,1.0,9.0,8.0,2.0,27.0,5.0,112.0,0.0,0.0,0.0
1-100d,2.0,10.0,7.0,23.0,8.0,19.0,204.0,198.0,137.0,1.0,7.0,53.0,31.0,0.0,1.0,35.0,160.0,107.0,262.0,73.0,176.0,26.0,229.0,176.0,56.0,156.0,74.0,59.0,17.0,29.0,147.0,31.0,29.0,163.0,1.0,4.0,4.0,11.0,6.0,2.0,17.0,2.0,127.0,0.0,0.0,0.0
2-50d,3.0,9.0,8.0,21.0,13.0,28.0,216.0,190.0,170.0,2.0,5.0,33.0,31.0,2.0,1.0,19.0,188.0,109.0,263.0,45.0,200.0,5.0,251.0,195.0,22.0,160.0,47.0,55.0,18.0,47.0,153.0,15.0,19.0,121.0,3.0,9.0,2.0,8.0,12.0,2.0,24.0,4.0,152.0,0.0,0.0,0.0
1-50d,5.0,13.0,13.0,23.0,5.0,33.0,219.0,189.0,142.0,5.0,2.0,47.0,34.0,1.0,0.0,28.0,195.0,123.0,263.0,35.0,203.0,6.0,232.0,189.0,18.0,135.0,58.0,55.0,17.0,36.0,179.0,17.0,15.0,124.0,4.0,5.0,1.0,10.0,15.0,4.0,20.0,5.0,157.0,0.0,0.0,0.0
