,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,23.0,50.0,36.0,38.0,21.0,203.0,229.0,162.0,188.0,23.0,18.0,41.0,38.0,14.0,22.0,45.0,67.0,77.0,93.0,147.0,137.0,133.0,237.0,138.0,184.0,267.0,125.0,196.0,178.0,216.0,37.0,205.0,100.0,183.0,69.0,47.0,48.0,13.0,37.0,26.0,35.0,28.0,146.0,0.0,0.0,0.0
False-1500d,21.0,58.0,37.0,42.0,23.0,178.0,229.0,195.0,191.0,25.0,11.0,65.0,57.0,15.0,31.0,71.0,87.0,67.0,124.0,163.0,130.0,101.0,216.0,140.0,179.0,242.0,125.0,177.0,157.0,185.0,22.0,212.0,112.0,185.0,62.0,47.0,46.0,15.0,48.0,38.0,33.0,27.0,131.0,0.0,0.0,0.0
True-1000d,21.0,62.0,40.0,43.0,21.0,206.0,234.0,166.0,200.0,21.0,11.0,63.0,40.0,13.0,27.0,43.0,49.0,57.0,90.0,161.0,152.0,86.0,227.0,124.0,178.0,266.0,132.0,181.0,176.0,193.0,34.0,220.0,104.0,193.0,76.0,49.0,50.0,15.0,44.0,35.0,41.0,28.0,148.0,0.0,0.0,0.0
False-1000d,25.0,51.0,42.0,34.0,20.0,193.0,243.0,209.0,194.0,22.0,6.0,57.0,64.0,10.0,25.0,63.0,104.0,49.0,106.0,172.0,167.0,84.0,226.0,134.0,189.0,245.0,135.0,169.0,148.0,158.0,25.0,227.0,106.0,187.0,67.0,35.0,39.0,14.0,58.0,38.0,28.0,24.0,128.0,0.0,0.0,0.0
True-500d,14.0,58.0,63.0,29.0,13.0,172.0,244.0,223.0,208.0,12.0,6.0,50.0,53.0,10.0,39.0,59.0,55.0,71.0,106.0,178.0,195.0,72.0,212.0,185.0,202.0,216.0,165.0,141.0,120.0,120.0,55.0,229.0,148.0,204.0,72.0,24.0,39.0,16.0,70.0,26.0,24.0,23.0,99.0,0.0,0.0,0.0
False-500d,16.0,60.0,76.0,25.0,16.0,184.0,243.0,220.0,214.0,15.0,9.0,51.0,51.0,12.0,24.0,76.0,79.0,41.0,111.0,169.0,186.0,64.0,230.0,187.0,205.0,206.0,162.0,155.0,143.0,116.0,40.0,209.0,129.0,204.0,84.0,21.0,28.0,20.0,53.0,23.0,17.0,25.0,121.0,0.0,0.0,0.0
True-300d,18.0,47.0,73.0,22.0,25.0,176.0,255.0,236.0,229.0,20.0,9.0,53.0,73.0,11.0,24.0,72.0,60.0,81.0,149.0,169.0,193.0,79.0,216.0,194.0,227.0,179.0,188.0,116.0,118.0,83.0,33.0,232.0,109.0,223.0,81.0,18.0,15.0,11.0,57.0,12.0,15.0,30.0,89.0,0.0,0.0,0.0
False-300d,12.0,54.0,69.0,20.0,18.0,194.0,265.0,235.0,226.0,10.0,5.0,63.0,85.0,6.0,14.0,106.0,62.0,66.0,131.0,158.0,190.0,61.0,208.0,186.0,215.0,175.0,176.0,142.0,148.0,121.0,32.0,193.0,119.0,209.0,78.0,20.0,16.0,16.0,52.0,22.0,14.0,25.0,103.0,0.0,0.0,0.0
True-100d,8.0,28.0,45.0,9.0,16.0,202.0,281.0,255.0,215.0,4.0,8.0,121.0,127.0,6.0,2.0,115.0,108.0,25.0,124.0,174.0,220.0,31.0,269.0,149.0,164.0,169.0,131.0,193.0,185.0,118.0,19.0,172.0,99.0,218.0,39.0,6.0,15.0,11.0,29.0,14.0,6.0,22.0,168.0,0.0,0.0,0.0
False-100d,16.0,39.0,50.0,7.0,15.0,223.0,270.0,240.0,207.0,7.0,5.0,138.0,141.0,3.0,6.0,134.0,134.0,44.0,123.0,139.0,210.0,23.0,262.0,155.0,154.0,140.0,135.0,182.0,186.0,123.0,21.0,149.0,80.0,201.0,46.0,15.0,13.0,10.0,55.0,17.0,11.0,16.0,175.0,0.0,0.0,0.0
True-50d,15.0,40.0,38.0,16.0,9.0,255.0,266.0,246.0,208.0,4.0,0.0,123.0,118.0,6.0,3.0,137.0,124.0,51.0,113.0,167.0,238.0,19.0,270.0,227.0,146.0,132.0,151.0,148.0,151.0,117.0,13.0,139.0,108.0,179.0,44.0,7.0,11.0,11.0,25.0,5.0,11.0,9.0,220.0,0.0,0.0,0.0
False-50d,17.0,29.0,55.0,11.0,13.0,241.0,269.0,254.0,209.0,3.0,4.0,139.0,94.0,6.0,7.0,151.0,148.0,53.0,136.0,149.0,242.0,19.0,262.0,222.0,125.0,100.0,147.0,160.0,167.0,108.0,20.0,127.0,108.0,166.0,40.0,10.0,9.0,10.0,39.0,11.0,4.0,16.0,220.0,0.0,0.0,0.0
