,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,3.0,5.0,2.0,3.0,2.0,209.0,262.0,144.0,228.0,9.0,2.0,15.0,7.0,2.0,4.0,9.0,33.0,15.0,23.0,92.0,34.0,32.0,254.0,37.0,161.0,257.0,41.0,198.0,128.0,142.0,6.0,142.0,44.0,141.0,4.0,1.0,4.0,2.0,0.0,4.0,2.0,2.0,175.0,0.0,0.0,0.0
False-1500d,14.0,61.0,28.0,44.0,8.0,100.0,154.0,124.0,92.0,4.0,2.0,15.0,19.0,7.0,17.0,27.0,25.0,56.0,64.0,114.0,95.0,78.0,142.0,147.0,88.0,227.0,110.0,77.0,58.0,142.0,19.0,187.0,62.0,135.0,63.0,56.0,50.0,12.0,41.0,27.0,31.0,31.0,27.0,0.0,0.0,0.0
True-1000d,1.0,0.0,4.0,0.0,1.0,211.0,286.0,147.0,233.0,5.0,0.0,15.0,11.0,0.0,0.0,14.0,27.0,2.0,17.0,135.0,99.0,14.0,279.0,53.0,168.0,272.0,32.0,194.0,110.0,110.0,3.0,144.0,15.0,128.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,141.0,0.0,0.0,0.0
False-1000d,10.0,67.0,30.0,47.0,12.0,85.0,161.0,139.0,110.0,11.0,6.0,24.0,16.0,6.0,20.0,27.0,36.0,60.0,63.0,111.0,89.0,66.0,134.0,117.0,93.0,209.0,98.0,64.0,57.0,109.0,27.0,196.0,74.0,138.0,72.0,45.0,48.0,7.0,56.0,37.0,34.0,29.0,40.0,0.0,0.0,0.0
True-500d,3.0,16.0,50.0,4.0,1.0,216.0,274.0,174.0,205.0,0.0,0.0,7.0,13.0,0.0,0.0,29.0,20.0,8.0,19.0,145.0,190.0,1.0,252.0,169.0,156.0,213.0,40.0,114.0,92.0,62.0,5.0,97.0,47.0,125.0,36.0,0.0,6.0,3.0,20.0,6.0,1.0,6.0,55.0,0.0,0.0,0.0
False-500d,8.0,45.0,15.0,13.0,10.0,69.0,173.0,192.0,134.0,13.0,5.0,26.0,17.0,4.0,24.0,22.0,37.0,47.0,88.0,114.0,98.0,75.0,117.0,114.0,172.0,133.0,149.0,65.0,42.0,73.0,42.0,230.0,108.0,160.0,39.0,22.0,29.0,15.0,44.0,15.0,13.0,16.0,53.0,0.0,0.0,0.0
True-300d,3.0,19.0,48.0,6.0,2.0,259.0,269.0,207.0,224.0,0.0,0.0,4.0,27.0,0.0,0.0,46.0,7.0,15.0,34.0,131.0,177.0,1.0,235.0,177.0,154.0,156.0,64.0,62.0,85.0,47.0,4.0,91.0,24.0,168.0,38.0,9.0,4.0,3.0,22.0,4.0,1.0,8.0,45.0,0.0,0.0,0.0
False-300d,3.0,26.0,15.0,5.0,6.0,44.0,215.0,227.0,184.0,5.0,3.0,26.0,32.0,3.0,15.0,14.0,47.0,56.0,114.0,97.0,104.0,80.0,113.0,115.0,205.0,104.0,196.0,64.0,48.0,58.0,14.0,251.0,99.0,167.0,25.0,8.0,5.0,4.0,12.0,10.0,10.0,10.0,41.0,0.0,0.0,0.0
True-100d,6.0,13.0,25.0,4.0,7.0,248.0,260.0,258.0,132.0,1.0,0.0,85.0,79.0,0.0,0.0,106.0,61.0,17.0,73.0,77.0,216.0,3.0,232.0,208.0,66.0,40.0,20.0,51.0,77.0,30.0,7.0,31.0,12.0,125.0,19.0,4.0,7.0,8.0,22.0,9.0,2.0,13.0,226.0,0.0,0.0,0.0
False-100d,4.0,3.0,9.0,1.0,3.0,107.0,280.0,189.0,215.0,0.0,2.0,25.0,29.0,0.0,2.0,24.0,43.0,9.0,22.0,120.0,118.0,2.0,268.0,37.0,147.0,205.0,87.0,209.0,115.0,91.0,4.0,190.0,67.0,182.0,17.0,3.0,1.0,1.0,10.0,2.0,4.0,4.0,29.0,0.0,0.0,0.0
True-50d,3.0,3.0,3.0,4.0,10.0,272.0,250.0,275.0,113.0,2.0,0.0,177.0,51.0,1.0,1.0,148.0,171.0,17.0,50.0,41.0,215.0,4.0,254.0,208.0,25.0,9.0,52.0,53.0,67.0,25.0,4.0,26.0,8.0,62.0,5.0,0.0,5.0,1.0,7.0,2.0,3.0,6.0,247.0,0.0,0.0,0.0
False-50d,7.0,10.0,32.0,6.0,2.0,169.0,268.0,180.0,196.0,0.0,0.0,18.0,11.0,0.0,0.0,25.0,17.0,15.0,36.0,141.0,200.0,1.0,242.0,165.0,139.0,163.0,63.0,107.0,58.0,59.0,13.0,106.0,87.0,178.0,26.0,3.0,2.0,3.0,17.0,4.0,2.0,3.0,106.0,0.0,0.0,0.0
