,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
target-1500d,9.0,19.0,13.0,7.0,4.0,112.0,131.0,101.0,104.0,3.0,0.0,10.0,8.0,3.0,10.0,17.0,9.0,35.0,26.0,70.0,62.0,39.0,140.0,63.0,81.0,165.0,44.0,95.0,56.0,87.0,10.0,99.0,41.0,78.0,23.0,17.0,12.0,3.0,14.0,12.0,8.0,3.0,77.0,0.0,0.0,0.0
rand-1500d,4.0,21.0,11.0,24.0,4.0,102.0,146.0,65.0,113.0,2.0,2.0,11.0,6.0,2.0,8.0,6.0,22.0,13.0,24.0,75.0,25.0,28.0,136.0,59.0,81.0,173.0,46.0,100.0,75.0,112.0,4.0,109.0,20.0,92.0,23.0,21.0,20.0,7.0,14.0,7.0,17.0,13.0,77.0,0.0,0.0,0.0
best-1500d,4.0,26.0,6.0,16.0,2.0,95.0,139.0,102.0,103.0,8.0,2.0,9.0,12.0,4.0,3.0,13.0,27.0,23.0,37.0,61.0,42.0,43.0,120.0,62.0,87.0,146.0,61.0,80.0,55.0,85.0,11.0,121.0,45.0,106.0,21.0,19.0,22.0,4.0,13.0,12.0,8.0,17.0,48.0,0.0,0.0,0.0
target-1000d,2.0,21.0,14.0,7.0,4.0,102.0,153.0,96.0,113.0,4.0,2.0,16.0,7.0,3.0,12.0,16.0,17.0,33.0,22.0,88.0,72.0,32.0,142.0,75.0,91.0,163.0,40.0,85.0,40.0,53.0,11.0,102.0,37.0,75.0,34.0,9.0,12.0,1.0,20.0,16.0,7.0,5.0,66.0,0.0,0.0,0.0
rand-1000d,2.0,21.0,7.0,23.0,4.0,92.0,151.0,96.0,113.0,6.0,3.0,12.0,9.0,1.0,7.0,15.0,18.0,14.0,33.0,75.0,65.0,23.0,139.0,57.0,83.0,166.0,33.0,82.0,66.0,80.0,8.0,122.0,25.0,87.0,28.0,19.0,22.0,2.0,22.0,13.0,16.0,15.0,45.0,0.0,0.0,0.0
best-1000d,7.0,25.0,13.0,17.0,5.0,102.0,143.0,94.0,117.0,6.0,1.0,11.0,11.0,2.0,1.0,10.0,28.0,15.0,25.0,83.0,51.0,25.0,132.0,38.0,87.0,152.0,57.0,91.0,61.0,86.0,11.0,116.0,27.0,104.0,14.0,17.0,17.0,4.0,15.0,9.0,11.0,9.0,70.0,0.0,0.0,0.0
target-500d,6.0,29.0,20.0,7.0,3.0,108.0,147.0,101.0,110.0,4.0,2.0,19.0,12.0,3.0,16.0,22.0,23.0,19.0,34.0,81.0,84.0,24.0,121.0,100.0,96.0,124.0,46.0,53.0,47.0,55.0,13.0,95.0,43.0,80.0,32.0,13.0,19.0,8.0,26.0,11.0,7.0,9.0,48.0,0.0,0.0,0.0
rand-500d,4.0,16.0,29.0,7.0,3.0,98.0,151.0,137.0,116.0,4.0,3.0,7.0,9.0,0.0,8.0,18.0,21.0,17.0,37.0,97.0,104.0,32.0,109.0,87.0,123.0,99.0,79.0,41.0,39.0,31.0,22.0,111.0,50.0,98.0,25.0,6.0,8.0,8.0,21.0,7.0,3.0,7.0,28.0,0.0,0.0,0.0
best-500d,1.0,16.0,16.0,3.0,5.0,79.0,149.0,128.0,113.0,5.0,0.0,7.0,9.0,1.0,0.0,11.0,13.0,19.0,36.0,81.0,100.0,20.0,139.0,96.0,109.0,123.0,64.0,85.0,48.0,49.0,12.0,121.0,62.0,107.0,18.0,3.0,8.0,2.0,17.0,3.0,4.0,6.0,32.0,0.0,0.0,0.0
target-300d,3.0,19.0,31.0,4.0,5.0,104.0,146.0,134.0,120.0,3.0,2.0,15.0,20.0,1.0,9.0,27.0,20.0,19.0,50.0,90.0,87.0,32.0,123.0,89.0,113.0,88.0,61.0,55.0,44.0,37.0,7.0,96.0,46.0,114.0,25.0,6.0,5.0,4.0,15.0,9.0,6.0,9.0,27.0,0.0,0.0,0.0
