,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
shade-1500d,13.0,17.0,7.0,10.0,44.0,68.0,161.0,147.0,95.0,23.0,25.0,90.0,54.0,11.0,107.0,76.0,65.0,63.0,78.0,96.0,118.0,106.0,156.0,120.0,135.0,96.0,70.0,94.0,53.0,46.0,44.0,157.0,85.0,174.0,10.0,12.0,16.0,17.0,11.0,16.0,11.0,12.0,71.0,0.0,0.0,0.0
jDE-1500d,16.0,17.0,5.0,22.0,41.0,43.0,167.0,167.0,97.0,16.0,18.0,94.0,51.0,9.0,66.0,55.0,51.0,73.0,131.0,115.0,138.0,94.0,167.0,129.0,113.0,133.0,65.0,76.0,40.0,53.0,93.0,139.0,72.0,156.0,7.0,14.0,17.0,12.0,7.0,6.0,13.0,10.0,72.0,0.0,0.0,0.0
None-1500d,13.0,17.0,13.0,28.0,51.0,56.0,154.0,155.0,108.0,11.0,19.0,87.0,66.0,6.0,38.0,51.0,55.0,78.0,113.0,103.0,152.0,83.0,170.0,125.0,117.0,117.0,71.0,70.0,40.0,56.0,106.0,144.0,75.0,155.0,5.0,10.0,12.0,15.0,18.0,10.0,13.0,17.0,77.0,0.0,0.0,0.0
shade-1000d,18.0,18.0,11.0,22.0,49.0,61.0,164.0,154.0,90.0,21.0,17.0,73.0,38.0,6.0,80.0,64.0,51.0,54.0,108.0,95.0,119.0,104.0,165.0,142.0,120.0,128.0,61.0,85.0,51.0,66.0,62.0,164.0,75.0,167.0,9.0,6.0,10.0,25.0,13.0,11.0,20.0,21.0,62.0,0.0,0.0,0.0
jDE-1000d,19.0,17.0,7.0,22.0,43.0,46.0,167.0,160.0,109.0,12.0,11.0,74.0,45.0,11.0,63.0,40.0,52.0,67.0,130.0,116.0,133.0,98.0,170.0,135.0,119.0,125.0,86.0,69.0,49.0,67.0,107.0,124.0,59.0,164.0,6.0,14.0,11.0,19.0,15.0,14.0,17.0,15.0,53.0,0.0,0.0,0.0
None-1000d,15.0,11.0,14.0,28.0,50.0,34.0,164.0,164.0,119.0,8.0,14.0,64.0,57.0,6.0,33.0,55.0,60.0,70.0,136.0,111.0,145.0,92.0,174.0,138.0,117.0,131.0,79.0,56.0,32.0,55.0,104.0,143.0,62.0,151.0,4.0,18.0,11.0,25.0,16.0,4.0,21.0,14.0,75.0,0.0,0.0,0.0
shade-500d,16.0,29.0,13.0,33.0,27.0,66.0,170.0,176.0,100.0,11.0,4.0,62.0,42.0,7.0,57.0,57.0,71.0,68.0,124.0,95.0,153.0,78.0,149.0,144.0,112.0,113.0,65.0,96.0,46.0,51.0,73.0,107.0,70.0,168.0,16.0,8.0,19.0,24.0,31.0,14.0,40.0,19.0,56.0,0.0,0.0,0.0
jDE-500d,12.0,33.0,11.0,56.0,23.0,48.0,170.0,163.0,115.0,1.0,6.0,75.0,54.0,2.0,36.0,66.0,84.0,64.0,141.0,104.0,156.0,66.0,160.0,150.0,92.0,122.0,80.0,88.0,41.0,40.0,103.0,87.0,54.0,148.0,12.0,6.0,12.0,9.0,24.0,10.0,57.0,11.0,88.0,0.0,0.0,0.0
None-500d,13.0,23.0,14.0,46.0,33.0,47.0,160.0,168.0,105.0,5.0,13.0,69.0,61.0,7.0,29.0,69.0,77.0,75.0,142.0,96.0,141.0,63.0,153.0,154.0,107.0,131.0,61.0,88.0,37.0,61.0,98.0,100.0,60.0,155.0,8.0,15.0,19.0,17.0,26.0,5.0,40.0,18.0,71.0,0.0,0.0,0.0
shade-300d,26.0,22.0,23.0,34.0,27.0,64.0,161.0,161.0,116.0,7.0,8.0,80.0,66.0,7.0,24.0,61.0,97.0,102.0,137.0,63.0,160.0,63.0,170.0,144.0,76.0,113.0,72.0,98.0,37.0,46.0,111.0,92.0,49.0,143.0,9.0,9.0,11.0,19.0,17.0,16.0,42.0,18.0,79.0,0.0,0.0,0.0
jDE-300d,17.0,24.0,14.0,51.0,26.0,58.0,166.0,157.0,123.0,8.0,7.0,72.0,52.0,4.0,15.0,54.0,94.0,99.0,151.0,85.0,164.0,31.0,170.0,139.0,75.0,132.0,85.0,87.0,55.0,62.0,107.0,78.0,39.0,143.0,8.0,13.0,7.0,20.0,27.0,18.0,53.0,17.0,73.0,0.0,0.0,0.0
None-300d,19.0,18.0,22.0,41.0,19.0,49.0,163.0,152.0,117.0,7.0,9.0,71.0,66.0,5.0,14.0,76.0,109.0,90.0,151.0,85.0,154.0,59.0,165.0,136.0,77.0,133.0,82.0,75.0,38.0,48.0,123.0,74.0,53.0,137.0,8.0,13.0,12.0,23.0,23.0,16.0,43.0,14.0,91.0,0.0,0.0,0.0
shade-100d,8.0,17.0,11.0,21.0,28.0,60.0,165.0,150.0,129.0,9.0,17.0,86.0,55.0,7.0,3.0,48.0,121.0,108.0,187.0,84.0,139.0,50.0,179.0,140.0,54.0,148.0,97.0,76.0,34.0,50.0,125.0,49.0,48.0,137.0,5.0,9.0,9.0,16.0,22.0,13.0,23.0,19.0,124.0,0.0,0.0,0.0
jDE-100d,8.0,23.0,16.0,44.0,22.0,47.0,147.0,149.0,122.0,2.0,15.0,67.0,59.0,6.0,3.0,59.0,129.0,112.0,190.0,76.0,162.0,30.0,171.0,150.0,64.0,146.0,101.0,84.0,37.0,51.0,129.0,23.0,34.0,137.0,12.0,10.0,11.0,13.0,24.0,12.0,45.0,13.0,125.0,0.0,0.0,0.0
None-100d,12.0,26.0,20.0,32.0,25.0,65.0,168.0,153.0,130.0,6.0,15.0,73.0,46.0,4.0,3.0,59.0,121.0,95.0,187.0,78.0,138.0,39.0,164.0,148.0,59.0,141.0,90.0,81.0,51.0,47.0,132.0,37.0,47.0,145.0,9.0,10.0,7.0,13.0,17.0,9.0,37.0,14.0,127.0,0.0,0.0,0.0
shade-50d,11.0,30.0,21.0,37.0,12.0,50.0,163.0,148.0,132.0,5.0,14.0,64.0,67.0,5.0,1.0,50.0,161.0,121.0,188.0,55.0,153.0,20.0,171.0,147.0,25.0,139.0,77.0,82.0,37.0,57.0,143.0,32.0,42.0,127.0,13.0,12.0,9.0,15.0,32.0,12.0,47.0,13.0,140.0,0.0,0.0,0.0
jDE-50d,7.0,24.0,17.0,30.0,18.0,43.0,166.0,147.0,139.0,5.0,17.0,71.0,67.0,2.0,4.0,59.0,154.0,124.0,186.0,58.0,152.0,4.0,171.0,147.0,33.0,140.0,80.0,86.0,45.0,58.0,138.0,29.0,29.0,129.0,10.0,18.0,13.0,17.0,35.0,17.0,35.0,15.0,141.0,0.0,0.0,0.0
None-50d,24.0,22.0,22.0,28.0,14.0,63.0,160.0,154.0,128.0,8.0,22.0,60.0,71.0,5.0,5.0,55.0,146.0,122.0,185.0,57.0,145.0,11.0,177.0,153.0,34.0,137.0,79.0,83.0,43.0,57.0,144.0,31.0,36.0,117.0,11.0,16.0,9.0,13.0,29.0,15.0,37.0,13.0,139.0,0.0,0.0,0.0
