,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,40.0,59.0,38.0,54.0,96.0,133.0,258.0,252.0,192.0,68.0,63.0,182.0,128.0,44.0,136.0,158.0,130.0,149.0,192.0,193.0,224.0,181.0,260.0,211.0,206.0,202.0,150.0,169.0,119.0,142.0,149.0,251.0,156.0,259.0,32.0,43.0,40.0,45.0,56.0,43.0,53.0,47.0,157.0,0.0,0.0,0.0
False-1500d,48.0,49.0,37.0,48.0,105.0,132.0,260.0,253.0,191.0,51.0,55.0,180.0,141.0,33.0,118.0,150.0,131.0,149.0,217.0,201.0,234.0,179.0,260.0,230.0,216.0,210.0,171.0,154.0,113.0,122.0,167.0,234.0,163.0,258.0,26.0,43.0,46.0,40.0,41.0,35.0,59.0,56.0,154.0,0.0,0.0,0.0
True-1000d,60.0,53.0,41.0,71.0,113.0,122.0,263.0,252.0,190.0,48.0,53.0,178.0,125.0,39.0,112.0,115.0,126.0,146.0,213.0,203.0,234.0,185.0,272.0,246.0,203.0,216.0,167.0,147.0,114.0,143.0,176.0,241.0,132.0,257.0,44.0,46.0,34.0,58.0,45.0,36.0,49.0,58.0,134.0,0.0,0.0,0.0
False-1000d,54.0,62.0,37.0,64.0,93.0,130.0,260.0,251.0,202.0,51.0,59.0,141.0,127.0,30.0,98.0,136.0,105.0,159.0,223.0,204.0,236.0,180.0,265.0,228.0,215.0,213.0,171.0,156.0,129.0,144.0,180.0,224.0,150.0,259.0,24.0,31.0,46.0,67.0,56.0,39.0,64.0,49.0,148.0,0.0,0.0,0.0
True-500d,45.0,70.0,45.0,78.0,78.0,137.0,265.0,268.0,205.0,34.0,45.0,155.0,128.0,24.0,88.0,141.0,133.0,146.0,227.0,180.0,249.0,153.0,250.0,247.0,185.0,208.0,179.0,168.0,113.0,141.0,179.0,179.0,146.0,255.0,34.0,36.0,46.0,47.0,89.0,45.0,95.0,61.0,163.0,0.0,0.0,0.0
False-500d,38.0,85.0,50.0,99.0,68.0,131.0,258.0,260.0,212.0,36.0,44.0,154.0,124.0,34.0,75.0,147.0,154.0,157.0,233.0,172.0,241.0,163.0,256.0,245.0,191.0,221.0,150.0,180.0,109.0,112.0,188.0,183.0,129.0,257.0,47.0,31.0,56.0,47.0,78.0,40.0,92.0,47.0,166.0,0.0,0.0,0.0
True-300d,69.0,78.0,75.0,104.0,67.0,128.0,268.0,250.0,214.0,25.0,30.0,162.0,138.0,18.0,57.0,138.0,178.0,168.0,240.0,152.0,261.0,118.0,265.0,231.0,162.0,222.0,179.0,166.0,118.0,115.0,201.0,159.0,115.0,234.0,35.0,48.0,44.0,60.0,77.0,59.0,114.0,58.0,160.0,0.0,0.0,0.0
False-300d,51.0,81.0,53.0,90.0,76.0,144.0,251.0,252.0,223.0,36.0,49.0,168.0,140.0,26.0,50.0,161.0,193.0,194.0,242.0,155.0,255.0,121.0,263.0,234.0,135.0,217.0,163.0,166.0,104.0,126.0,197.0,156.0,110.0,232.0,34.0,32.0,51.0,52.0,80.0,55.0,100.0,57.0,185.0,0.0,0.0,0.0
True-100d,45.0,68.0,51.0,90.0,82.0,140.0,257.0,246.0,232.0,20.0,59.0,156.0,113.0,26.0,15.0,119.0,194.0,210.0,284.0,163.0,239.0,98.0,272.0,240.0,137.0,244.0,206.0,165.0,102.0,135.0,244.0,96.0,103.0,232.0,34.0,40.0,43.0,49.0,78.0,53.0,90.0,64.0,226.0,0.0,0.0,0.0
False-100d,38.0,79.0,54.0,82.0,61.0,149.0,255.0,252.0,216.0,28.0,62.0,157.0,126.0,26.0,19.0,151.0,202.0,204.0,285.0,148.0,239.0,95.0,277.0,240.0,132.0,240.0,189.0,178.0,120.0,114.0,226.0,98.0,115.0,239.0,45.0,38.0,40.0,50.0,67.0,51.0,90.0,49.0,234.0,0.0,0.0,0.0
True-50d,39.0,91.0,64.0,89.0,41.0,134.0,258.0,251.0,222.0,26.0,63.0,140.0,145.0,20.0,25.0,139.0,240.0,221.0,284.0,126.0,249.0,41.0,269.0,241.0,92.0,249.0,168.0,174.0,120.0,132.0,234.0,89.0,93.0,215.0,63.0,52.0,48.0,55.0,97.0,48.0,118.0,67.0,228.0,0.0,0.0,0.0
False-50d,43.0,79.0,61.0,82.0,43.0,133.0,257.0,243.0,234.0,32.0,79.0,151.0,154.0,19.0,30.0,138.0,251.0,216.0,286.0,121.0,237.0,29.0,274.0,252.0,105.0,242.0,164.0,182.0,121.0,134.0,237.0,78.0,91.0,227.0,51.0,51.0,56.0,49.0,86.0,56.0,93.0,43.0,250.0,0.0,0.0,0.0
