,modAlgo,conf,dim,budget,train_r2,test_r2,train_mse,test_mse
5226,modDE,111,30,1500,0.0,-0.0011275824861912032,5.84290461774299,5.845151780729347
5227,modDE,111,30,3000,0.0,-0.00010666188650394481,6.111493185804969,6.1117570505680305
5228,modDE,111,30,9000,0.0,-0.0012941260401806876,6.9807008243779265,6.984327406809648
5229,modDE,111,30,15000,0.0,-0.0023210120767678255,8.090337375365761,8.098181603620395
5230,modDE,111,30,30000,0.0,-0.004505603676567782,8.372160769448705,8.389760935278812
5231,modDE,111,30,45000,0.0,-0.004411134761089208,8.280110508951854,8.297161123948026
5232,modDE,112,5,250,0.0,-0.002352763853011153,2.0711964063969335,2.073221314170091
5233,modDE,112,5,500,0.0,-0.010655191012316845,5.044538417278744,5.054928766059522
5234,modDE,112,5,1500,0.0,-2.1375924557620606e-05,5.124390001144268,5.1244336761391
5235,modDE,112,5,2500,0.0,-0.00021348212718046432,4.739084253304232,4.739489094008251
5236,modDE,112,5,5000,0.0,-0.0002474449742854379,4.431287285884858,4.431722925765856
5237,modDE,112,5,7500,0.0,-0.0004542074138660812,4.65733373957999,4.6581790749975145
5238,modDE,112,30,1500,0.0,-3.460422139025532e-05,3.5663705033821436,3.5664201248461196
5239,modDE,112,30,3000,0.0,-0.00020595873736155567,3.3336018065615405,3.333878306512598
5240,modDE,112,30,9000,0.0,-0.00014577714471268876,3.3038586178065756,3.304051499833777
5241,modDE,112,30,15000,0.0,-0.00016267226768742482,3.9042373389569143,3.9044953600138768
5242,modDE,112,30,30000,0.0,-8.964982232542162e-05,6.457898096721583,6.458128410717245
5243,modDE,112,30,45000,0.0,-8.162537724172303e-05,6.137459335283635,6.137659296203936
5244,modDE,113,5,250,0.0,-2.0601953894594516e-05,4.9099913559737365,4.91003159770364
5245,modDE,113,5,500,0.0,-0.00016574152635628892,4.618181170906297,4.618490670741335
5246,modDE,113,5,1500,0.0,-0.0003408945205745084,8.106612882319883,8.10771418585598
5247,modDE,113,5,2500,0.0,-0.002499638128986259,8.51294908054213,8.52227318750199
5248,modDE,113,5,5000,0.0,-0.006828150081295092,9.585889869913615,9.61132729202879
5249,modDE,113,5,7500,0.0,-0.006240450420961219,9.832712244312505,9.85758674152763
5250,modDE,113,30,1500,0.0,-0.0039059534171858703,4.9096984235197425,4.917494460385516
5251,modDE,113,30,3000,0.0,-6.118506796126688e-05,6.332217001758151,6.332372644970096
5252,modDE,113,30,9000,0.0,-0.00037605820014583455,5.912566610187342,5.9134499001181275
5253,modDE,113,30,15000,0.0,-0.001422750897761782,7.829339257741664,7.833871069119423
5254,modDE,113,30,30000,0.0,-0.005578508691008244,9.490186323865952,9.509592390202684
5255,modDE,113,30,45000,0.0,-0.005868360619567481,9.35354712359631,9.373714611198896
5256,modDE,114,5,250,0.0,-0.0025697755892916787,2.0879180658566345,2.0902078233356214
5257,modDE,114,5,500,0.0,-0.0010050629266289857,1.9669880293703863,1.967790743901275
5258,modDE,114,5,1500,0.0,-1.267040359578253e-05,5.0866397135723,5.086665548689579
5259,modDE,114,5,2500,0.0,-0.00039833662585126995,4.771507326063828,4.772271022599153
5260,modDE,114,5,5000,0.0,-3.546674698737817e-05,4.54845717245727,4.5485220101124195
5261,modDE,114,5,7500,0.0,-0.00026050931577445977,4.877769584904012,4.878275933484027
5262,modDE,114,30,1500,0.0,-3.216903480298683e-05,3.684343467871026,3.684391056708752
5263,modDE,114,30,3000,0.0,-5.9617144856627394e-05,3.439661630552132,3.4397449550233263
5264,modDE,114,30,9000,0.0,-0.0001640526946339982,3.025804029085017,3.026002203339085
5265,modDE,114,30,15000,0.0,-5.564530699864179e-06,6.7601510128437114,6.760166031373603
5266,modDE,114,30,30000,0.0,-1.3085274959045989e-05,6.092610294196637,6.092642329568856
5267,modDE,114,30,45000,0.0,-2.57901046819331e-05,6.098003353588214,6.098066413726259
5268,modDE,115,5,250,0.0,-0.00011128393201218501,5.01999740560708,5.02022150604282
5269,modDE,115,5,500,0.0,-6.698855399620563e-05,4.826824575046242,4.826953445376002
5270,modDE,115,5,1500,0.0,-0.001002861907083963,8.415124435627353,8.418504666915101
5271,modDE,115,5,2500,0.0,-0.00237997780575836,8.726598958737593,8.734572203083385
5272,modDE,115,5,5000,0.0,-0.006868093806683184,10.739429335456954,10.766821437486922
5273,modDE,115,5,7500,0.0,-0.0075612639634354386,10.629040694197567,10.659837599399903
5274,modDE,115,30,1500,0.0,-0.0002162072238077961,2.9140818529890433,2.9143367484306575
5275,modDE,115,30,3000,0.0,-4.262506904795238e-05,6.52375559048054,6.523866769792643
5276,modDE,115,30,9000,0.0,-2.9014658265946736e-05,6.775136181941352,6.77521517575389
5277,modDE,115,30,15000,0.0,-4.433144327160576e-05,9.831654202450547,9.831828493784004
5278,modDE,115,30,30000,0.0,-0.0020113450067067882,12.301819765093292,12.311057475958025
5279,modDE,115,30,45000,0.0,-0.004543160608371144,13.220756226181441,13.242718807234976
5280,modDE,116,5,250,0.0,-0.004355421490306677,2.069368014173181,2.0731061609301262
5281,modDE,116,5,500,0.0,-0.0020580958664980996,2.036010959759897,2.037753908503228
5282,modDE,116,5,1500,0.0,-4.950343679515079e-05,5.119386663986246,5.11948872529719
5283,modDE,116,5,2500,0.0,-5.848209975307661e-05,4.760290081480545,4.760400908922707
5284,modDE,116,5,5000,0.0,-9.248436990407782e-05,4.498061523356702,4.498226368590188
5285,modDE,116,5,7500,0.0,-8.329383238545596e-05,4.842023883575223,4.842184792218669
5286,modDE,116,30,1500,0.0,-4.31382196857566e-05,3.6640844355594404,3.664147368903629
5287,modDE,116,30,3000,0.0,-5.4899688149179225e-05,3.4242602496078556,3.424335753114188
5288,modDE,116,30,9000,0.0,-8.678180757293319e-05,3.0483145082817,3.0484205125395
5289,modDE,116,30,15000,0.0,-4.949154819833268e-06,6.789569328170678,6.789582775708095
5290,modDE,116,30,30000,0.0,-1.1570439030439417e-05,6.068704344172227,6.068732364416046
5291,modDE,116,30,45000,0.0,-2.0432945963921866e-05,6.227495911760542,6.2275466591149
5292,modDE,117,5,250,0.0,-4.927141174810856e-05,4.989492266315322,4.989590982418802
5293,modDE,117,5,500,0.0,-0.0002892122091779914,4.7983905140257,4.798944812021401
5294,modDE,117,5,1500,0.0,-0.00035752378252031927,8.194853409712191,8.196037813264766
5295,modDE,117,5,2500,0.0,-0.0007852334527778115,9.766938779727575,9.770037621023027
5296,modDE,117,5,5000,0.0,-0.005698433307586415,10.968193092795905,10.991358101828718
5297,modDE,117,5,7500,0.0,-0.005705453951144035,11.553173243850155,11.578274717994246
5298,modDE,117,30,1500,0.0,-0.0005747778527692926,3.058696811391155,3.0594099953528033
5299,modDE,117,30,3000,0.0,-2.6456225799798007e-05,6.512150592819945,6.512219648175463
5300,modDE,117,30,9000,0.0,-9.059176247268041e-05,7.196098899155603,7.196363747106494
5301,modDE,117,30,15000,0.0,-0.00014975726069850205,9.796101697168092,9.796685560768518
5302,modDE,117,30,30000,0.0,-0.0024221583500003254,12.192864119995722,12.203120389794737
5303,modDE,117,30,45000,0.0,-0.0027418116153859807,11.973760183530178,11.985184866439315
5304,modDE,118,5,250,0.0,-0.0017417751897319533,2.082302458293717,2.0838377904726806
5305,modDE,118,5,500,0.0,-0.0017351811311658416,2.0404964141122295,2.041937534852992
5306,modDE,118,5,1500,0.0,-0.00011196298350517609,5.1224510536144425,5.122681622200845
5307,modDE,118,5,2500,0.0,-0.00017441155961255282,4.748312731206273,4.748641251389202
5308,modDE,118,5,5000,0.0,-3.9918642920389046e-05,4.458843461834525,4.45891344218158
5309,modDE,118,5,7500,0.0,-0.0001588076449935194,4.576094598915917,4.576384812716973
5310,modDE,118,30,1500,0.0,-3.802674755908342e-05,3.6738952312298223,3.6739512477176577
5311,modDE,118,30,3000,0.0,-5.4307053233637605e-05,3.4341640556540214,3.4342396958600894
5312,modDE,118,30,9000,0.0,-0.0003598725389447388,3.2916121803943907,3.292115499111614
5313,modDE,118,30,15000,0.0,-6.346746343011134e-06,6.806430968579155,6.806448285517751
5314,modDE,118,30,30000,0.0,-1.7623439035618916e-05,6.167897231562028,6.167940751334287
5315,modDE,118,30,45000,0.0,-4.998438044259146e-05,5.949526596260453,5.9496453727465495
5316,modDE,119,5,250,0.0,-0.0005913805020469453,4.933975128051856,4.935138997401308
5317,modDE,119,5,500,0.0,-0.00040729644269856815,4.570351133747553,4.571086977600045
5318,modDE,119,5,1500,0.0,-0.00013882810860081917,7.71322922784564,7.7136616651945245
5319,modDE,119,5,2500,0.0,-0.0023318061517157316,8.58685876399473,8.595339006373063
5320,modDE,119,5,5000,0.0,-0.0052776694624299125,10.07619601045079,10.09709739102678
5321,modDE,119,5,7500,0.0,-0.007018642929830366,10.04773295424323,10.074810070984798
5322,modDE,119,30,1500,0.0,-0.00025761633827063867,2.97362888539326,2.973940570477202
5323,modDE,119,30,3000,0.0,-6.576705665342075e-05,6.562388831181221,6.562561794900605
5324,modDE,119,30,9000,0.0,-0.00011063426232005291,6.203340712869034,6.2036155752382935
5325,modDE,119,30,15000,0.0,-0.00015776762011263657,8.49696262283857,8.497497990234647
5326,modDE,119,30,30000,0.0,-0.0003960052002350167,10.584848014015956,10.586509790450298
5327,modDE,119,30,45000,0.0,-0.0030934036434261624,12.041823110198846,12.05560765431861
5328,modDE,120,5,250,0.0,-0.0012361876667916327,2.058213451125553,2.0592527941729863
5329,modDE,120,5,500,0.0,-0.0003288958926666474,5.746192224354806,5.746952795150559
5330,modDE,120,5,1500,0.0,-0.00011204255820729259,5.231814868795425,5.232048995810507
5331,modDE,120,5,2500,0.0,-4.250736054665083e-05,4.938267658163554,4.938350621087055
5332,modDE,120,5,5000,0.0,-0.00011442927685272331,4.6080810698294945,4.608291582787574
5333,modDE,120,5,7500,0.0,-9.878252578396918e-05,4.582646601805507,4.582824593946247
5334,modDE,120,30,1500,0.0,-8.049588901037907e-05,3.6121289991669068,3.6122453933118903
5335,modDE,120,30,3000,0.0,-0.00015962566344929208,3.5192067244213305,3.5194358717864676
5336,modDE,120,30,9000,0.0,-1.714186109667004e-05,3.845998814600017,3.8460251759434465
5337,modDE,120,30,15000,0.0,-5.329550521859794e-05,4.859067190453138,4.859170294070551
5338,modDE,120,30,30000,0.0,-5.1432898567327355e-05,7.085638612564546,7.085784685284243
5339,modDE,120,30,45000,0.0,-0.00012473655736338073,6.800957747360011,6.801297209812853
5340,modDE,121,5,250,0.0,-3.354428602984072e-05,5.178981685576458,5.179051204292966
5341,modDE,121,5,500,0.0,-0.00013642267951872178,4.799577571479,4.799840641933545
5342,modDE,121,5,1500,0.0,-0.0009145579579439289,5.930083908032164,5.932246258881976
5343,modDE,121,5,2500,0.0,-0.0006198777209613481,8.491573406798096,8.493687130288722
5344,modDE,121,5,5000,0.0,-0.005079002048761527,9.451398603002309,9.469489162921459
5345,modDE,121,5,7500,0.0,-0.0037910654391157374,10.607515938469618,10.622153387489979
5346,modDE,121,30,1500,0.0,-4.197329991955101e-05,7.647093497822231,7.647222725640465
5347,modDE,121,30,3000,0.0,-2.58445360655557e-05,7.159078661765197,7.159152666874789
5348,modDE,121,30,9000,0.0,-0.00015107126233275813,6.423654789705187,6.424045478794184
5349,modDE,121,30,15000,0.0,-0.0003956724488854313,6.250400283271336,6.251388530823542
5350,modDE,121,30,30000,0.0,-0.0034949986914284636,6.319008023901,6.327523429326634
5351,modDE,121,30,45000,0.0,-0.008377488254715048,7.030266318791783,7.052091730780279
5352,modDE,122,5,250,0.0,-0.003063054148239308,2.0709694244160817,2.073652986557664
5353,modDE,122,5,500,0.0,-0.0004789764764415505,5.729265201647501,5.730372210682127
5354,modDE,122,5,1500,0.0,-7.667657555123774e-05,5.263559791345214,5.2637215831607875
5355,modDE,122,5,2500,0.0,-0.00010977184839111587,4.9290185343992965,4.929235251433618
5356,modDE,122,5,5000,0.0,-0.00011052144730929747,4.609505437050272,4.60970891159123
5357,modDE,122,5,7500,0.0,-0.00012733696464812817,4.65704150663648,4.657279999601336
5358,modDE,122,30,1500,0.0,-8.555859660952514e-05,3.588987859260109,3.589111302607668
5359,modDE,122,30,3000,0.0,-0.00033388881141909187,3.480370975006919,3.480842481378555
5360,modDE,122,30,9000,0.0,-9.741939108871555e-05,3.5929775225130682,3.5931181573749598
5361,modDE,122,30,15000,0.0,-0.0001835163083342195,4.2340454909352925,4.234356753736188
5362,modDE,122,30,30000,0.0,-0.00033797060061422355,5.580603709565344,5.581359769969334
5363,modDE,122,30,45000,0.0,-0.0002272984763545427,7.385664313982542,7.386334601078941
5364,modDE,123,5,250,0.0,-0.0003676170151347247,5.216738767000704,5.21748498879481
5365,modDE,123,5,500,0.0,-0.00033363425194163907,4.744982742472521,4.745609612954435
5366,modDE,123,5,1500,0.0,-0.004751574540976922,6.942834470800126,6.955849252546019
5367,modDE,123,5,2500,0.0,-0.011667346346974927,8.085665133933222,8.11769774269386
5368,modDE,123,5,5000,0.0,-0.01574750993604499,12.294881525087405,12.36932865612226
5369,modDE,123,5,7500,0.0,-0.018222639430788234,13.705012421360768,13.79937996191283
5370,modDE,123,30,1500,0.0,-7.196403576630317e-05,7.280981734531966,7.281190367845814
5371,modDE,123,30,3000,0.0,-0.0004095793417762561,6.441745467727398,6.442804641909019
5372,modDE,123,30,9000,0.0,-0.010025030737771256,7.214349177042363,7.24103743301918
5373,modDE,123,30,15000,0.0,-0.011177029517004389,7.401905716296784,7.431384578470194
5374,modDE,123,30,30000,0.0,-0.011608224924374477,7.346524326496604,7.376837313883487
5375,modDE,123,30,45000,0.0,-0.012078197941995095,7.3223303334673515,7.353514611982351
5376,modDE,124,5,250,0.0,-0.0008764493058758038,2.0798629194519274,2.0806269587984993
5377,modDE,124,5,500,0.0,-0.00030450255982201747,5.729838004590439,5.730542861718814
5378,modDE,124,5,1500,0.0,-2.806509822232961e-05,5.261684032787711,5.261742835725427
5379,modDE,124,5,2500,0.0,-1.2658510693430713e-05,4.978668594358085,4.9786938805267
5380,modDE,124,5,5000,0.0,-2.5170977652422266e-05,4.601467948981268,4.601514321627521
5381,modDE,124,5,7500,0.0,-0.00013814514015666468,4.46355147658809,4.463795202720836
5382,modDE,124,30,1500,0.0,-5.5671865256012865e-05,3.6468864839927697,3.6469686774250656
5383,modDE,124,30,3000,0.0,-0.00029160923221840387,3.5106020223463807,3.51101871386967
5384,modDE,124,30,9000,0.0,-5.323546499886866e-05,3.7133700631666486,3.713449041408527
5385,modDE,124,30,15000,0.0,-6.318203144584089e-05,4.374215020148483,4.374322994132273
5386,modDE,124,30,30000,0.0,-4.3919621942700714e-05,6.941646375923311,6.941767930422815
5387,modDE,124,30,45000,0.0,-0.00011960664209627047,6.58150096409995,6.581813059127438
5388,modDE,125,5,250,0.0,-4.434414524179253e-05,5.313547556781554,5.313641325107943
5389,modDE,125,5,500,0.0,-0.0004137464898487764,4.753719703711882,4.754508654013632
5390,modDE,125,5,1500,0.0,-0.0022268794998768103,5.24126496960066,5.245238536661886
5391,modDE,125,5,2500,0.0,-0.002934238699141378,7.193417798502422,7.200015221682628
5392,modDE,125,5,5000,0.0,-0.011149136205710519,9.053814272544324,9.09412920433833
5393,modDE,125,5,7500,0.0,-0.018704135615278082,9.919134775998426,9.985632889957287
5394,modDE,125,30,1500,0.0,-5.21272510314752e-05,7.693405208611918,7.6935651980314415
5395,modDE,125,30,3000,0.0,-5.35875177927192e-05,7.140682119143419,7.14083524949082
5396,modDE,125,30,9000,0.0,-0.0002503141290285171,6.287480061618842,6.288110847965895
5397,modDE,125,30,15000,0.0,-0.0006294493461954876,6.0930114778908075,6.09450955361397
5398,modDE,125,30,30000,0.0,-0.0015978961238173107,6.597024038000302,6.601077252520623
5399,modDE,125,30,45000,0.0,-0.0020036664204154953,8.417416756477179,8.424000876361351
5400,modDE,126,5,250,0.0,-0.0020056205115169144,2.1276607012976325,2.1293842693718523
5401,modDE,126,5,500,0.0,-0.011838495014725847,5.078300525201164,5.089897817762572
5402,modDE,126,5,1500,0.0,-1.5853372655572073e-05,5.240564484275302,5.240597808354951
5403,modDE,126,5,2500,0.0,-2.3911864105130577e-05,4.919360304123346,4.919406940529331
5404,modDE,126,5,5000,0.0,-0.00028612664249911824,4.608111823370977,4.608634478466435
5405,modDE,126,5,7500,0.0,-0.000782038556486464,4.618644282327958,4.620074786321853
5406,modDE,126,30,1500,0.0,-1.3285853690669924e-05,3.688818324386446,3.6888380400454492
5407,modDE,126,30,3000,0.0,-4.48885892727624e-05,3.484410624825064,3.484474012057744
5408,modDE,126,30,9000,0.0,-2.0347115430707775e-05,3.1970314034774665,3.197056999664905
5409,modDE,126,30,15000,0.0,-6.966029677819563e-05,6.893083504809709,6.893275178629258
5410,modDE,126,30,30000,0.0,-7.459887051108893e-06,6.229466153764674,6.229484746192385
5411,modDE,126,30,45000,0.0,-2.1044029913497298e-05,6.015016775955442,6.015067659362985
5412,modDE,127,5,250,0.0,-6.951524156026956e-05,5.275827866077083,5.275973329900255
5413,modDE,127,5,500,0.0,-1.0938689494421894e-05,4.8997205824760055,4.899741808760664
5414,modDE,127,5,1500,0.0,-0.0002073976491322238,6.885940742103851,6.886513453970517
5415,modDE,127,5,2500,0.0,-0.00020826851733528605,8.580669129157148,8.581378914267452
5416,modDE,127,5,5000,0.0,-0.002060423907140052,10.567212243277103,10.576096902732187
5417,modDE,127,5,7500,0.0,-0.0024096882161529277,10.895697600164041,10.905496641810156
5418,modDE,127,30,1500,0.0,-4.958892549935534e-05,3.1502528938075973,3.1503145514940125
5419,modDE,127,30,3000,0.0,-4.587943302691855e-06,6.755040502248066,6.755052860792787
5420,modDE,127,30,9000,0.0,-2.5928269751496202e-05,6.377057592220907,6.377123755936105
5421,modDE,127,30,15000,0.0,-8.342741303479783e-06,8.568151595412747,8.568180173503576
5422,modDE,127,30,30000,0.0,-0.0003327935649072966,11.786529109134605,11.788082888133776
5423,modDE,127,30,45000,0.0,-0.0008102720103428052,13.911956884474947,13.916285942136188
5424,modDE,128,5,250,0.0,-0.001115827082253551,2.155257659206827,2.1562308100546472
5425,modDE,128,5,500,0.0,-0.015748397199879437,3.662124889820715,3.683337024816366
5426,modDE,128,5,1500,0.0,-3.2377289007401444e-05,5.2394998481464095,5.23956699522301
5427,modDE,128,5,2500,0.0,-5.915356823895657e-05,4.889364480940905,4.889480055818199
5428,modDE,128,5,5000,0.0,-3.404504768789174e-05,4.602416970681232,4.602479365226783
5429,modDE,128,5,7500,0.0,-0.0001760254213085233,4.606728565579073,4.607053213903412
5430,modDE,128,30,1500,0.0,-2.1307308356544042e-05,3.701086111567284,3.7011178473917368
5431,modDE,128,30,3000,0.0,-4.17831185759443e-05,3.467880644689578,3.4679389066258492
5432,modDE,128,30,9000,0.0,-0.004224173132773101,4.073569365425081,4.0834583727648885
5433,modDE,128,30,15000,0.0,-5.3067995953881566e-05,6.903998961918248,6.904145507285362
5434,modDE,128,30,30000,0.0,-5.587332746959106e-06,6.166725665713651,6.166739436743269
5435,modDE,128,30,45000,0.0,-2.8634352816414577e-05,6.129653293162967,6.129723608036029
5436,modDE,129,5,250,0.0,-0.000267962642368591,5.252472127451476,5.2530445242588035
5437,modDE,129,5,500,0.0,-6.139584144451148e-05,4.807351918808759,4.807468216521182
5438,modDE,129,5,1500,0.0,-0.00031301378506576327,7.216274214849051,7.217181071741774
5439,modDE,129,5,2500,0.0,-0.000624926725261199,8.587536811579579,8.589647018715961
5440,modDE,129,5,5000,0.0,-0.011176880695010993,12.393082123328885,12.449402606472256
5441,modDE,129,5,7500,0.0,-0.009329961270022303,13.746788912929464,13.797599589636366
5442,modDE,129,30,1500,0.0,-0.0004966612084565281,3.2242628550911676,3.2249254507224565
5443,modDE,129,30,3000,0.0,-1.155347445855881e-05,6.7164438694566,6.7164750271518185
5444,modDE,129,30,9000,0.0,-2.533287408277296e-05,6.993064829072324,6.993135761007108
5445,modDE,129,30,15000,0.0,-0.0002164304060853439,10.600927677993605,10.601847857634928
5446,modDE,129,30,30000,0.0,-8.066644867787964e-05,12.840410743706306,12.840827320433482
5447,modDE,129,30,45000,0.0,-7.923947711487855e-05,12.551436598093431,12.551835090928554
5448,modDE,130,5,250,0.0,-0.00269827858083036,2.129384437636838,2.1317487498663543
5449,modDE,130,5,500,0.0,-0.01351961035214253,3.6905473085208333,3.709828950779715
5450,modDE,130,5,1500,0.0,-4.333581994231395e-05,5.262638488373513,5.262729416721717
5451,modDE,130,5,2500,0.0,-7.382007011904612e-05,5.015145416851831,5.015293035521395
5452,modDE,130,5,5000,0.0,-5.967200751144652e-05,4.568434897545255,4.568543656282534
5453,modDE,130,5,7500,0.0,-0.000705242433144182,4.443003542452729,4.444250475907667
5454,modDE,130,30,1500,0.0,-1.637909244065483e-05,3.6940942482478825,3.694118590286157
5455,modDE,130,30,3000,0.0,-5.3070720035686136e-05,3.4893391412610355,3.4894130839011295
5456,modDE,130,30,9000,0.0,-0.005288451721086451,5.270549825128243,5.281724481555942
5457,modDE,130,30,15000,0.0,-2.5242818225734708e-05,7.051385667301561,7.051456536593538
5458,modDE,130,30,30000,0.0,-2.100917071876651e-05,6.394248817385124,6.394302498588194
5459,modDE,130,30,45000,0.0,-2.766273430236943e-05,6.056456466920905,6.05652333812888
5460,modDE,131,5,250,0.0,-0.00011129707507762099,5.301762229593492,5.301998226469092
5461,modDE,131,5,500,0.0,-0.0004058096906684572,4.8417898690757175,4.842576533570048
5462,modDE,131,5,1500,0.0,-0.0011295084786898002,5.916774432597335,5.91950428296226
5463,modDE,131,5,2500,0.0,-0.0015421099492179736,8.189357795594995,8.194491681873457
5464,modDE,131,5,5000,0.0,-0.004482840864045823,9.642241841834718,9.661047147503123
5465,modDE,131,5,7500,0.0,-0.008139426608627742,10.154491108856112,10.187224969080619
5466,modDE,131,30,1500,0.0,-0.006919223677792541,5.029910135395962,5.04372573258011
5467,modDE,131,30,3000,0.0,-5.406337791189486e-05,6.7662135897597775,6.766359985788688
5468,modDE,131,30,9000,0.0,-2.2425963320049648e-05,6.097053590078628,6.0971083245255215
5469,modDE,131,30,15000,0.0,-4.461263755204392e-05,7.146109762828462,7.146237533450702
5470,modDE,131,30,30000,0.0,-5.5476879217764005e-05,10.96653811633639,10.966781197575063
5471,modDE,131,30,45000,0.0,-4.0519859310750306e-05,11.800162086776842,11.800354048606666
5472,modDE,132,5,250,0.0,-0.0015653756713731148,2.106289448219539,2.107665786449046
5473,modDE,132,5,500,0.0,-0.00966122842565822,4.38466869706639,4.396434856766454
5474,modDE,132,5,1500,0.0,-4.544579250764791e-05,5.302424367799484,5.302520132620106
5475,modDE,132,5,2500,0.0,-7.018539235179589e-05,4.994086885537309,4.9942259040469255
5476,modDE,132,5,5000,0.0,-0.00031607882275670464,4.652313506784731,4.652896143443464
5477,modDE,132,5,7500,0.0,-0.0003439104257711989,4.628295122301685,4.628931781177722
5478,modDE,132,30,1500,0.0,-5.397452510664813e-05,3.7151543071705504,3.7152341380868763
5479,modDE,132,30,3000,0.0,-9.26784222439192e-05,3.6132762623082266,3.6134110554226675
5480,modDE,132,30,9000,0.0,-0.000268792138377183,3.7363526484186416,3.736759060966784
5481,modDE,132,30,15000,0.0,-5.5304076377860055e-05,7.804477216613679,7.80465039441853
5482,modDE,132,30,30000,0.0,-3.0087299754866238e-05,7.4871869476987145,7.4872764831445675
5483,modDE,132,30,45000,0.0,-2.6424342607089813e-05,7.271704395269606,7.271780571305482
5484,modDE,133,5,250,0.0,-0.00017008290077038523,5.140695572528335,5.141045523826724
5485,modDE,133,5,500,0.0,-0.00011830375170092111,4.838793385147317,4.839022136431675
5486,modDE,133,5,1500,0.0,-0.0009654233334876139,6.944561802084884,6.947127547852273
5487,modDE,133,5,2500,0.0,-0.003529315336324412,8.149968754901247,8.159742246883107
5488,modDE,133,5,5000,0.0,-0.009196231552069233,8.675441900496892,8.70351345191072
5489,modDE,133,5,7500,0.0,-0.011836698330565287,9.078772463218304,9.11548232062461
5490,modDE,133,30,1500,0.0,-0.00010892270519189396,7.829127604182075,7.829472127608732
5491,modDE,133,30,3000,0.0,-1.3298438729680839e-05,7.322108969188482,7.322147809139291
5492,modDE,133,30,9000,0.0,-0.00025192518504377757,6.574341022827829,6.575001785365771
5493,modDE,133,30,15000,0.0,-0.000432674872965233,6.371386743196781,6.37248991463168
5494,modDE,133,30,30000,0.0,-0.0034028311623791386,6.529759916158028,6.538672406425907
5495,modDE,133,30,45000,0.0,-0.008952297588153479,7.27240768778162,7.299133459822803
5496,modDE,134,5,250,0.0,-0.000907238115154696,2.1187185887571482,2.1194929482774922
5497,modDE,134,5,500,0.0,-0.012782293054758486,3.727848107028703,3.74510718593801
5498,modDE,134,5,1500,0.0,-4.49625092576067e-05,5.296704888848465,5.296800963357155
5499,modDE,134,5,2500,0.0,-0.0001507662336628357,5.0159650526890935,5.016269471177758
5500,modDE,134,5,5000,0.0,-0.0002634311268091327,4.6145221019357,4.615004455715523
5501,modDE,134,5,7500,0.0,-0.00022447677323498283,4.591859666407166,4.592272972275296
5502,modDE,134,30,1500,0.0,-4.233459808933304e-05,3.70843332312418,3.708496376980304
5503,modDE,134,30,3000,0.0,-3.878489451771827e-05,3.5465263574713553,3.5465814387759496
5504,modDE,134,30,9000,0.0,-0.0002794569374903855,3.3195124643950478,3.319886581740829
5505,modDE,134,30,15000,0.0,-0.0002845545723157983,3.749270459954328,3.749689175926897
5506,modDE,134,30,30000,0.0,-6.6924465707352e-05,5.597943109052328,5.59809280097553
5507,modDE,134,30,45000,0.0,-3.111023782622624e-05,7.179849562662381,7.1799387760105
5508,modDE,135,5,250,0.0,-0.00011555101218303498,5.180885608165057,5.181123692616885
5509,modDE,135,5,500,0.0,-0.0001472394412435296,4.729351299771484,4.729628955995149
5510,modDE,135,5,1500,0.0,-9.616944218571177e-05,7.604565170510081,7.604855925460226
5511,modDE,135,5,2500,0.0,-0.0015238241026981568,8.434894298468558,8.439946255857546
5512,modDE,135,5,5000,0.0,-0.016244882419849206,9.712488882075633,9.77156289776886
5513,modDE,135,5,7500,0.0,-0.00952867020765047,10.937348958550967,10.977670758033113
5514,modDE,135,30,1500,0.0,-0.0001221089897678773,7.262060703473052,7.262414404222564
5515,modDE,135,30,3000,0.0,-0.0001193531070817766,6.456387596170058,6.456696491660712
5516,modDE,135,30,9000,0.0,-0.0004621294169004919,7.0296211234964785,7.030938016312293
5517,modDE,135,30,15000,0.0,-0.00035031360289679015,8.293335383077013,8.294476808336876
5518,modDE,135,30,30000,0.0,-0.004000465798631669,8.7443527831149,8.76045777924542
5519,modDE,135,30,45000,0.0,-0.004658743928495568,8.641648195024404,8.660015080265822
5520,modDE,136,5,250,0.0,-0.0010656498325788632,2.0629457045315336,2.0638667974779423
5521,modDE,136,5,500,0.0,-0.006447204184870037,5.100369958588424,5.107109190917813
5522,modDE,136,5,1500,0.0,-6.707452519414404e-05,5.3350763885402595,5.33521971285648
5523,modDE,136,5,2500,0.0,-0.00010196900826757727,5.052522650260707,5.052729619091731
5524,modDE,136,5,5000,0.0,-0.00020632339192605542,4.646348891876431,4.646733169929016
5525,modDE,136,5,7500,0.0,-0.0004223057353011761,4.4849432719107885,4.485704808877014
5526,modDE,136,30,1500,0.0,-2.853523683583603e-05,3.750745265581295,3.750788372199667
5527,modDE,136,30,3000,0.0,-3.2177746085926276e-05,3.627270320950756,3.6273174393370766
5528,modDE,136,30,9000,0.0,-0.00019612842098402084,3.7413184939340653,3.7416174286507653
5529,modDE,136,30,15000,0.0,-4.449403312460909e-05,7.793335478160441,7.793475421322961
5530,modDE,136,30,30000,0.0,-2.1340493836508045e-05,7.390553634095511,7.390616721982747
5531,modDE,136,30,45000,0.0,-8.118247202628658e-05,7.077884605344761,7.078114632462848
5532,modDE,137,5,250,0.0,-9.606027318711518e-05,5.219436549794639,5.219636984417456
