,modAlgo,conf,dim,budget,train_r2,test_r2,train_mse,test_mse
2837,modCMA,236,5,7500,0.0,-0.007043545265733897,13.552493066579157,13.589312972603508
2838,modCMA,236,30,1500,0.0,-6.32115278469847e-05,2.5445234794320872,2.5445873735078464
2839,modCMA,236,30,3000,0.0,-0.00015398385352978218,4.999175819738975,4.999480159479285
2840,modCMA,236,30,9000,0.0,-0.00011204314668140647,5.764067602757997,5.764319851808994
2841,modCMA,236,30,15000,0.0,-0.0008624039313366527,7.462671061327204,7.465219150726547
2842,modCMA,236,30,30000,0.0,-0.004904728704951377,10.877110221796654,10.896969414126598
2843,modCMA,236,30,45000,0.0,-0.0017785678818644346,16.692270195599054,16.703988463699503
2844,modCMA,237,5,250,0.0,-0.01836464511207825,3.5983318219755644,3.614813792676634
2845,modCMA,237,5,500,0.0,-0.010969795784129488,4.198351254116227,4.2097145115154975
2846,modCMA,237,5,1500,0.0,-0.00041590688225463525,8.944081037332996,8.94557997783877
2847,modCMA,237,5,2500,0.0,-0.0024664244161134883,13.401888089650942,13.415034478485074
2848,modCMA,237,5,5000,0.0,-0.001912022338990438,14.632968583360958,14.64409954276376
2849,modCMA,237,5,7500,0.0,-0.007162546743589848,14.262339894078181,14.303165236591473
2850,modCMA,237,30,1500,0.0,-8.883650880755489e-05,2.5161414914961617,2.516231003578911
2851,modCMA,237,30,3000,0.0,-0.00029260295346413836,3.5329005579241737,3.5333128359235557
2852,modCMA,237,30,9000,0.0,-0.0002658479512260392,4.980940669487148,4.981467243207165
2853,modCMA,237,30,15000,0.0,-0.0045945440681272485,5.568452309983362,5.580845276134251
2854,modCMA,237,30,30000,0.0,-0.007050460259713498,7.204318696218026,7.2227689835108695
2855,modCMA,237,30,45000,0.0,-0.0036352077868660347,12.369776913837594,12.386952514052565
2856,modCMA,238,5,250,0.0,-0.02674885472569253,3.628026989402651,3.6545336736977716
2857,modCMA,238,5,500,0.0,-0.005427121007049518,6.300214910793158,6.316051982137085
2858,modCMA,238,5,1500,0.0,-0.006381991428749423,8.668990802766018,8.69224538096844
2859,modCMA,238,5,2500,0.0,-0.003960904448602065,14.258087640680273,14.28026841882795
2860,modCMA,238,5,5000,0.0,-0.010987463926769614,14.371846561139824,14.43360795993345
2861,modCMA,238,5,7500,0.0,-0.008607311058140433,13.840857956384838,13.890067514884816
2862,modCMA,238,30,1500,0.0,-0.0001288225567432022,2.5428094871291447,2.5429418633248355
2863,modCMA,238,30,3000,0.0,-8.895417189642707e-05,4.875142362635275,4.875316936843766
2864,modCMA,238,30,9000,0.0,-0.006633811947508406,6.6295717031867865,6.647824607386029
2865,modCMA,238,30,15000,0.0,-0.00633788605536707,8.140558134294048,8.16129521375289
2866,modCMA,238,30,30000,0.0,-0.003131061883315933,9.418643580414475,9.430365102015987
2867,modCMA,238,30,45000,0.0,-0.002251341514663041,15.495395814763961,15.509457235602294
2868,modCMA,239,5,250,0.0,-0.01277578226637277,2.953815309670688,2.9680737436786506
2869,modCMA,239,5,500,0.0,-0.0007777575119401803,4.696186425317665,4.697653343769119
2870,modCMA,239,5,1500,0.0,-0.0019600587703385132,9.336835822518697,9.344973019312128
2871,modCMA,239,5,2500,0.0,-0.00494312792895264,13.736571097352478,13.762881637492365
2872,modCMA,239,5,5000,0.0,-0.007442587379337162,14.860890428107727,14.904302236174567
2873,modCMA,239,5,7500,0.0,-0.005882051414221578,14.520669717463033,14.553746333384051
2874,modCMA,239,30,1500,0.0,-0.00044553747435331913,2.5130993074484693,2.513544974910944
2875,modCMA,239,30,3000,0.0,-0.0005590687046678422,3.5766987203873377,3.577500476810198
2876,modCMA,239,30,9000,0.0,-0.00018861755183987582,5.05626309517165,5.0566447952823586
2877,modCMA,239,30,15000,0.0,-0.004021991174718176,5.712302194732322,5.723466141437716
2878,modCMA,239,30,30000,0.0,-0.003423465917591839,6.691747590864125,6.701134292443856
2879,modCMA,239,30,45000,0.0,-0.004702216489085931,11.407193809111702,11.428463446978817
2880,modCMA,240,5,250,0.0,-0.007820617428922327,2.4024852851041594,2.4137695727688224
2881,modCMA,240,5,500,0.0,-0.012183089109775124,3.97580072416065,3.996003890965773
2882,modCMA,240,5,1500,0.0,-0.015039209979812807,6.122271823667278,6.161863621618361
2883,modCMA,240,5,2500,0.0,-0.0025107815286275147,14.01692150036333,14.031180737272626
2884,modCMA,240,5,5000,0.0,-0.006507351824555041,15.357847138736565,15.397951714194871
2885,modCMA,240,5,7500,0.0,-0.005316026694101162,15.553503543504291,15.586425683451358
2886,modCMA,240,30,1500,0.0,-3.63596752615436e-05,2.692846361955905,2.6928856360572704
2887,modCMA,240,30,3000,0.0,-0.0001338587798574764,5.2445013295600535,5.244784417448133
2888,modCMA,240,30,9000,0.0,-0.001687218824678549,5.135855367033484,5.1395501907042975
2889,modCMA,240,30,15000,0.0,-0.005616153385212019,5.615860007375326,5.631529263132375
2890,modCMA,240,30,30000,0.0,-0.005702360374621707,6.074758176208739,6.090914625559312
2891,modCMA,240,30,45000,0.0,-0.006676324988141813,7.297194934268643,7.318304841166918
2892,modCMA,241,5,250,0.0,-0.0008844800296321509,1.7003158368246183,1.7009450932861985
2893,modCMA,241,5,500,0.0,-0.002022632950688763,2.0655307493622415,2.0670943844256096
2894,modCMA,241,5,1500,0.0,-0.0016368554883896102,3.9951245814033727,3.997720874320875
2895,modCMA,241,5,2500,0.0,-0.00726474846594285,6.541340055234746,6.5596771470676085
2896,modCMA,241,5,5000,0.0,-0.009797493769322064,13.414473407683122,13.463276296280995
2897,modCMA,241,5,7500,0.0,-0.005390548731653277,14.492424725880076,14.523507845999717
2898,modCMA,241,30,1500,0.0,-0.00020174316390786373,2.503521612821054,2.503720931926413
2899,modCMA,241,30,3000,0.0,-0.00023711277283000598,3.5654688285035796,3.565805101094848
2900,modCMA,241,30,9000,0.0,-0.00043060744726433067,5.065902366977207,5.0667747961024725
2901,modCMA,241,30,15000,0.0,-0.00032357419787274464,5.125687077267588,5.126342936575077
2902,modCMA,241,30,30000,0.0,-0.004234954632734489,6.107221880254844,6.1195948936948925
2903,modCMA,241,30,45000,0.0,-0.0023769811346738834,6.610317097521087,6.61759740660724
2904,modCMA,242,5,250,0.0,-0.015218607649631056,2.3684588904454027,2.389888961963607
2905,modCMA,242,5,500,0.0,-0.0063890781468964875,3.52045198732446,3.5326173630401456
2906,modCMA,242,5,1500,0.0,-0.001850102216219085,5.550560727473396,5.554967185817425
2907,modCMA,242,5,2500,0.0,-0.002120893312679062,13.324090097346266,13.335415353317384
2908,modCMA,242,5,5000,0.0,-0.0004710427809282436,15.045713559046828,15.048595364690556
2909,modCMA,242,5,7500,0.0,-0.0037546990146534844,14.993702990711688,15.016121279035758
2910,modCMA,242,30,1500,0.0,-2.0127037677619697e-05,2.638894951087562,2.6389161329997632
2911,modCMA,242,30,3000,0.0,-0.00025596634158016053,5.209441179040128,5.20997759699018
2912,modCMA,242,30,9000,0.0,-0.0002532901704880075,5.001218107254186,5.0017226887045885
2913,modCMA,242,30,15000,0.0,-0.00312881889927632,5.382564010421372,5.390302268715575
2914,modCMA,242,30,30000,0.0,-0.0027777560838632364,6.232003899451649,6.239239573849071
2915,modCMA,242,30,45000,0.0,-0.0030674917800698866,7.749062923136805,7.758054658146383
2916,modCMA,243,5,250,0.0,-0.0010175202230598313,1.693841125051085,1.6945915874840853
2917,modCMA,243,5,500,0.0,-0.003286606257625069,2.1322110594291273,2.135025636012013
2918,modCMA,243,5,1500,0.0,-0.0013082534521000166,4.071349028310163,4.073597025493285
2919,modCMA,243,5,2500,0.0,-0.01927126801081287,7.0918883847272784,7.143629662717025
2920,modCMA,243,5,5000,0.0,-0.0018126421330324938,14.036488147545748,14.046672306547254
2921,modCMA,243,5,7500,0.0,-0.0024520500158785818,14.580936074681043,14.594897570245138
2922,modCMA,243,30,1500,0.0,-0.00010375629876366866,2.5360938114537124,2.5361978881214284
2923,modCMA,243,30,3000,0.0,-0.00031024127958287904,3.578872145682727,3.579312651167947
2924,modCMA,243,30,9000,0.0,-0.0010787563013077595,5.067620959604145,5.06979442364023
2925,modCMA,243,30,15000,0.0,-0.0037858000294427097,5.3721253819433885,5.381160286585048
2926,modCMA,243,30,30000,0.0,-0.0028604661375376318,6.141337393827799,6.148553258661655
2927,modCMA,243,30,45000,0.0,-0.00287917192468532,6.738939748872463,6.74696779800396
2928,modCMA,244,5,250,0.0,-0.00038428373037984186,1.825399375969073,1.8256885434180323
2929,modCMA,244,5,500,0.0,-0.005956241396578843,3.60019121739055,3.6115101770339217
2930,modCMA,244,5,1500,0.0,-0.01054847179427174,5.760947575243604,5.785785746396483
2931,modCMA,244,5,2500,0.0,-0.00362103272278107,13.684086858002695,13.703468404543347
2932,modCMA,244,5,5000,0.0,-0.0036278481183658505,14.698755858149775,14.720292313663204
2933,modCMA,244,5,7500,0.0,-0.0004162648508305722,14.660365456307488,14.662850594362038
2934,modCMA,244,30,1500,0.0,-5.814818877554195e-05,2.6452506282308828,2.64531220349544
2935,modCMA,244,30,3000,0.0,-1.811531094118024e-05,5.281920740239686,5.281959165008187
2936,modCMA,244,30,9000,0.0,-9.555872556208378e-05,5.0503022481926205,5.050495324914043
2937,modCMA,244,30,15000,0.0,-0.00028108990329873685,5.160717788246571,5.16130479491199
2938,modCMA,244,30,30000,0.0,-0.00046343564135682415,5.713808759769163,5.7148839617805125
2939,modCMA,244,30,45000,0.0,-0.0008753441520362504,7.13400236974465,7.136591698562382
2940,modCMA,245,5,250,0.0,-0.00020542191904722175,1.7097364964437216,1.709870351816459
2941,modCMA,245,5,500,0.0,-0.001503453277814204,2.182739347999535,2.184069625135904
2942,modCMA,245,5,1500,0.0,-0.004059725500945621,4.0583477269451445,4.065109510209384
2943,modCMA,245,5,2500,0.0,-0.005692105735220432,6.837331449127329,6.853559272036163
2944,modCMA,245,5,5000,0.0,-0.007556446735403543,14.156140083444253,14.19856069185047
2945,modCMA,245,5,7500,0.0,-0.0016984894568975672,14.669810679891171,14.679860453758462
2946,modCMA,245,30,1500,0.0,-7.877264271884953e-05,2.525158541932904,2.525237380104691
2947,modCMA,245,30,3000,0.0,-7.204317603455301e-05,3.5441808408353417,3.5442818479678193
2948,modCMA,245,30,9000,0.0,-0.00018082791275473298,5.095037645264067,5.095407973069667
2949,modCMA,245,30,15000,0.0,-0.003676835950510604,5.5432891487256475,5.552733968762713
2950,modCMA,245,30,30000,0.0,-0.006123661814085324,5.904690056893616,5.920884793572843
2951,modCMA,245,30,45000,0.0,-0.007036387675595268,6.290916416315563,6.31058844138557
2952,modCMA,246,5,250,0.0,-0.017991472270770893,3.0447416402412815,3.0656010366636135
2953,modCMA,246,5,500,0.0,-0.005355608161166492,5.4648604289896765,5.473490227271518
2954,modCMA,246,5,1500,0.0,-0.0012985753425196922,8.944318349211137,8.948701650625802
2955,modCMA,246,5,2500,0.0,-0.0009014546373112165,14.466923343451432,14.472083327700712
2956,modCMA,246,5,5000,0.0,-0.004246350401341292,14.963259304240996,14.988078471369425
2957,modCMA,246,5,7500,0.0,-0.004164576846834,14.511896490279957,14.53531126970439
2958,modCMA,246,30,1500,0.0,-0.00013149742992464298,2.4361914781446883,2.436318992824938
2959,modCMA,246,30,3000,0.0,-5.5969213543782814e-05,3.929296043325519,3.9293837301418413
2960,modCMA,246,30,9000,0.0,-0.0008598613620743656,5.8396580087338155,5.841661719638873
2961,modCMA,246,30,15000,0.0,-0.0005333330937676628,7.684404428878727,7.686054085451732
2962,modCMA,246,30,30000,0.0,-0.0016100401489785644,10.437379484070837,10.443667927471399
2963,modCMA,246,30,45000,0.0,-0.0025100634430076153,16.434436316598415,16.451352849343174
2964,modCMA,247,5,250,0.0,-0.025695424782918374,3.5647010159894306,3.5884815236813195
2965,modCMA,247,5,500,0.0,-0.011459036422589186,3.8464227179966466,3.859593283171816
2966,modCMA,247,5,1500,0.0,-0.0018801826247258457,8.631368024402612,8.637669213791195
2967,modCMA,247,5,2500,0.0,-0.002940510694928111,13.849145534270026,13.865433568827001
2968,modCMA,247,5,5000,0.0,-0.003138207940662019,15.158228374779156,15.17711179211878
2969,modCMA,247,5,7500,0.0,-0.0037898533396453437,14.749644258276964,14.771872685760949
2970,modCMA,247,30,1500,0.0,-0.0035441335704258226,2.6524850887592275,2.656936745924317
2971,modCMA,247,30,3000,0.0,-0.0071630734091473695,4.099627016911397,4.115352391927605
2972,modCMA,247,30,9000,0.0,-0.004509753195691557,5.645947974734308,5.658567583521451
2973,modCMA,247,30,15000,0.0,-0.002486728222797785,5.743754297052346,5.750543866133601
2974,modCMA,247,30,30000,0.0,-0.004743040411555777,6.893696865571238,6.907219786656059
2975,modCMA,247,30,45000,0.0,-0.0021755619778024648,12.168057873684425,12.17894762971717
2976,modCMA,248,5,250,0.0,-0.021499655574764853,2.983482983157443,3.0080478494276335
2977,modCMA,248,5,500,0.0,-0.0005793868840081373,5.966003428008196,5.96739014055511
2978,modCMA,248,5,1500,0.0,-0.0030091564994382926,8.477424067446886,8.487445276601392
2979,modCMA,248,5,2500,0.0,-0.0005852413365027065,14.251509731333325,14.254864808232417
2980,modCMA,248,5,5000,0.0,-0.002121550959771934,14.32300511114963,14.334936317618276
2981,modCMA,248,5,7500,0.0,-0.003240566412903112,13.570016209306086,13.587218752657773
2982,modCMA,248,30,1500,0.0,-0.00018476433168324036,2.3977681148147854,2.3979455519001576
2983,modCMA,248,30,3000,0.0,-0.00016496833412418254,3.934432799968923,3.9346919855757734
2984,modCMA,248,30,9000,0.0,-0.005101887897221502,6.186993125818595,6.2014615475650015
2985,modCMA,248,30,15000,0.0,-0.01345816636729622,8.883032167293,8.934374162566519
2986,modCMA,248,30,30000,0.0,-0.008360072199428848,10.334804936046314,10.369887464351896
2987,modCMA,248,30,45000,0.0,-0.004039057798034129,16.086555503500723,16.11123198407857
2988,modCMA,249,5,250,0.0,-0.02400218207267559,3.705588226348837,3.729545157507083
2989,modCMA,249,5,500,0.0,-0.0034119028569601804,5.314753804203784,5.323374104022446
2990,modCMA,249,5,1500,0.0,-0.0016236169344546526,9.044171909726433,9.050391479971834
2991,modCMA,249,5,2500,0.0,-0.00019900178572411774,13.662154508710012,13.663260999753831
2992,modCMA,249,5,5000,0.0,-0.0015148876980318527,14.40150150192827,14.41015658168963
2993,modCMA,249,5,7500,0.0,-0.004156189599078175,14.09955699091557,14.123260144024623
2994,modCMA,249,30,1500,0.0,-0.00018191662176856305,2.4568007497216526,2.456979870823366
2995,modCMA,249,30,3000,0.0,-0.00012092490317896498,3.3920534739331387,3.3922176469548484
2996,modCMA,249,30,9000,0.0,-0.00013820301258031796,5.003646854593692,5.003923119396012
2997,modCMA,249,30,15000,0.0,-0.008307874652556002,6.165504315030751,6.186487260441988
2998,modCMA,249,30,30000,0.0,-0.005783343738272872,7.169148429200088,7.184174876684497
2999,modCMA,249,30,45000,0.0,-0.0024414799352593165,12.18624256396507,12.197713644589225
3000,modCMA,250,5,250,0.0,-0.000326851658133398,4.788611322601369,4.789266696841802
3001,modCMA,250,5,500,0.0,-0.0007592411824908218,5.871275492989748,5.873057384351902
3002,modCMA,250,5,1500,0.0,-0.0027794973027114533,9.276601560785863,9.286976552994444
3003,modCMA,250,5,2500,0.0,-0.0032693511300823986,14.360286931780744,14.378990892112714
3004,modCMA,250,5,5000,0.0,-0.008003986493811021,14.704385617926627,14.750633622963383
3005,modCMA,250,5,7500,0.0,-0.0025394669475392374,13.935396549976016,13.949347200008415
3006,modCMA,250,30,1500,0.0,-0.00013244957986335848,2.4153626810559037,2.4154894492316674
3007,modCMA,250,30,3000,0.0,-7.505112766521549e-05,3.897290478342525,3.897408686024818
3008,modCMA,250,30,9000,0.0,-2.8642401807665863e-05,5.740647459385531,5.740713543426958
3009,modCMA,250,30,15000,0.0,-0.000313538412652159,7.620159317155123,7.621115853943398
3010,modCMA,250,30,30000,0.0,-0.0032109104533243117,9.719162115970567,9.731714457662132
3011,modCMA,250,30,45000,0.0,-0.002558108977179785,15.637233028943148,15.653238708077643
3012,modCMA,251,5,250,0.0,-0.019452569514481644,4.210055812374572,4.224933029326399
3013,modCMA,251,5,500,0.0,-0.00019626874375688885,4.775015753248324,4.775384945929082
3014,modCMA,251,5,1500,0.0,-0.00045823679394918493,9.004676228177658,9.006346493447127
3015,modCMA,251,5,2500,0.0,-0.006243956601834233,13.7657455400564,13.799735016829349
3016,modCMA,251,5,5000,0.0,-0.0017026408968205508,14.383487889067215,14.393243479762925
3017,modCMA,251,5,7500,0.0,-0.0021423097643189946,14.112680316076176,14.12489909412815
3018,modCMA,251,30,1500,0.0,-0.00024630679707899895,2.461224680088633,2.4614656389266982
3019,modCMA,251,30,3000,0.0,-7.638087474974853e-05,3.424031819231998,3.424136028717933
3020,modCMA,251,30,9000,0.0,-0.00023603258005739925,5.022068514774232,5.022541636203257
3021,modCMA,251,30,15000,0.0,-0.005268916027324844,5.687529398236467,5.7003294819342445
3022,modCMA,251,30,30000,0.0,-0.005823343322287,6.392633352413808,6.407251523499655
3023,modCMA,251,30,45000,0.0,-0.004085257014381449,10.983136361227078,11.000786062932244
3024,modCMA,252,5,250,0.0,-0.0200086157240845,2.4080371022927984,2.425745880381916
3025,modCMA,252,5,500,0.0,-0.018036514938447646,4.390520034184859,4.414376882312928
3026,modCMA,252,5,1500,0.0,-0.020313682838270796,8.94482178823604,9.023067986360392
3027,modCMA,252,5,2500,0.0,-0.006740244316327448,14.433808813122306,14.47269054813334
3028,modCMA,252,5,5000,0.0,-0.007716394461880371,14.97040282451951,15.016219033798484
3029,modCMA,252,5,7500,0.0,-0.006149098048026103,14.861105228994196,14.897815367161016
3030,modCMA,252,30,1500,0.0,-0.0007675831579417647,2.46133759523678,2.462107586568366
3031,modCMA,252,30,3000,0.0,-0.0008324562877052077,2.4816251027478704,2.482417726905705
3032,modCMA,252,30,9000,0.0,-0.0008383672161390799,2.6729305645732104,2.67381266954884
3033,modCMA,252,30,15000,0.0,-0.0005207441352665487,2.8122711283880575,2.8128656963964
3034,modCMA,252,30,30000,0.0,-0.00549605240785751,3.4102430818709806,3.417370452969726
3035,modCMA,252,30,45000,0.0,-0.0037987298651505964,4.735242503054084,4.74197733578058
3036,modCMA,253,5,250,0.0,-0.027646718414307436,4.037766285778235,4.05489456413075
3037,modCMA,253,5,500,0.0,-0.04237174038703517,4.8071742276832214,4.856150080287779
3038,modCMA,253,5,1500,0.0,-0.00718410628879651,8.551927219203446,8.578362973549144
3039,modCMA,253,5,2500,0.0,-0.003467373392291373,13.434409540646817,13.453189965348372
3040,modCMA,253,5,5000,0.0,-0.011314147591498892,14.751356400979025,14.817191002521502
3041,modCMA,253,5,7500,0.0,-0.005238631781515135,14.873574878433306,14.904854764891189
3042,modCMA,253,30,1500,0.0,-0.0012003186597179028,2.340298861814471,2.3414523686283952
3043,modCMA,253,30,3000,0.0,-0.0024058856307667574,2.7867820201088453,2.7895017659066816
3044,modCMA,253,30,9000,0.0,-0.0030133442474083337,5.245353735665309,5.251761519974768
3045,modCMA,253,30,15000,0.0,-0.0023885091494277866,5.181660195763762,5.1866678246113365
3046,modCMA,253,30,30000,0.0,-0.002519240376050691,5.626283910510726,5.632082315356008
3047,modCMA,253,30,45000,0.0,-0.0005245849056573881,7.356014194044514,7.3575976180449985
3048,modCMA,254,5,250,0.0,-0.0200086157240845,2.4080371022927984,2.425745880381916
3049,modCMA,254,5,500,0.0,-0.01800817565163766,4.390284204280794,4.414088029117898
3050,modCMA,254,5,1500,0.0,-0.014858594872442853,8.849659472278905,8.909330953281057
3051,modCMA,254,5,2500,0.0,-0.003896228990132844,13.883654625684395,13.90520816730662
3052,modCMA,254,5,5000,0.0,-0.008636128032950063,14.13851065369478,14.187183623152483
3053,modCMA,254,5,7500,0.0,-0.00654912875675735,13.87269271137195,13.909259406685484
3054,modCMA,254,30,1500,0.0,-0.0007675831579417647,2.46133759523678,2.462107586568366
3055,modCMA,254,30,3000,0.0,-0.0008340478880976221,2.480447115902151,2.4812407314424023
3056,modCMA,254,30,9000,0.0,-0.000585050092554562,2.58940480026133,2.590005251460397
3057,modCMA,254,30,15000,0.0,-0.0004448894257381042,2.6597583368594657,2.6602201673676045
3058,modCMA,254,30,30000,0.0,-0.0027155316291346044,3.196083868782089,3.19939379172038
3059,modCMA,254,30,45000,0.0,-0.0025851656587613458,4.465244198761965,4.4694631111420415
3060,modCMA,255,5,250,0.0,-0.027646718414307436,4.037766285778235,4.05489456413075
3061,modCMA,255,5,500,0.0,-0.0406642592101162,4.804392165399525,4.851579975654821
3062,modCMA,255,5,1500,0.0,-0.006455747255368039,8.506702920686243,8.530487253874204
3063,modCMA,255,5,2500,0.0,-0.011141660679886334,13.356975615113303,13.416120025908555
3064,modCMA,255,5,5000,0.0,-0.01651723033445318,13.970189624839719,14.061783685934103
3065,modCMA,255,5,7500,0.0,-0.011149218881667667,14.054926630295133,14.119469668579672
3066,modCMA,255,30,1500,0.0,-0.0012003186597179028,2.340298861814471,2.3414523686283952
3067,modCMA,255,30,3000,0.0,-0.0024822393715565384,2.7851952961635336,2.7880014369712685
3068,modCMA,255,30,9000,0.0,-0.002425882626814957,5.241734479531152,5.2468910525023364
3069,modCMA,255,30,15000,0.0,-0.001942224721149488,5.177887410480369,5.181971157435579
3070,modCMA,255,30,30000,0.0,-0.0025992431565814212,5.7841770358858975,5.790439430899028
3071,modCMA,255,30,45000,0.0,-0.0012850512560108386,7.492457923548526,7.4965777416095944
3072,modCMA,256,5,250,0.0,-0.0200086157240845,2.4080371022927984,2.425745880381916
3073,modCMA,256,5,500,0.0,-0.018036514938447646,4.390520034184859,4.414376882312928
3074,modCMA,256,5,1500,0.0,-0.018469645009418965,8.759751870395217,8.831129973630803
3075,modCMA,256,5,2500,0.0,-0.008247861540935908,14.010824426564062,14.056692476137863
3076,modCMA,256,5,5000,0.0,-0.010295013558586774,14.364205333473308,14.422725091523537
3077,modCMA,256,5,7500,0.0,-0.0030148983068790437,14.084590018708255,14.101432074102021
3078,modCMA,256,30,1500,0.0,-0.0007675831579417647,2.46133759523678,2.462107586568366
3079,modCMA,256,30,3000,0.0,-0.0008336252287543644,2.480702157823029,2.481495481372686
3080,modCMA,256,30,9000,0.0,-0.000812819391075692,2.5997758408585416,2.600632636715922
3081,modCMA,256,30,15000,0.0,-0.0007133053200394813,2.6619571741623504,2.6627040547792498
3082,modCMA,256,30,30000,0.0,-0.00457169130566899,2.9120664023582927,2.9171686728813784
3083,modCMA,256,30,45000,0.0,-0.003684002203288417,3.7110793188695594,3.7169196203511397
3084,modCMA,257,5,250,0.0,-0.027646718414307436,4.037766285778235,4.05489456413075
3085,modCMA,257,5,500,0.0,-0.04103744964625115,4.804903142005481,4.852472152783999
3086,modCMA,257,5,1500,0.0,-0.006535437097494911,8.491131857652569,8.514886893872324
3087,modCMA,257,5,2500,0.0,-0.008929281865783345,13.359099833678084,13.405669233646268
3088,modCMA,257,5,5000,0.0,-0.02325541281423953,14.370046578688108,14.503319727233725
3089,modCMA,257,5,7500,0.0,-0.02307716394489585,14.591216707789883,14.727373970401723
3090,modCMA,257,30,1500,0.0,-0.0012003186597179028,2.340298861814471,2.3414523686283952
3091,modCMA,257,30,3000,0.0,-0.002733125626508892,2.782994035083406,2.786080861954555
3092,modCMA,257,30,9000,0.0,-0.003401804854501078,5.292969872967475,5.300285559813929
3093,modCMA,257,30,15000,0.0,-0.00239989691824376,5.2248155761025235,5.229922871918597
3094,modCMA,257,30,30000,0.0,-0.0014480783155544242,5.598624074371395,5.60193371684677
3095,modCMA,257,30,45000,0.0,-0.00033113106516498015,7.104617854202013,7.105568325096156
3096,modCMA,258,5,250,0.0,-0.021721172275697986,2.510439523130651,2.537945041906806
3097,modCMA,258,5,500,0.0,-0.04329014321583511,5.011246082770134,5.075394747080814
3098,modCMA,258,5,1500,0.0,-0.017034020875103462,6.702149988605484,6.741046889921874
3099,modCMA,258,5,2500,0.0,-0.012627503694351594,12.429340020517074,12.487610880775902
3100,modCMA,258,5,5000,0.0,-0.0028011773658353166,15.050577923949907,15.067446860051358
3101,modCMA,258,5,7500,0.0,-0.0015029172131673096,15.211086800780157,15.21998956947898
3102,modCMA,258,30,1500,0.0,-0.0012658395293599245,2.7802741445463104,2.781761371653146
3103,modCMA,258,30,3000,0.0,-0.0023858154056799917,2.997686027486739,3.000702558612144
3104,modCMA,258,30,9000,0.0,-0.003488095307054806,3.1055837169170517,3.1101285397590335
3105,modCMA,258,30,15000,0.0,-0.003982244327467077,3.0823516176525354,3.087508568585427
3106,modCMA,258,30,30000,0.0,-0.0038294210961215213,3.0732396350029982,3.078150403544771
3107,modCMA,258,30,45000,0.0,-0.0038270400711562847,3.0736350414245233,3.078542514737457
3108,modCMA,259,5,250,0.0,-0.01912143306126244,2.482774399274826,2.504733758674358
3109,modCMA,259,5,500,0.0,-0.03195757967881363,4.236109302538479,4.270161038424737
3110,modCMA,259,5,1500,0.0,-0.025994136610902618,6.802503803600094,6.849620747505421
3111,modCMA,259,5,2500,0.0,-0.01660392363325953,8.07594567663451,8.118854739808643
3112,modCMA,259,5,5000,0.0,-0.00913424515023511,13.56295579087789,13.608460021371233
3113,modCMA,259,5,7500,0.0,-0.0030760906062877957,14.60545796594361,14.623625359307272
3114,modCMA,259,30,1500,0.0,-0.0008040414880934766,2.567178568877171,2.5679986830606296
3115,modCMA,259,30,3000,0.0,-0.0008991381972820456,2.7798645429826414,2.7808522148744865
3116,modCMA,259,30,9000,0.0,-0.002108849645565192,5.7399335318873606,5.745057117325255
3117,modCMA,259,30,15000,0.0,-0.0030302380596921364,5.9466040181796815,5.954939226632474
3118,modCMA,259,30,30000,0.0,-0.003212228790478644,5.901463464894955,5.910081870119045
3119,modCMA,259,30,45000,0.0,-0.006174085377341587,6.610454972558993,6.626656040213509
3120,modCMA,260,5,250,0.0,-0.021721172275697986,2.510439523130651,2.537945041906806
3121,modCMA,260,5,500,0.0,-0.04265522191985749,5.009023026258836,5.072222129574691
3122,modCMA,260,5,1500,0.0,-0.01683090634473321,6.686880658582996,6.725103704197447
3123,modCMA,260,5,2500,0.0,-0.01886748021644058,12.347644828361116,12.437483423700007
3124,modCMA,260,5,5000,0.0,-0.0030791804787338784,14.83131852359396,14.849516858350745
3125,modCMA,260,5,7500,0.0,-0.00024187234928296775,14.634498145413522,14.635910110629501
3126,modCMA,260,30,1500,0.0,-0.0012658395293599245,2.7802741445463104,2.781761371653146
3127,modCMA,260,30,3000,0.0,-0.0023858154056799917,2.997686027486739,3.000702558612144
3128,modCMA,260,30,9000,0.0,-0.001138529594303117,3.045337900885832,3.0468324273047243
3129,modCMA,260,30,15000,0.0,-0.0010542646360445218,2.972836091969501,2.9741641954936986
3130,modCMA,260,30,30000,0.0,-0.0007059867507437367,2.97300060950166,2.973820176210801
3131,modCMA,260,30,45000,0.0,-0.0006678187554991499,2.9864156300142843,2.98716375675981
3132,modCMA,261,5,250,0.0,-0.01912143306126244,2.482774399274826,2.504733758674358
3133,modCMA,261,5,500,0.0,-0.03195757967881363,4.236109302538479,4.270161038424737
3134,modCMA,261,5,1500,0.0,-0.023139337363814638,6.774576826794584,6.8160124556004575
3135,modCMA,261,5,2500,0.0,-0.0029409625821195996,8.287274581494662,8.296831390786094
3136,modCMA,261,5,5000,0.0,-0.0008794177723371099,13.962804662901295,13.967751071514993
3137,modCMA,261,5,7500,0.0,-0.0006642703388441528,14.407213171255203,14.410807412082363
3138,modCMA,261,30,1500,0.0,-0.0008040414880934766,2.567178568877171,2.5679986830606296
3139,modCMA,261,30,3000,0.0,-0.0008914473334399542,2.778106630452942,2.779079522967563
3140,modCMA,261,30,9000,0.0,-0.001969116876982824,5.734463366865157,5.739243381323016
3141,modCMA,261,30,15000,0.0,-0.0028854248837164144,5.944908718885151,5.952935216043599
