,conf,dim,budget,test_mse
0,180,5,250,1.3706275835343087
1,180,5,500,0.6428241504213057
2,180,5,1500,2.805039309712843
3,180,5,2500,3.1329567908724187
4,180,5,5000,3.154168500306416
5,180,5,7500,2.8586242072640946
6,180,30,1500,0.1522439904487485
7,180,30,3000,0.5175277000640859
8,180,30,9000,0.776136466337227
9,180,30,15000,2.1922438967288853
10,180,30,30000,3.3210717131479064
11,180,30,45000,1.5923862599539025
