,conf,dim,budget,test_mse
0,194,5,250,1.707168250316452
1,194,5,500,1.2280051591665626
2,194,5,1500,4.681838205756634
3,194,5,2500,5.435018730317799
4,194,5,5000,6.011763785372911
5,194,5,7500,5.823153171366976
6,194,30,1500,0.15566351393617572
7,194,30,3000,0.4212992289210266
8,194,30,9000,1.3841133739884888
9,194,30,15000,2.0924357774750795
10,194,30,30000,3.6144212718731006
11,194,30,45000,2.3168474163250634
