,conf,dim,budget,test_mse
0,94,5,250,0.5881218145220253
1,94,5,500,2.105401341722354
2,94,5,1500,6.021586370579389
3,94,5,2500,5.647571637123939
4,94,5,5000,6.126770943156943
5,94,5,7500,7.1853570479915945
6,94,30,1500,0.16215202688103886
7,94,30,3000,0.2551984532128402
8,94,30,9000,1.5879298606177605
9,94,30,15000,2.3170066723263534
10,94,30,30000,1.1225400707536204
11,94,30,45000,1.6454647091646577
