,conf,dim,budget,test_mse
0,241,5,250,0.29329504579159
1,241,5,500,0.4163159657976214
2,241,5,1500,1.0528640436578154
3,241,5,2500,2.6376316721044746
4,241,5,5000,6.20175799215546
5,241,5,7500,5.757225147201483
6,241,30,1500,0.11724251938448542
7,241,30,3000,0.2559409370067246
8,241,30,9000,0.5210895765981284
9,241,30,15000,0.5732135062997419
10,241,30,30000,1.6498189260396974
11,241,30,45000,1.855937425456759
