,conf,dim,budget,test_mse
0,74,5,250,0.3334910264020975
1,74,5,500,0.8432891464648659
2,74,5,1500,3.9375988560435227
3,74,5,2500,5.17074063921898
4,74,5,5000,5.504002582606979
5,74,5,7500,6.2606977407270445
6,74,30,1500,0.156168078379395
7,74,30,3000,0.332348073814688
8,74,30,9000,1.6756794548244465
9,74,30,15000,0.9791131372985573
10,74,30,30000,1.617529277022263
11,74,30,45000,1.6725025428889086
