,conf,dim,budget,test_mse
0,236,5,250,1.5837048633251862
1,236,5,500,0.5552123319325166
2,236,5,1500,3.1545127765008822
3,236,5,2500,4.816396338605836
4,236,5,5000,4.937898593527832
5,236,5,7500,5.132170796445726
6,236,30,1500,0.15871458927781634
7,236,30,3000,0.508729068182904
8,236,30,9000,0.7892088503470679
9,236,30,15000,1.2735215835488463
10,236,30,30000,2.468782020247317
11,236,30,45000,1.8216480868109415
