,conf,dim,budget,test_mse
0,163,5,250,1.2311969044398885
1,163,5,500,0.441458535976362
2,163,5,1500,1.826862194988
3,163,5,2500,3.145529452777416
4,163,5,5000,4.11806608025137
5,163,5,7500,4.20023363046064
6,163,30,1500,0.1331829276166711
7,163,30,3000,0.2732986895853513
8,163,30,9000,0.5742735553608521
9,163,30,15000,0.5580030770201676
10,163,30,30000,1.8431550014172007
11,163,30,45000,3.1930517757860297
